kegg_pathways	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
ko05110: Vibrio cholerae infection	0	0.000960841	0.000318295	5.13738e-05	0.000539685	0.00150747	0.000790744	0.00101315	0.000233191	0.000876895	0.000987126	0.000883753	0.000854266	0.00129799	2.34074e-05	0.00134023	0.00081866	0.00110437	0.00081954	0.00125648	0.00178968	0.00147319	0.00102278	0.000887677	0.00221894
ko05111: Vibrio cholerae pathogenic cycle	0.000173705	0.000137961	5.90124e-05	1.0852e-05	7.49942e-05	0.000178452	0.000431357	0.000133614	3.30582e-05	5.26348e-05	0.000199965	0.00017857	0.000142564	5.96571e-05	1.92051e-05	5.18275e-05	0.000116224	0.000151912	0.000107311	0.000229101	0.00013744	0.000583868	0.000109089	0.000109439	0.000371549
ko05120: Epithelial cell signaling in Helicobacter pylori infection	0.00136576	2.13636e-05	2.46509e-05	3.11986e-06	0.000100932	4.09603e-05	0.00017938	0.000125141	5.25121e-06	3.71955e-05	9.49364e-05	7.50926e-05	3.30791e-05	5.43548e-05	5.65685e-06	6.09639e-05	4.48318e-05	7.90194e-05	2.77742e-05	5.19648e-06	7.2683e-05	0.000113224	6.37239e-05	5.11501e-05	4.32789e-05
ko05130: Pathogenic Escherichia coli infection	3.04071e-08	8.30493e-05	5.09959e-05	2.59484e-05	0.000136068	0.000219649	0.000116671	0.000121422	2.77983e-05	0.000253329	0.000239754	0.000118391	9.73406e-05	0.000394469	5.30397e-06	0.000361003	0.000119844	0.000190779	0.000320698	0.000250595	0.000203983	0.000312996	0.000257373	0.000277284	0.000176263
ko05131: Shigellosis	0	0	0	0	2.20111e-07	0	0	0	1.75859e-07	2.45081e-07	8.65772e-07	0	0	0	0	7.00285e-07	0	0	0	0	0	0	0	0	0
ko05140: Leishmaniasis	0	1.20595e-05	0.00399135	0.000885633	8.1597e-07	1.57449e-05	0	1.18984e-05	0.00196455	1.46517e-05	1.01937e-06	9.44027e-07	1.81715e-05	6.11566e-05	0.000148932	3.57524e-06	1.50523e-05	1.72847e-06	1.4065e-06	7.76611e-05	0.000116918	2.72066e-05	1.7757e-05	4.07209e-05	1.99418e-06
ko05142: Chagas disease (American trypanosomiasis)	0	0.000203849	0.106134	0.0430621	0.000100476	6.6821e-05	4.65538e-07	0.000143401	0.0472596	8.45485e-05	3.81729e-05	5.78155e-05	0.000295302	6.48857e-05	0.0552182	0.000612054	0.000232683	4.97638e-05	0.000434999	0.000134902	6.51412e-05	5.61409e-05	1.86608e-05	0.00020043	6.08863e-05
ko05143: African trypanosomiasis	1.21385e-06	6.2354e-07	0.00473742	0.000954361	5.24293e-05	4.14865e-07	0.000258765	1.91331e-05	0.00191885	0.000158789	0.000279598	0.000130948	6.15669e-05	5.41868e-06	0.000125672	0.000153278	1.08841e-06	4.07778e-06	0.00011151	3.25964e-05	6.31235e-05	2.76e-07	1.55143e-06	1.35144e-05	0.00031784
ko05144: Malaria	2.13198e-06	0.00170161	0.139292	0.0567492	0.00109178	0.00238207	0.00181488	0.00134095	0.0619716	0.00194536	0.00150193	0.00234374	0.00139646	0.00133471	0.0729147	0.00179024	0.0013972	0.00189845	0.00115684	0.00136008	0.00305071	0.0021807	0.000818921	0.00197756	0.00139512
ko05145: Toxoplasmosis	4.80552e-06	0.000147105	0.00101124	0.000285432	0.000113256	0.000219948	0.000322436	0.000131173	0.000619606	0.000142989	0.000131771	0.000127975	0.000126808	0.000107296	6.91356e-05	0.000140598	0.000177428	0.000107001	0.000160406	0.000195115	0.000343564	0.000201304	0.000119506	0.000201551	0.000202011
ko05146: Amoebiasis	0	0.000538777	0.00294576	0.000635641	0.000523237	0.000594476	0.000450424	0.000735241	0.00120772	0.00028952	0.000694176	0.000322754	0.000521397	0.000225826	0.00023487	0.000182558	0.000313807	0.000319724	0.000195124	0.000147823	0.000132307	0.000602564	0.000170569	9.11513e-05	0.00103325
ko05150: Staphylococcus aureus infection	2.30901e-05	0.000372349	0.132583	0.0536897	0.000299772	0.000607733	0.000821666	0.00100632	0.0589276	0.000382633	0.000445771	0.000576008	0.000303626	0.00156991	0.0685316	0.00151408	0.00126788	0.00144374	0.000885836	0.00190373	0.0044871	0.000830235	0.000390591	0.00223953	0.00132842
ko05160: Hepatitis C	0	0.000120515	5.10445e-05	0.00037446	0.000175619	0.000217445	0.000242267	0.000185795	0.000831056	0.00011862	7.52121e-05	0.000158142	0.000194044	0.000274177	0.000114447	0.000380159	0.000234191	0.000220926	0.000242098	0.000156756	0.000209762	0.000114031	6.13884e-05	0.00022066	0.000210389
ko05200: Pathways in cancer	1.29872e-07	0.000168025	7.30377e-05	0.000229818	0.000194659	0.000275148	0.000352011	0.000206463	0.000461535	0.000314094	0.000209631	0.00026302	0.000208564	0.000235685	0.000109023	0.000287546	0.000215659	0.000335142	0.000266942	0.000191262	0.000416957	0.000344948	0.000161906	0.000264769	0.000242665
ko05210: Colorectal cancer	0	0	0	0.000288693	0	0	0	0	0.000743787	0	0	0	0	0	0.000110569	0	0	0	0	0	0	0	0	0	0
ko05211: Renal cell carcinoma	0	1.31971e-05	0	0.000203253	0	1.58989e-05	0	3.00456e-05	0.000554277	3.54011e-05	2.03737e-05	1.60092e-05	1.02452e-05	0	8.52185e-05	2.56921e-05	0	2.52417e-05	4.2532e-05	0	2.11929e-05	3.9763e-05	0	2.50963e-05	0
ko05212: Pancreatic cancer	0	0	0	0.000203664	0	0	0	0	0.00047619	0	0	0	0	0	7.57505e-05	0	0	0	0	0	0	0	0	0	0
ko05213: Endometrial cancer	0	0	0	0.000309714	0	0	0	0	0.0006493	0	0	0	0	0	0.000109074	0	0	0	0	0	0	0	0	0	0
ko05214: Glioma	0	0	0	0.000207704	0	0	0	0	0.000456315	0	0	0	0	0	7.51818e-05	0	0	0	0	0	0	0	0	0	0
ko05215: Prostate cancer	0	1.11083e-05	5.54398e-06	0.000220793	1.69706e-05	1.6862e-05	4.78184e-07	9.84096e-06	0.000402603	3.79826e-06	1.10137e-05	1.58775e-05	2.92165e-05	3.29409e-05	7.68909e-05	1.03687e-05	1.63958e-06	1.02262e-06	2.34098e-06	5.7129e-07	1.43183e-05	1.66457e-05	4.41081e-06	4.73757e-07	3.66355e-05
ko05216: Thyroid cancer	0	0.000150048	8.43206e-05	0.000351876	0.000342393	0.000469851	0.000842154	0.000324213	0.000635859	0.000427972	0.000531251	0.000394714	0.000510623	0.000249644	0.000124119	0.000294141	0.000374869	0.000214701	0.000498588	0.000235833	0.000854561	0.000340959	0.000403835	0.000406036	0.000146147
ko05218: Melanoma	0	0	0	0.000201689	0	0	0	0	0.000438132	0	0	0	0	0	8.09926e-05	0	0	0	0	0	0	0	0	0	0
ko05219: Bladder cancer	0	0	0	0.000185598	0	0	0	0	0.000468133	0	0	0	0	0	0.00018984	0	0	0	0	0	0	0	0	0	0
ko05220: Chronic myeloid leukemia	0	0	0	0.000188255	0	0	0	0	0.000445599	0	0	0	0	0	6.73783e-05	0	0	0	0	0	0	0	0	0	0
ko05221: Acute myeloid leukemia	0	0.000191056	4.73861e-05	0.000192103	0.000214073	0.000375453	0.000321838	0.000268334	0.000443349	0.000222791	0.000355299	0.000215839	0.000242351	0.000538307	7.12791e-05	0.000640318	0.000490201	0.000461903	0.000490869	0.0004804	0.000650061	0.0004016	0.000311714	0.000538631	0.000283086
ko05222: Small cell lung cancer	0	0	0	0.000235726	0	0	0	0	0.000397135	0	0	0	0	0	0.000131335	0	0	0	0	0	0	0	0	0	0
ko05223: Non-small cell lung cancer	0	0	0	0.000167131	0	0	0	0	0.000415989	0	0	0	0	0	5.87347e-05	0	0	0	0	0	0	0	0	0	0
ko05310: Asthma	0	0	0	0.176953	0	1.47153e-05	0	0	0	0	1.18351e-05	0	0	0.000149944	0	0	0	0	0	0	0	0	0	0	0
ko05320: Autoimmune thyroid disease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59998e-06	9.47699e-06	0	1.53921e-05	0	7.93841e-06	0	0	0	0
ko05322: Systemic lupus erythematosus	1.28639e-06	0.000201872	0.000166793	0.0771079	0.000125324	0.00033012	0.00115499	0.000234235	0.0847563	0.000340814	0.000336265	0.000455727	0.000300468	0.000177031	0.0983448	0.000434777	0.000327504	0.000340299	0.000246412	0.000278874	0.000472217	0.000589059	0.000163665	0.000586947	0.000166428
ko05340: Primary immunodeficiency	0	0.000234452	0.000251856	0.0010257	0.000210613	0.000417928	0.000299273	0.000363462	0.00212878	0.000304501	0.000286168	0.000554655	0.000448942	0.000425809	0	0.000743734	0.000529781	0.00051968	0.000266819	0	0.00070709	0	0	0.000373821	0.000420635
ko05410: Hypertrophic cardiomyopathy (HCM)	0	0	0	0.00042433	0	0	0	0	0.000477795	0	0	0	0	0	0.000103984	0	0	0	0	0	0	0	0	0	0
ko05412: Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1.52921e-07	0.000211924	0.000107006	0.000421835	0.00046363	0.000474138	0.000608243	0.000433818	0.000559535	0.000607057	0.000572095	0.000229831	0.000493257	0.000303226	0.000119611	0.000376547	0.00025662	0.000235969	0.000321491	0.000294322	0.000267337	0.000527456	0.000341725	0.000133909	0.000275938
ko05414: Dilated cardiomyopathy	0	0.00044191	0.000489321	0.000765115	0.000156084	0.000377938	0.00622273	0.000218218	0.00118487	0.000267733	0.000609435	0.00145096	0.000803688	0.000700687	0.000151457	0.00062323	0.000560371	0.00115691	0.000980756	0.000738372	0.00101179	0.000476226	0.000263829	0.00282782	0.000725097
ko05416: Viral myocarditis	0	0.000445772	0.000131288	0.0933863	0.000105132	0.000459175	0.000746328	0.000322882	0.103089	0.00113723	0.000870355	0.000285967	0.000343142	0.000743975	0.119064	0.000435683	0.000804461	0.000460902	0.000508821	0.00112763	0.000613042	0.000990295	0.000603743	0.000422258	0.00518489
