PercentCoverageGT5x	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:321967|Lactobacillus_casei_ATCC_334	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:322159|Streptococcus_thermophilus_LMD-9	0	0.030036823	0	0.0	0	0.111029	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.05401263	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
taxid:322710|Azotobacter_vinelandii_DJ	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
taxid:323097|Nitrobacter_hamburgensis_X14	0	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:323098|Nitrobacter_winogradskyi_Nb-255	0	0	0	0	0.0024984629	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:323261|Nitrosococcus_oceani_ATCC_19707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:323848|Nitrosospira_multiformis_ATCC_25196	0	0	0	0.0	0.007574332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:324057|Paenibacillus_sp._JDR-2	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:324831|Lactobacillus_gasseri_ATCC_33323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:326423|Bacillus_amyloliquefaciens_FZB42	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0
taxid:330214|Candidatus_Nitrospira_defluvii	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021079016	0	0
taxid:330879|Aspergillus_fumigatus_Af293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:331104|Blattabacterium_sp._(Blattella_germanica)_str._Bge	0	0	0	0.00982786	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:331111|Escherichia_coli_E24377A	0	0	0	0	0	0.002114335	0	0.000990497	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0
taxid:331112|Escherichia_coli_HS	0	0	0.0034887222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:331113|Simkania_negevensis_Z	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:331271|Burkholderia_cenocepacia_AU_1054	0	0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:331272|Burkholderia_cenocepacia_HI2424	0	0.0	0.0	0.0029208833	0.0105022083	0.0	0.0	0.0153703699	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019083124	0	0.0
taxid:331869|alpha_proteobacterium_BAL199	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:332648|Botrytis_cinerea_(B05.10)	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0
taxid:332952|Aspergillus_flavus_NRRL3357	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0	0
taxid:333668|Theileria_parva_strain_Muguga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0
taxid:333849|Enterococcus_faecium_DO	0	0	0	0	0	0	0	0.002096385	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:333990|Carnobacterium_sp._AT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:334390|Lactobacillus_fermentum_IFO_3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.00128652	0.0	0
taxid:334413|Finegoldia_magna_ATCC_29328	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.08933784	0	0
taxid:334819|Fusarium_verticillioides_7600	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0	0
taxid:335283|Nitrosomonas_eutropha_C91	0	0	0	0	0.0231486104	0	0.0	0.0122213164	0	0.0	0	0.0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0
taxid:335284|Psychrobacter_cryohalolentis_K5	0.0	0.0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0.0	0	0.0	0	0	0
taxid:335541|Syntrophomonas_wolfei_Goettingen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:335659|Bradyrhizobium_sp._S23321	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0
taxid:33653|Cafeteria_roenbergensis	0	0	0	0.0	0.3660883	0.20158036	0	0.30816315	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0.13207	0	0
taxid:337191|Gordonia_sp._KTR9	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	0
taxid:338187|Vibrio_campbellii_ATCC_BAA-1116	0	0	0	0.0	0.007658555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:338473|Actinomyces_phage_Av-1	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:338966|Pelobacter_propionicus_DSM_2379	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:338969|Rhodoferax_ferrireducens_T118	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:339670|Burkholderia_ambifaria_AMMD	0	0.0	0	0.0	0.0	0.0	0.0	0.000943037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:339671|Actinobacillus_succinogenes_130Z	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:339860|Methanosphaera_stadtmanae_DSM_3091	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:340099|Thermoanaerobacter_pseudethanolicus_ATCC_33223	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:340100|Bordetella_petrii_DSM_12804	0	0	0	0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0	0.0	0
taxid:340322|Corynebacterium_glutamicum_R	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0
taxid:34116|Leptosira_terrestris	0	0	0	0	0.038445576	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.097908134	0	0.0
taxid:342108|Magnetospirillum_magneticum_AMB-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:342109|Xanthomonas_oryzae_pv._oryzae_MAFF_311018	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:342110|Ralstonia_solanacearum_UW551	0	0.0	0	0.00124309	0.0117421388	0	0.0	0.0075425234	0	0.0	0.0	0	0.0	0	0	0	0.0012934829	0	0	0.00127668	0	0.0	0.0	0	0
taxid:342451|Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305	0.0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.0
taxid:342610|Pseudoalteromonas_atlantica_T6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:342613|Streptococcus_agalactiae_18RS21	0	0.00974073	0.0	0.09104688	0.00382513	0.584399163	0.0	0.0	0	0	0	0	0.1094609	0	0.097229368	0	0	0	0.0	0	0	0.0	0.00275765	0	0
taxid:342614|Streptococcus_agalactiae_515	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:342615|Streptococcus_agalactiae_H36B	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:344609|Shigella_boydii_CDC_3083-94	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:344612|Aspergillus_clavatus_NRRL_1	0	0.0	0.0	0	0	0.0	0.000211173	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0
taxid:344747|Planctomyces_maris_DSM_8797	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:345219|Bacillus_coagulans_36D1	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:347253|Streptococcus_salivarius_JIM8777	0	0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0
taxid:347256|Mycoplasma_hominis_ATCC_23114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:347834|Rhizobium_etli_CFN_42	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0
taxid:349101|Rhodobacter_sphaeroides_ATCC_17029	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:349102|Rhodobacter_sphaeroides_ATCC_17025	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:349106|Psychrobacter_sp._PRwf-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0
taxid:349123|Lactobacillus_reuteri_100-23	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349124|Halorhodospira_halophila_SL1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349161|Desulfotomaculum_reducens_MI-1	0	0	0	0.0	0.0173221198	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.020897401	0	0
taxid:349163|Acidiphilium_cryptum_JF-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0
taxid:349307|Methanosaeta_thermophila_PT	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349519|Leuconostoc_citreum_KM20	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349520|Paenibacillus_polymyxa_E681	0	0	0	0.0	0.0314557215	0.000278041	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.00617251	0	0.0
taxid:349741|Akkermansia_muciniphila_ATCC_BAA-835	0	0	0	0.2853493968	0	0	0.03051683	0.019256012	0	0.0	0	0.13967172	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0.2672195042	0	0
taxid:349965|Yersinia_intermedia_ATCC_29909	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012279	0	0
taxid:349968|Yersinia_bercovieri_ATCC_43970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:350054|Mycobacterium_gilvum_PYR-GCK	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:350058|Mycobacterium_vanbaalenii_PYR-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:350688|Alkaliphilus_oremlandii_OhILAs	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0
taxid:350701|Burkholderia_dolosa_AUO158	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0	0	0	0	0.0
taxid:350703|Pseudomonas_aeruginosa_2192	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:351016|Roseobacter_sp._AzwK-3b	0	0	0	0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0	0.0
taxid:351348|Marinobacter_aquaeolei_VT8	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:351605|Geobacter_uraniireducens_Rf4	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0
taxid:351607|Acidothermus_cellulolyticus_11B	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351627|Caldicellulosiruptor_saccharolyticus_DSM_8903	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351745|Shewanella_sp._W3-18-1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:351746|Pseudomonas_putida_F1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0
taxid:352472|Dictyostelium_discoideum_AX4	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0
taxid:353152|Cryptosporidium_parvum_Iowa_II	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0
taxid:353154|Theileria_annulata_strain_Ankara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:353496|Lactobacillus_delbrueckii_subsp._bulgaricus_2038	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:354260|Lactococcus_phage_P335_sensu_lato	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:357804|Psychromonas_ingrahamii_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:357809|Clostridium_phytofermentans_ISDg	0	0.0	0	0.01138709	0.023021728	0.0	0	0.0	0	0	0	0	0.0	0	0.00134087	0	0	0	0	0	0	0.0	0.068858879	0	0.0
taxid:358220|Acidovorax_sp._KKS102	0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.00259768	0	0	0	0	0.0	0	0.0	0
taxid:358681|Brevibacillus_brevis_NBRC_100599	0	0	0	0.0	0.00192172	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:359786|Staphylococcus_aureus_subsp._aureus_JH9	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:359787|Staphylococcus_aureus_subsp._aureus_JH1	0	0	0	0	0	0	0	0.00143001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360094|Xanthomonas_oryzae_pv._oryzae_PXO99A	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0
taxid:360104|Campylobacter_concisus_13826	0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:360105|Campylobacter_curvus_525.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0903987609	0	0	0	0	0	0
taxid:360106|Campylobacter_fetus_subsp._fetus_82-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04471092	0	0	0.009528566	0.04076411	0	0	0	0	0	0
taxid:360107|Campylobacter_hominis_ATCC_BAA-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0
taxid:360115|Coxiella_burnetii_RSA_331	0	0	0	0	0.0054044894	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360910|Bordetella_avium_197N	0	0	0	0.0	0.018139166	0	0	0.002893693	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360911|Exiguobacterium_sp._AT1b	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:362948|Lactobacillus_salivarius_UCC118	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:363253|Lawsonia_intracellularis_PHE/MN1-00	0	0	0	0.0120396827	0	0	0.0	0	0	0	0	0	0.061477967	0	0	0	0	0	0	0	0	0	0.0782288597	0	0
taxid:36343|Lactococcus_phage_bIL67	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:364106|Escherichia_coli_UTI89	0	0	0	0	0.0679334145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2967141859	0	0
taxid:365044|Polaromonas_naphthalenivorans_CJ2	0	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0
taxid:365046|Ramlibacter_tataouinensis_TTB310	0	0	0	0.0	0.0175421602	0.0	0	0.001842661	0	0.0	0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
taxid:365659|Streptococcus_mitis_B6	0	0.0	0.006848005	0.0	0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.005916301	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0
taxid:36630|Neosartorya_fischeri	0	0	0.0	0.000434926	0.00115469944	0.0	6.12572e-06	0.0	0.0	0	0.0	0.0	0.0	0.0	0.00052681222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092498364	0.0	0.0
taxid:366602|Caulobacter_sp._K31	0	0.0	0	0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0.0	0.0	0.0	0
taxid:367775|Cryptococcus_bacillisporus_VGI_WM276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:367928|Bifidobacterium_adolescentis_ATCC_15703	0	0	0	0.0	0	0.0	0	0.03866681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:36809|Mycobacterium_abscessus	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:36894|Pyramimonas_parkeae	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:36911|Candida_lusitaniae	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	0.0	0	0.0	0
taxid:36914|Lodderomyces_elongisporus	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:369723|Salinispora_tropica_CNB-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:370553|Streptococcus_pyogenes_MGAS2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:370554|Streptococcus_pyogenes_MGAS10750	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:371731|Rhodobacter_sp._SW_2	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0.0
taxid:373153|Streptococcus_pneumoniae_D39	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078197	0	0
taxid:373384|Shigella_flexneri_5_str._8401	0	0	0.0	0	0	0.00194566	0	0	0	0	0	0	0.0	0.0	0	0.0035196813	0	0	0	0	0	0	0.0259275257	0	0
taxid:373665|Yersinia_pestis_IP275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:373903|Halothermothrix_orenii_H_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:374833|Neisseria_meningitidis_053442	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:374930|Haemophilus_influenzae_PittEE	0	0	0	0	0.00182015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:374931|Haemophilus_influenzae_PittGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:375063|Haemophilus_influenzae_22.4-21	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:375286|Janthinobacterium_sp._Marseille	0	0	0	0.0	0.0134784944	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0
taxid:37637|Corynebacterium_pseudodiphtheriticum_4b10	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0
taxid:37637|Corynebacterium_pseudodiphtheriticum_9d03	0	0	0	0	0.0	0	0	0.00294867	0	0	0	0	0	0	0.0	0	0	0.0	0	0.0	0	0.0	0.0	0	0
taxid:376686|Flavobacterium_johnsoniae_UW101	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0
taxid:376758|Propionibacterium_phage_PA6	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0.0
taxid:378753|Kocuria_rhizophila_DC2201	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0	0.0	0
taxid:378806|Stigmatella_aurantiaca_DW4/3-1	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:379066|Gemmatimonas_aurantiaca_T-27	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:379731|Pseudomonas_stutzeri_A1501	0	0.0	0.0	0	0.0	0.0	0.00306519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00083198	0.0	0.0
taxid:38033|Chaetomium_globosum	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:380358|Xanthomonas_albilineans_GPE_PC73	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:380703|Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0
taxid:380704|Aspergillus_niger_ATCC_1015	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0	0
taxid:381666|Ralstonia_eutropha_H16	0	0	0	0	0.0	0	0	0.003087553	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0
taxid:381754|Pseudomonas_aeruginosa_PA7	0	0.0	0	0	0.0	0.0	0.0018213983	0	0.0	0.0	0.0	0.0	0.0	0.0	0.005190988	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.000409815
taxid:381764|Fervidobacterium_nodosum_Rt17-B1	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00338645	0	0
taxid:382245|Aeromonas_salmonicida_subsp._salmonicida_A449	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:38286|Corynebacterium_afermentans	0	0	0	0	0.00197352	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:38287|Corynebacterium_fastidiosum	0	0.0	0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:38301|Corynebacterium_minutissimum	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0	0	0	0
taxid:383372|Roseiflexus_castenholzii_DSM_13941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:383631|Methylophilales_bacterium_HTCC2181	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:384676|Pseudomonas_entomophila_L48	0.0	0.0	0.0	0	0.0	0.0	0.0074718343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002496274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:384765|Labrenzia_aggregata_IAM_12614	0	0	0	0	0.0011574581	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:385025|Cycloclasticus_sp._P1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:386415|Clostridium_novyi_NT	0	0	0	0	0.1204607352	0.0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0	0
taxid:386585|Escherichia_coli_O157:H7_str._Sakai	0.0	0	0	0	0.0233793694	0	0	0.0015193	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0
taxid:387092|Nitratiruptor_sp._SB155-2	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
