PercentCoverage	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:596318|Acinetobacter_radioresistens_SK82	0.0057	0.0023	0	0.0046	0.0023	0	0	0.0023	0	0	0	0.0023	0	0	0.0022	0	0.0115	0.0023	0	0	0	0	0	0	0
taxid:596319|Staphylococcus_warneri_L37603	0.1716	0.0062	0.0094	0.0156	0.1377	0.2979	0.0996	15.9741	0.0247	0.0499	0.0208	0.1039	0.0744	0.0655	0.1646	0.0166	0.0943	0.0563	0.0358	0.1272	0.2455	0.229	0.0555	0.1262	0.1281
taxid:596320|Neisseria_flavescens_SK114	0.0043	0	0.0138	0	0.1771	0.286	0	0.156	0	0	0.2216	0.027	0.0171	0.0378	0.0652	0	0.0245	0.0285	0.0034	0.0243	0.0069	0.0173	0.0819	0.0034	0
taxid:596322|Streptococcus_salivarius_SK126	0.0143	0	0.0035	0.0036	0	0.0831	0	0.0354	0	0	0.2009	0	0.0036	0.0071	0.0426	0	0.0302	0.0036	0.0069	0.0541	0.0068	0	0	0	0
taxid:596323|Leptotrichia_goodfellowii_F0264	0.0156	0	0.0098	0.023	0.1096	0.025	0	0	0	0	0.00329999999999	0	0	0	0.003	0	0.0098	0	0.02	0	0	0	0.0482	0	0
taxid:596324|Treponema_vincentii_ATCC_35580	0	0	0.0369	0	0	0	0	0.003	0	0	0	0	0	0	0.259	0.0556	0.0121	0.003	0.003	0.0121	0.0241	0	0.0247	0.012	0.0184
taxid:596325|Lactobacillus_jensenii_269-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0
taxid:596327|Porphyromonas_uenonis_60-3	0	0	0	0.2999	0.0032	0	0	0	0	0	0	0.082	0	0	0.0064	0.0071	0.00329999999999	0.0067	0.0856	0	0	0	0.7301	0.0369	0
taxid:598659|Nautilia_profundicola_AmH	0	0	0	0.0045	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0456	0	0
taxid:59920|Prochlorococcus_marinus_str._NATL2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0
taxid:602072|Aspergillus_carbonarius_ITEM_5010	0	0.007	0.0074	0.0038	0.0118	0.0099	0.0047	0.0082	0.00559999999999	0.0034	0.0035	0.005	0.00559999999999	0.0036	0.0064	0.0047	0.0051	0.0048	0.0024	0.0036	0.0035	0.0051	0.0107	0.0049	0.0042
taxid:604162|Neisseria_meningitidis_8013	0	0	0	0	0.0739	0.0567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:608506|Caldicellulosiruptor_obsidiansis_OB47	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:610130|Clostridium_saccharolyticum_WM1	0	0.0852	0.0309	0.4475	0.2844	0.5294	0	0.4436	0.1005	0	0.1439	0.1004	0.044	0.101	0.4231	0.2003	0.00329999999999	0.2573	0.2587	0.1973	0.0489	0.3709	0.6851	0.2786	0.2073
taxid:617121|Streptococcus_dysgalactiae_subsp._equisimilis_RE378	0	0	0	0.0035	0	0	0	0	0	0	0.0035	0	0	0	0	0.0176	0	0	0	0	0	0	0	0	0
taxid:622312|Roseburia_inulinivorans_DSM_16841	0	0.0668	0.0683	0.1432	1.3224	0.1742	0.0663	0.0752	0	0	0.00559999999999	0.0611	0.124	0.00559999999999	0.0728	0	0.0168	0.0538	0.0328	0	0	0.0217	0.1172	0	0
taxid:622759|Zymomonas_mobilis_subsp._mobilis_NCIMB_11163	0	0	0	0	0	0	0.0034	0	0	0	0	0.0034	0	0	0	0	0.0034	0.0034	0	0	0	0.0035	0	0	0
taxid:626369|Granulicatella_elegans_ATCC_700633	0	0	0	0.1054	0.0446	0	0	0.004	0.0388	0	0.0161	0.0119	0.0409	0	0.0161	0	0	0	0.0569	0.0121	0	0.2687	0.261	0	0.0479
taxid:626418|Burkholderia_glumae_BGR1	0	0.0021	0	0	0	0.00830000000001	0.000999999999995	0	0	0	0	0	0.000999999999995	0	0.000999999999995	0	0.000999999999995	0	0.0021	0	0	0.0188	0	0.0031	0.000999999999995
taxid:627192|Sphingobium_sp._SYK-6	0	0.0964	0.0279	0.0387	0	0.0035	0.0122	0	0	0	0.0393	0.0613	0.0784	0.00520000000001	0	0	0.0297	0.0017	0	0.021	0.0017	0.0017	0	0.0453	0
taxid:627344|Zymomonas_mobilis_subsp._mobilis_ATCC_29191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0
taxid:62928|Azoarcus_sp._BH72	0	0	0	0.017	0.0191	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0
taxid:629742|Staphylococcus_hominis_SK119	0.0043	0	0.0203	0.0068	0.03	0.0133	0.0136	0.615	0.0034	0.0034	0.0034	0.0068	0.0242	0.0143	0.0779	0	0.0306	0.0248	0	0	0.0477	0.0265	0	0.0034	0.0068
taxid:62977|Acinetobacter_baylyi_str._ADP1	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0.0021	0	0	0	0
taxid:630390|Puccinia_triticina_1-1_BBBD_Race_1	0.000199999999995	0.000100000000003	0.0133	0.000500000000003	0.000100000000003	0.0004	0.0016	0.000699999999998	0	0.000100000000003	0.000199999999995	0.000500000000003	0.000500000000003	0.0004	0.0031	0.000500000000003	0.0023	0.0028	0.0063	0.0019	0.000900000000004	0.0014	0.0021	0.0036	0.000500000000003
taxid:630527|Lactobacillus_gasseri_202-4	0	0	0	0	0	0	0.00830000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:630588|Neisseria_meningitidis_alpha710	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:630626|Shimwellia_blattae_DSM_4481_=_NBRC_105725	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0
taxid:63118|Lactococcus_phage_bIL170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2393	0	0	0	0	0.2393	0	0
taxid:63186|Zobellia_galactanivorans	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:632245|Clostridium_butyricum_E4_str._BoNT_E_BL5262	0	0	0	0	0.2246	0.0016	0	0.0048	0	0	0	0.0016	0	0	0	0	0	0	0	0.008	0	0.0016	0.0184	0.0016	0.0064
taxid:632292|Caldicellulosiruptor_hydrothermalis_108	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:632335|Caldicellulosiruptor_kristjanssonii_177R1B	0	0	0	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:632516|Caldicellulosiruptor_lactoaceticus_6A	0	0.0096	0	0.0215	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:632518|Caldicellulosiruptor_owensensis_OL	0	0	0	0	0.072	0.024	0	0.0063	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	0	0.0094	0	0
taxid:632772|Rhodococcus_opacus_B4	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0.000900000000004	0.0072	0	0	0	0	0	0	0
taxid:633147|Olsenella_uli_DSM_7084	0	0	0	0.0147	0.02	0.0714	0.0134	0	0	0	0	0	0.0074	0.0037	0.0566	0	0	0.0041	0	0	0	0	0.1146	0.0171	0
taxid:633149|Brevundimonas_subvibrioides_ATCC_15264	0	0.0022	0	0.0022	0.0022	0.0021	0	0	0	0	0	0.0066	0.0088	0	0	0.0022	0	0.0022	0.0022	0	0	0	0	0.0044	0
taxid:633699|Lactobacillus_johnsonii_FI9785	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0
taxid:634176|Aggregatibacter_aphrophilus_NJ8700	0	0.00329999999999	0	0	0.672	0.0398	0	0	0.00329999999999	0	0.0032	0	0.0503	0	0.0064	0	0	0	0	0	0.0032	0.00329999999999	0.0428	0	0
taxid:634177|Gluconacetobacter_xylinus_NBRC_3288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0
taxid:634499|Erwinia_pyrifoliae_Ep1/96	0	0	0	0	0.0655	0.0148	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0
taxid:634500|Erwinia_billingiae_Eb661	0	0	0	0	0.0014	0.0014	0.0028	0	0	0.0014	0	0	0	0	0	0.0014	0	0	0	0.0014	0	0	0	0	0.0028
taxid:634956|Geobacillus_thermoglucosidasius_C56-YS93	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0
taxid:635013|Thermincola_potens_JR	0	0	0	0	0.0072	0.0434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134	0	0
taxid:63737|Nostoc_punctiforme_PCC_73102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800000000001	0	0.000800000000001	0	0	0	0	0	0
taxid:637387|Mycoplasma_fermentans_JER	0	0	0	0.00790000000001	0.00790000000001	0	0	0	0	0	0	0	0.0078	0	0	0	0	0	0	0	0	0	0.0078	0	0
taxid:637887|Clostridium_thermocellum_DSM_1313	0	0	0	0.0106	0.0247	0.0023	0.0223	0	0	0	0	0	0.0022	0	0.0208	0	0	0	0	0	0	0	0.0021	0	0
taxid:637910|Citrobacter_rodentium_ICC168	0	0.0149	0	0	0.0014	0	0.0098	0	0	0	0	0	0	0	0	0.112	0.0014	0	0	0	0	0.0014	0	0	0
taxid:637911|Actinobacillus_minor_NM305	0	0	0	0	0	0.0031	0	0	0	0	0	0	0.0031	0	0.0031	0	0	0	0	0	0	0	0	0	0
taxid:639283|Starkeya_novella_DSM_506	0	0	0	0	0	0	0	0	0	0	0	0.0031	0.0016	0	0	0	0	0	0.0166	0	0.0016	0	0	0	0
taxid:640081|Dechlorosoma_suillum_PS	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00790000000001	0	0	0	0	0
taxid:640131|Klebsiella_variicola_At-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0.0014	0	0
taxid:640510|Burkholderia_sp._CCGE1001	0	0	0	0.0205	0.0022	0	0	0	0	0	0	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0	0	0
taxid:640511|Burkholderia_sp._CCGE1002	0	0.000999999999995	0.0039	0	0.0019	0	0	0	0.000999999999995	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0
taxid:640512|Burkholderia_sp._CCGE1003	0	0.000999999999995	0	0.0457	0.0915	0.0075	0.0032	0.0011	0	0	0	0	0	0	0.0043	0	0	0	0	0.0011	0	0	0	0	0
taxid:640513|Enterobacter_asburiae_LF7a	0	0	0	0	0	0	0	0.0061	0.0015	0	0	0	0	0	0	0	0	0.0124	0	0	0	0	0	0	0
taxid:641112|Ruminococcus_flavefaciens_FD-1	0	0	0.0457	0.0924	0.1819	0.086	0	0.0034	0.0086	0	0	0.0631	0.1331	0.0086	0	0	0.0333	0	0	0	0	0	0.0878	0.012	0.0183
taxid:641118|Ochrobactrum_intermedium_LMG_3301	0	0	0	0.0104	0.0186	0.0183	0	0	0	0	0.0016	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0
taxid:642492|Clostridium_lentocellum_DSM_5427	0	0.0116	0.0016	0.2058	0.4521	0.2782	0	0	0	0	0	0.1439	0.1511	0.0016	0.0398	0.0126	0	0	0.0016	0.0128	0	0	0.3727	0	0
taxid:643561|Acidovorax_avenae_subsp._avenae_ATCC_19860	0	0	0	0.0451	0.0432	0.0153	0	0.0162	0	0	0	0.0014	0	0	0.0014	0	0	0	0	0	0	0.0014	0	0.0097	0.0014
taxid:643562|Desulfovibrio_aespoeensis_Aspo-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0
taxid:643648|Syntrophothermus_lipocalidus_DSM_12680	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:644042|Lactobacillus_plantarum_JDM1	0	0	0	0	0	0	0	0	0	0	0	0	0.0308	0	0	0	0	0	0	0	0	0	0	0	0
taxid:644282|Desulfarculus_baarsii_DSM_2075	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0.0041	0	0
taxid:644352|Gaeumannomyces_graminis	0	0	0	0	0	0	0.000199999999995	0.000199999999995	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0
taxid:644358|Magnaporthe_poae_ATCC_64411	0	0	0.000199999999995	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0.000199999999995	0.000199999999995	0.0004	0	0	0
taxid:644651|Erwinia_pyrifoliae_DSM_12163	0	0	0	0	0.1188	0	0	0.0596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:64471|Synechococcus_sp._CC9311	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0
taxid:644966|Thermaerobacter_marianensis_DSM_12885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00790000000001	0	0
taxid:645127|Corynebacterium_kroppenstedtii_DSM_44385	0.0141	0.0336	0.0062	0	0	0	0.0093	0.0031	0.0062	0.0062	0.0031	0.0093	0.0062	0.0185	0.0374	0.0031	0.0124	0.0031	0.0093	0.0123	0.0093	0.0155	0.0124	0	0.0031
taxid:645462|Clostridium_difficile_CD196	0	0	0	0.0515	0.2292	0	0	0.168	0	0	0	0	0.0037	0.0351	0	0	0	0	0	0	0	0	0.086	0	0
taxid:645463|Clostridium_difficile_R20291	0	0.2947	0	0	0.0091	0.0084	0	0	0	0	0	0.0204	0	0	0	0	0	0	0	0	0	0.023	0.0018	0	0
taxid:645991|Syntrophobotulus_glycolicus_DSM_8271	0	0	0	0.0022	0	0.0022	0.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:646529|Desulfosporosinus_acidiphilus_SJ4	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0
taxid:648757|Rhodomicrobium_vannielii_ATCC_17100	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:648999|Micromonospora_sp._L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0
taxid:649349|Leadbetterella_byssophila_DSM_17132	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.0019	0.0019	0	0	0	0
taxid:649639|Bacillus_cellulosilyticus_DSM_2522	0	0	0	0.0435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:650150|Erysipelothrix_rhusiopathiae_str._Fujisawa	0	0	0.0907	0.0298	0.6266	0.2361	0	0	0	0	0	0.1366	0	0	0	0	0	0	0	0	0	0	0.4819	0	0
taxid:651182|Desulfobacula_toluolica_Tol2	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0
taxid:651580|Human_adenovirus_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2176	0
taxid:652103|Rhodopseudomonas_palustris_DX-1	0	0.0112	0	0.0069	0	0	0	0.0014	0	0	0	0.0014	0.0014	0	0.0145	0	0	0	0	0	0.0014	0	0.0014	0	0
taxid:653733|Desulfurispirillum_indicum_S5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0
taxid:65393|Cyanothece_sp._PCC_7424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0
taxid:655815|Zunongwangia_profunda_SM-A87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0414	0	0	0	0	0	0	0	0	0	0
taxid:655816|Bacillus_subtilis_subsp._spizizenii_str._W23	0	0	0	0	0.0019	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:655817|Escherichia_coli_ABU_83972	0	0	0	0	0.0362	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:656519|Halanaerobium_hydrogeniformans	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:660027|Fusarium_oxysporum_Fo47	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:660028|Fusarium_oxysporum_MN25	0.000199999999995	0	0	0	0	0	0	0.000100000000003	0.000100000000003	0.000199999999995	0	0.000100000000003	0	0.000100000000003	0	0	0	0	0	0	0	0	0	0	0
taxid:660031|Fusarium_oxysporum_PHW808	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:660032|Fusarium_oxysporum_CL57	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:660033|Fusarium_oxysporum_PHW815	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:660034|Fusarium_oxysporum_II5	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:661410|Methylobacterium_extorquens_DM4	0	0.0037	0	0.0247	0	0.0037	0.0223	0	0.0481	0.021	0	0.0188	0.0099	0.00869999999999	0.0161	0	0.00250000000001	0.0012	0.0012	0.0143	0	0.00250000000001	0	0.0037	0.00250000000001
taxid:662755|Corynebacterium_resistens_DSM_45100	0.00329999999999	0	0	0	0	0	0	0	0.0321	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0
taxid:663202|Trichophyton_verrucosum_HKI_0517	0	0	0	0	0	0.000800000000001	0	0.0004	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0.000299999999998	0.000299999999998	0	0	0.000299999999998
taxid:663278|Ethanoligenens_harbinense_YUAN-3	0	0	0	0.173	0.1944	0.0759	0.0051	0.00250000000001	0	0	0	0.00250000000001	0.1102	0	0	0	0	0	0	0	0	0	0.1487	0	0
taxid:663331|Arthroderma_benhamiae_CBS_112371	0	0.000699999999998	0.000299999999998	0	0.0004	0.000800000000001	0.000699999999998	0.000900000000004	0.0014	0.000299999999998	0	0.000699999999998	0.0011	0.000800000000001	0.000299999999998	0.000900000000004	0.0004	0.0004	0.000800000000001	0.000500000000003	0.000500000000003	0	0.000299999999998	0.000800000000001	0
taxid:663917|Geobacter_sulfurreducens_KN400	0	0	0	0	0	0.0061	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:663951|Staphylococcus_aureus_subsp._aureus_TW20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248	0	0	0
taxid:666681|Methylotenera_versatilis_301	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0	0	0	0	0
taxid:66692|Bacillus_clausii_KSM-K16	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:667015|Bacteroides_salanitronis_DSM_18170	0	0	0	0.0163	0.0388	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0.0018	0	0.0158	0.1541	0	0.0035
taxid:667725|Sphaeroforma_arctica_JP610	0	0.000199999999995	0.000199999999995	0.000199999999995	0.000100000000003	0.000199999999995	0.000100000000003	0.000100000000003	0.000100000000003	0.000199999999995	0.000100000000003	0	0.000299999999998	0.000199999999995	0.000100000000003	0	0.000100000000003	0.000100000000003	0.000100000000003	0.000100000000003	0.000199999999995	0.000100000000003	0.000199999999995	0.000199999999995	0.000100000000003
taxid:668336|Aggregatibacter_actinomycetemcomitans_D11S-1	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:669261|Mannheimia_haemolytica_serotype_A2_str._OVINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0.00289999999999	0	0
taxid:671143|Candidatus_Methylomirabilis_oxyfera	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:675635|Pseudonocardia_dioxanivorans_CB1190	0	0	0	0	0	0.0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0.002	0
taxid:675812|Grimontia_hollisae_CIP_101886	0	0	0	0	0	0.0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:67593|Phytophthora_sojae	0	0	0	0	0	0.000199999999995	0.000100000000003	0	0.000100000000003	0	0	0.000100000000003	0.000299999999998	0.000100000000003	0	0	0.000100000000003	0	0.000100000000003	0	0.0004	0.000100000000003	0.000199999999995	0.000199999999995	0
taxid:679935|Alistipes_finegoldii_DSM_17242	0	0.198	0.002	0.2536	0.2065	0.1331	0.0634	0.002	0.002	0.0069	0	0.0921	0.1175	0.0942	0.0081	0	0.0347	0	0.0127	0	0	0	0.2345	0.0244	0.002
taxid:680198|Streptomyces_scabiei_87.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0.0067	0
taxid:680646|Rothia_mucilaginosa_DY-18	0	0	0	0	0.0067	0	0.0166	0.0937	0	0.0067	0.0234	0.0067	0	0.0067	0.2203	0	0.0671	0	0	0.0778	0	0.047	0.2681	0.003	0
taxid:681288|Staphylococcus_aureus_subsp._aureus_ED98	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:682795|Granulicella_mallensis_MP5ACTX8	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0
taxid:684738|Lactococcus_lactis_subsp._lactis_KF147	0.0115	0	0	0	0	0	0	0	0	0	0	0	0.1038	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0
taxid:685038|Escherichia_coli_O83:H1_str._NRG_857C	0	0	0.0419	0	0.0837	0	0	0.2299	0	0	0	0	0	0	0	0.0078	0	0	0	0	0	0	0	0	0
taxid:685727|Rhodococcus_equi_103S	0	0	0	0.003	0	0.0232	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0.0015	0	0	0	0
taxid:686990|Treponema_pallidum_subsp._pallidum_Mexico_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796	0	0	0	0	0	0	0	0	0	0
taxid:688245|Comamonas_testosteroni_CNB-2	0	0	0	0	0.0028	0	0	0	0.0014	0.0014	0.0072	0	0	0	0	0	0	0	0	0.0204	0	0	0	0.0014	0
taxid:688270|Cellulophaga_algicola_DSM_14237	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:690566|Sphingobium_chlorophenolicum_L-1	0	0.0216	0.0564	0.0185	0.0017	0.0248	0	0.012	0.0017	0.0147	0.0497	0.01	0.0632	0	0.0253	0.00830000000001	0.0415	0.0016	0.00329999999999	0.0017	0.0101	0.0124	0.0116	0.0498	0
taxid:690850|Desulfovibrio_africanus_str._Walvis_Bay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109	0	0
taxid:691883|Fonticula_alba_ATCC_38817_(V2)	0	0.000699999999998	0.000500000000003	0	0.000199999999995	0.000199999999995	0.000699999999998	0	0.000500000000003	0.0035	0.000500000000003	0.0028	0.000500000000003	0.000500000000003	0.000500000000003	0.000199999999995	0	0	0.000199999999995	0.000500000000003	0	0	0.000199999999995	0.000199999999995	0.000500000000003
taxid:693216|Cronobacter_turicensis_str._z3032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0	0.00869999999999	0	0
taxid:693746|Oscillibacter_valericigenes_Sjm18-20	0	0.0017	0.0044	0.2383	0.2171	0.1651	0.0871	0.0628	0	0	0.0017	0.0084	0.1388	0	0.0651	0.0295	0.0406	0	0.0802	0	0.0017	0.167	0.2386	0.0531	0.0457
taxid:693973|Shewanella_baltica_OS678	0	0	0	0	0	0	0	0.0015	0	0	0	0.0016	0	0.0014	0	0	0	0	0	0	0	0	0	0	0
taxid:693974|Shewanella_baltica_BA175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014
taxid:693977|Deinococcus_proteolyticus_MRP	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:693978|Riemerella_anatipestifer_ATCC_11845_=_DSM_15868	0	0	0	0.0264	0	0.0211	0.0088	0	0	0	0.0123	0	0	0	0.1416	0	0	0	0	0	0	0.1547	0	0.0018	0
taxid:693979|Bacteroides_helcogenes_P_36-108	0	0.1285	0.0307	0.0502	0.2416	0.072	0	0	0	0	0	0.1071	0.0954	0.0019	0.071	0	0	0	0.0719	0.0135	0	0.0978	0.0308	0	0.0019
taxid:694427|Paludibacter_propionicigenes_WB4	0	0.0021	0.0062	0.0782	0.0244	0.0461	0.0021	0.0167	0.0067	0.0022	0	0.0022	0.016	0.0021	0	0.0022	0.0021	0	0.0021	0.0021	0	0	0.036	0.0021	0.0205
taxid:694569|Aggregatibacter_actinomycetemcomitans_D7S-1	0	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0.0441	0	0
taxid:695560|Lactobacillus_amylovorus_GRL_1112	0	0	0.0268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:695562|Lactobacillus_amylovorus_GRL1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0	0
taxid:696127|Candidatus_Midichloria_mitochondrii_IricVA	0	0	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:696281|Desulfotomaculum_ruminis_DSM_2154	0	0	0	0	0.019	0.0216	0	0	0	0	0	0	0	0	0	0	0	0	0.0153	0	0	0	0.0019	0	0
taxid:696406|Escherichia_coli_UMNK88	0	0.0222	0	0	0.1321	0	0	0	0	0	0	0	0	0	0	0.0657	0	0.0013	0	0	0	0	0	0.0119	0
taxid:696748|Actinobacillus_suis_H91-0380	0	0	0	0	0	0	0	0	0	0	0	0	0.0244	0	0	0	0	0	0	0	0.0031	0	0	0	0
taxid:696749|Acinetobacter_baumannii_1656-2	0	0	0	0	0	0	0.0583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:697281|Mahella_australiensis_50-1_BON	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:697283|Streptococcus_pneumoniae_gamPNI0373	0	0	0.0694	0	0	0.0073	0.0249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
