species	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Nitrobacter sp. Nb-311A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nitrobacter winogradskyi	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosococcus oceani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Nitrosomonas europaea	0	0	0	25	2	38	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
Nitrosomonas eutropha	0	0	0	0	832	0	7	178	0	1	0	2	0	0	0	0	11	0	1	8	0	0	0	0	0
Nitrosomonas sp. AL212	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas sp. Is79A3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira multiformis	0	0	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nitrospira defluvii	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
Nocardia brasiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
Nocardioides sp. JS614	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	0	28	1
Nocardiopsis alba	1	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Nostoc punctiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Novosphingobium aromaticivorans	0	42	18	5	0	8	0	0	2	1	6	35	24	1	12	1	16	2	0	3	0	6	2	9	1
Novosphingobium sp. PP1Y	0	34	20	20	6	12	2	7	18	2	18	37	34	4	1	2	4	8	6	3	0	0	2	18	8
Oceanimonas sp. GK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oceanobacillus iheyensis	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
Ochrobactrum anthropi	0	0	0	28	0	0	16	0	0	5	15	0	0	0	5	0	1	1	0	0	1	8	0	0	0
Ochrobactrum intermedium	0	0	0	17	107	80	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Odoribacter splanchnicus	0	0	1	1800	336	32	71	1	0	0	13	142	271	0	9	0	12	22	0	0	7	0	570	1	46
Oligotropha carboxidovorans	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella uli	0	0	0	4	11	179	5	0	0	0	0	0	2	1	31	0	0	2	0	0	0	0	229	5	0
Oscillibacter valericigenes	0	1	4	5530	21761	5601	100	120	0	0	1	7	1476	0	63	19	32	0	92	0	1	437	2745	60	31
Oxalobacter formigenes	0	1	0	14	1615	32	6	110	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1	1	0
Paenibacillus mucilaginosus	0	0	0	121	375	81	0	0	0	0	0	31	35	0	0	0	0	0	0	0	0	0	159	0	0
Paenibacillus polymyxa	0	0	0	82	306	90	2	0	0	0	0	0	53	0	0	0	0	0	0	0	0	8	156	0	13
Paenibacillus sp. JDR-2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. Y412MC10	0	0	0	42	95	5	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus terrae	0	4	0	0	171	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacter propionicigenes	0	1	3	96	26	38	1	11	7	2	0	2	19	1	0	3	2	0	2	1	0	0	32	1	10
Pantoea ananatis	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0
Pantoea sp. At-9b	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Pantoea vagans	0	10	2	0	0	0	0	0	0	0	0	0	1	7	18	0	1	1	0	8	0	3	2	0	1
Parabacteroides distasonis	0	15	12	112	20	74	0	0	0	0	0	211	31	3	1	0	0	0	0	0	0	0	4	0	0
Parabacteroides sp. D13	0	1	0	53	69	3	1	0	5	0	0	0	13	2	0	19	0	0	0	0	0	1	0	1	0
Paracoccidioides brasiliensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus denitrificans	0	1	0	1	0	0	0	1	1	0	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0
Pararhodospirillum photometricum	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Parastagonospora nodorum	0	9	0	1	1	0	3	0	0	0	2	1	0	0	2	4	4	0	1	0	1	0	1	1	0
Parvibaculum lavamentivorans	0	1	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pasteurella multocida	0	0	0	0	566	13	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Paulinella chromatophora	0	0	0	0	23	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0
Pectobacterium atrosepticum	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pectobacterium carotovorum	1	13	0	1	63	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Pectobacterium wasabiae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
Pediococcus pentosaceus	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	39	0	0
Pedobacter heparinus	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Pedobacter sp. BAL39	0	0	0	1	0	14	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	19	0	10
Pelobacter propionicus	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pelodictyon luteolum	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoclostridium difficile	0	256	218	1085	58569	651	42	323	9	9	41	330	3328	19	765	0	225	1	122	8	0	647	4636	49	21
Phaeodactylum tricornutum	0	25	15	54	50	164	147	18	44	16	29	5	4	0	0	0	10	0	0	2	57	1	0	3	1
Phanerochaete chrysosporium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium zucineum	0	2	2	1	0	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0
Phytophthora capsici	0	0	1	0	0	2	2	0	3	2	0	3	1	0	0	1	1	0	1	0	1	0	0	0	0
Phytophthora infestans	0	2	2	0	2	4	4	1	3	32	0	0	27	1	3	1	3	2	1	1	3	0	23	1	1
Phytophthora ramorum	0	0	1	0	1	1	1	0	0	0	2	0	2	2	1	1	1	0	0	0	0	0	0	0	5
Phytophthora sojae	0	0	0	0	0	2	1	0	1	0	0	2	3	1	0	0	2	0	1	0	6	1	2	3	0
Pirellula staleyi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Plasmodium knowlesi	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Plasmodium vivax	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Plesiocystis pacifica	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas naphthalenivorans	0	0	0	8	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
Polaromonas sp. JS666	0	0	0	0	242	2	10	79	1	5	0	0	2	0	0	0	11	0	0	0	0	0	1	2	0
Polymorphum gilvum	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0
Polynucleobacter necessarius	0	0	0	1	40	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Porphyra purpurea	0	0	6	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1
Porphyromonas asaccharolytica	0	0	0	12	0	0	0	0	0	0	0	12	0	1	17	0	0	0	2	0	0	0	47	0	0
Porphyromonas endodontalis	0	1	0	4	10	4	0	0	0	0	0	2	3	0	0	0	1	0	0	7	0	0	4	0	0
Porphyromonas gingivalis	0	0	5	58	9	75	0	8	0	0	0	0	13	0	0	0	0	0	0	5	15	0	0	1	1
Porphyromonas uenonis	0	0	0	386	1	0	0	0	0	0	0	56	0	0	2	3	1	2	37	0	0	0	853	11	0
Prevotella denticola	0	0	577	6622	0	1	0	58	0	0	1	1	1	0	5093	1	0	0	0	422	21	0	5752	1	0
Prevotella intermedia	0	1	2	114	43	0	2	95	0	0	2	0	1	0	773	25	0	1	0	380	0	0	147	0	0
Prevotella melaninogenica	1	2	148	8132	1	1	6	1	0	6	47	1	8	2	5304	3	2	8	0	6	26	9	5623	9	14
Prevotella ruminicola	0	0	7	6	11	0	0	0	0	0	0	0	265	0	20	1	0	1	0	4	0	0	8	0	0
Prochlorococcus marinus	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Propionibacterium acidipropionici	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Propionibacterium acnes	261	350	360	99	415	541	412	744	349	258	310	715	287	589	1534	273	756	819	258	538	716	942	531	345	393
Propionibacterium freudenreichii	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	2	2	0	3	0	0	0	2	0
Propionibacterium phage PA6	1	3	2	0	3	3	1	1	1	0	2	9	2	2	5	1	8	7	1	0	6	3	0	0	1
Propionibacterium propionicum	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Prosthecochloris aestuarii	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Proteus mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Providencia alcalifaciens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Providencia stuartii	0	399	0	0	24	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas atlantica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pseudoalteromonas sp. SM9913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Pseudoflavonifractor capillosus	0	33	24	4462	1929	912	53	9	1	0	5	231	340	15	120	1	3	19	33	0	2	226	1906	42	37
Pseudogulbenkiania ferrooxidans	0	0	0	25	145	30	5	9	2	2	0	3	0	0	0	0	2	0	0	1	0	1	20	0	0
Pseudogulbenkiania sp. NH8B	0	0	8	14	115	2	0	0	0	0	0	0	0	0	1	3	4	3	0	0	0	15	0	13	11
Pseudomonas aeruginosa group	3	88	35	16	82	80	235	54	50	50	43	69	74	10	172	33	52	35	14	49	47	71	23	36	89
Pseudomonas brassicacearum	0	391	262	91	25	133	1232	342	90	455	69	264	219	134	97	183	182	16	88	127	22	488	179	60	151
Pseudomonas entomophila	1	26	6	0	44	4	85	10	9	11	8	5	17	4	18	19	63	27	12	1	6	9	6	5	6
Pseudomonas fluorescens group	76	33099	20030	11657	33925	34304	102228	32340	23165	36276	32406	42118	47476	10505	34670	14750	18902	12322	18995	8552	20976	48102	12292	14828	18723
Pseudomonas phage F116	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudomonas putida group	10	1946	1482	656	2012	1557	5949	1812	1328	2535	2225	2804	2785	646	3312	903	624	746	1098	579	1221	2549	818	782	1111
Pseudomonas sp. UK4	18	6373	4149	1934	6890	7083	17780	6330	4613	6970	6212	8080	8667	2174	6622	3070	3970	2743	3472	1853	4095	8868	2787	2979	3401
Pseudomonas sp. UW4	0	2006	1201	763	1978	2055	6723	1946	1535	2501	2001	2959	2517	627	5812	877	1270	718	982	531	1099	2688	595	892	1053
Pseudomonas stutzeri group	0	70	63	2	59	77	103	62	42	64	51	35	166	11	37	24	53	11	14	28	53	73	38	55	27
Pseudomonas syringae group	12	160	51	36	118	175	336	152	69	94	87	133	180	78	155	41	181	74	180	51	138	111	79	77	58
Pseudonocardia dioxanivorans	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0
Pseudopedobacter saltans	0	0	0	1	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0
Pseudovibrio sp. FO-BEG1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0
Pseudoxanthomonas spadix	0	0	0	0	7	2	0	1	0	3	1	0	1	1	1	1	0	0	1	1	0	1	0	3	0
Pseudoxanthomonas suwonensis	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Psychrobacter arcticus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	3	1	0
Psychrobacter cryohalolentis	1	1	0	0	0	1	2	0	0	0	0	0	0	0	6	0	0	1	0	3	0	1	0	0	0
Psychrobacter sp. PRwf-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
Psychromonas ingrahamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Puccinia graminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Puccinia striiformis	1	7	22	4	3	3	22	16	2	5	0	6	3	7	17	3	9	35	15	20	5	14	3	9	1
Puccinia triticina	3	2	289	9	1	9	33	13	0	1	4	11	11	7	61	10	47	58	130	38	18	26	41	72	9
Pusillimonas sp. T7-7	0	0	0	25	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
Pycnococcus provasolii	0	0	0	24	157	35	0	9	0	0	0	1	10	0	1	2	1	0	0	0	0	0	10	0	1
Pyramimonas parkeae	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Pyrenophora tritici-repentis	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RD114 retrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rahnella aquatilis	2	0	0	0	18	0	0	1	0	0	0	1	0	0	3	0	3	0	0	0	0	1	30	0	1
Rahnella sp. Y9602	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Ralstonia pickettii	6	67	65	64	327	133	154	322	38	44	56	71	58	67	242	38	228	34	48	85	101	261	114	98	63
Ralstonia solanacearum	0	4	47	27	1400	104	36	205	0	8	14	0	31	0	3	17	46	2	0	12	2	4	8	0	0
Ramlibacter tataouinensis	0	0	0	3	330	3	0	11	0	1	0	1	0	0	0	0	0	0	0	2	6	1	8	0	0
Reclinomonas americana	0	0	0	2	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	1	10	0	0
Renibacterium salmoninarum	0	152	28	0	0	65	0	5	70	0	63	160	0	8	422	78	207	42	139	182	170	684	161	73	86
Rhizobium etli	0	0	2	1	0	0	0	0	2	1	0	1	0	0	1	0	14	0	0	0	0	3	2	3	0
Rhizobium leguminosarum	0	1	1	1	0	0	1	16	4	0	2	1	2	0	9	0	0	2	0	1	0	0	0	1	9
Rhizopus delemar	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rhodobacter capsulatus	0	3	0	0	0	19	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	9	0	0
Rhodobacter sp. SW2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
Rhodobacter sphaeroides	0	8	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	3	0
Rhodobacteraceae bacterium KLH11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacterales bacterium Y4I	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus equi	0	0	0	2	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Rhodococcus erythropolis	4	24	22	3	22	17	74	3	42	3	30	10	0	2	17	0	5	1	8	3	33	21	6	0	0
Rhodococcus jostii	0	0	0	0	0	0	0	29	0	0	18	0	13	0	1	0	7	14	0	0	0	0	0	0	1
Rhodococcus opacus	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0
Rhodoferax ferrireducens	0	0	0	0	1	0	1	5	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Rhodomicrobium vannielii	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodomonas salina	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopirellula baltica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Rhodopseudomonas palustris	0	189	51	105	28	18	1	16	25	25	49	109	145	13	15	26	64	16	14	42	17	23	12	62	3
Rhodospirillum centenum	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	1	0	0	1	0
Rhodospirillum rubrum	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodothermus marinus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Riemerella anatipestifer	0	0	0	16	0	12	5	0	0	0	8	0	0	0	108	0	0	0	0	0	0	106	0	1	0
Roseburia hominis	0	680	1	411	2780	55911	47	5	7	30	0	173	231	0	808	276	1	17	17	12	0	1488	2548	192	0
Roseburia inulinivorans	0	80	190	341	5277	746	62	169	0	0	3	111	605	3	246	0	9	78	32	0	0	22	280	0	0
Roseiflexus castenholzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Roseobacter sp. AzwK-3b	0	0	0	0	1	2	2	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	2	0	1
Roseobacter sp. GAI101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseobacter sp. SK209-2-6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Roseovarius sp. TM1035	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rothia dentocariosa	3	1	2	0	27	3	6	62	0	3	99	7	10	31	22	2	12	14	2	24	5	6	11	5	4
Rothia mucilaginosa	0	0	0	22	2	20	5	86	0	2	76	11	50	23	114	0	25	11	0	34	8	15	156	16	0
Rubinisphaera brasiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rubrivivax gelatinosus	0	1	0	1	423	6	0	59	0	0	1	1	0	1	1	1	0	0	0	6	0	1	0	0	3
Rubrobacter xylanophilus	0	0	0	12	9	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	335	0	0
Ruegeria pomeroyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Ruegeria sp. R11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria sp. TM1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium thermocellum	0	0	0	107	166	38	11	0	0	0	0	10	4	0	27	0	0	0	0	0	0	0	3	0	0
Ruminococcus albus	0	1	89	2883	23081	5532	0	141	0	0	0	183	1594	0	13	0	16	0	0	0	0	9	1600	55	0
Ruminococcus flavefaciens	0	0	62	530	21931	308	0	2	7	0	0	113	1467	5	0	0	22	0	0	0	0	0	195	7	14
Ruminococcus sp. 5_1_39BFAA	1	38	154	7390	23664	7075	236	2035	3	43	4	164	2904	0	47	2	130	3	1	120	26	74	4402	22	58
Runella slithyformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Saccharomonospora viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Saccharomyces bayanus	64	30	14	13	26	26	57	41	20	28	36	45	49	11	38	25	16	21	10	12	27	27	15	21	25
Saccharomyces cerevisiae	6	0	0	0	0	0	2	2	0	0	0	0	0	0	11	0	1	10	0	0	0	0	0	0	0
Saccharomyces kudriavzevii	0	229	128	71	135	142	299	156	134	171	160	264	272	142	89	149	190	153	238	82	278	137	106	144	153
Saccharomyces mikatae	0	1	0	0	0	1	2	0	0	1	0	0	4	0	1	0	2	0	2	0	3	1	1	2	0
Saccharomyces paradoxus	0	2	2	0	3	7	3	10	3	0	1	3	6	1	1	15	5	3	2	1	25	7	3	2	4
Saccharomyces pastorianus	0	0	0	3	0	0	0	0	4	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0
Saccharophagus degradans	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Saccharopolyspora erythraea	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Sagittula stellata	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Salinispora arenicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Salinispora tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Salmonella bongori	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Salmonella enterica	0	6	2	3	44	4	1	5	3	2	1	6	1	3	4	9	3	2	1	4	2	0	311	1	0
Sanguibacter keddieii	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	2
Schizosaccharomyces japonicus	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Schizosaccharomyces octosporus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Schizosaccharomyces pombe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sclerotinia sclerotiorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Sebaldella termitidis	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Selenomonas ruminantium	0	0	1	226	294	25	0	15	0	0	0	0	28	0	328	0	0	0	0	417	0	0	1	0	0
Selenomonas sputigena	0	0	0	89	212	0	0	0	0	0	1	0	0	35	14149	46	9	32	30	22	24	2	33299	46	53
Serratia plymuthica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Serratia proteamaculans	0	0	0	0	1	0	1	0	1	0	0	0	1	0	18	0	0	0	0	0	0	1	0	1	0
Shewanella baltica	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1
Shewanella denitrificans	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella oneidensis	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
Shewanella putrefaciens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella sp. ANA-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shewanella sp. W3-18-1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Shigella boydii	0	9	33	0	0	0	2	0	0	0	0	4	4	0	0	152	2	0	0	4	9	0	0	0	0
Shigella dysenteriae	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shigella flexneri	8	204	15	0	1116	99	0	135	3	0	0	0	31	4	0	181	357	157	0	2	150	0	300	197	10
Shigella sonnei	0	0	3	4	0	41	0	10293	0	0	0	0	4	60	8	19	2	0	0	158	0	0	0	1	151
Shimwellia blattae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sideroxydans lithotrophicus	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simian virus 40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	3	0	0	10
Simkania negevensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Sinorhizobium fredii	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	4	0	0	2	0	8	1	0	1
Sinorhizobium meliloti	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia heliotrinireducens	0	0	19	0	399	853	18	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	78	0	0
Solibacillus silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Sordaria macrospora	1	1962	970	1851	11311	3398	5636	2596	1102	1591	1361	2262	2937	637	3640	952	1436	587	1291	778	1151	5245	5121	777	991
Sphaerobacter thermophilus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sphaerochaeta globosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sphaeroforma arctica	0	3	4	4	2	4	4	3	6	3	2	0	10	4	2	0	2	2	1	2	8	1	5	5	2
Sphingobacterium sp. 21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	0	13	35	12	1	20	0	10	1	17	30	6	44	0	52	5	26	1	2	1	9	21	7	30	0
Sphingobium japonicum	0	90	45	45	3	3	0	2	15	0	29	52	74	5	8	1	4	0	7	10	10	1	1	40	0
Sphingobium sp. SYK-6	0	59	16	23	0	2	7	0	0	0	24	37	51	3	0	0	19	1	0	12	1	1	0	26	0
Sphingomonas wittichii	0	131	50	54	4	10	34	8	21	14	32	52	98	11	6	5	52	10	25	29	3	49	12	40	15
Sphingopyxis alaskensis	0	64	23	37	10	1	18	8	18	15	23	14	45	0	38	2	9	6	15	0	6	2	11	27	8
Spirochaeta smaragdinae	0	0	2	10	35	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
