Count	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:351746|Pseudomonas_putida_F1	0	2	17	1	2	1	32	6	4	10	5	1	2	1	17	2	16	3	4	0	1	3	3	3	0
taxid:352472|Dictyostelium_discoideum_AX4	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
taxid:353152|Cryptosporidium_parvum_Iowa_II	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0
taxid:353154|Theileria_annulata_strain_Ankara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
taxid:353496|Lactobacillus_delbrueckii_subsp._bulgaricus_2038	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:354260|Lactococcus_phage_P335_sensu_lato	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:357804|Psychromonas_ingrahamii_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
taxid:357809|Clostridium_phytofermentans_ISDg	0	2	0	133	255	68	0	6	0	0	0	0	55	0	129	0	0	0	0	0	0	10	679	0	5
taxid:358220|Acidovorax_sp._KKS102	0	1	0	4	1	4	0	0	1	2	1	0	5	2	0	2	32	0	0	0	0	2	0	4	0
taxid:358681|Brevibacillus_brevis_NBRC_100599	0	0	0	1	82	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:359786|Staphylococcus_aureus_subsp._aureus_JH9	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:359787|Staphylococcus_aureus_subsp._aureus_JH1	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360094|Xanthomonas_oryzae_pv._oryzae_PXO99A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
taxid:360104|Campylobacter_concisus_13826	0	0	0	16	1	1	0	2	0	0	3	0	1	0	16	0	0	0	0	0	0	0	1	0	0
taxid:360105|Campylobacter_curvus_525.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	278	0	0	0	0	0	0
taxid:360106|Campylobacter_fetus_subsp._fetus_82-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	50	102	0	0	0	0	0	0
taxid:360107|Campylobacter_hominis_ATCC_BAA-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
taxid:360115|Coxiella_burnetii_RSA_331	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360910|Bordetella_avium_197N	0	0	0	1	122	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:360911|Exiguobacterium_sp._AT1b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
taxid:362948|Lactobacillus_salivarius_UCC118	0	0	0	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:363253|Lawsonia_intracellularis_PHE/MN1-00	0	0	0	41	0	0	10	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	417	0	0
taxid:36343|Lactococcus_phage_bIL67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:364106|Escherichia_coli_UTI89	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3651	0	0
taxid:365044|Polaromonas_naphthalenivorans_CJ2	0	0	0	8	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
taxid:365046|Ramlibacter_tataouinensis_TTB310	0	0	0	3	330	3	0	11	0	1	0	1	0	0	0	0	0	0	0	2	6	1	8	0	0
taxid:365659|Streptococcus_mitis_B6	0	18	63	1	0	0	31	41	0	0	50	20	75	3	69	0	18	29	23	28	6	53	0	0	0
taxid:36630|Neosartorya_fischeri	0	0	1	23	78	18	16	8	1	0	1	3	14	8	37	4	3	1	3	4	13	7	55	16	2
taxid:366602|Caulobacter_sp._K31	0	10	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0
taxid:367775|Cryptococcus_bacillisporus_VGI_WM276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
taxid:367928|Bifidobacterium_adolescentis_ATCC_15703	0	0	0	2	0	1	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
taxid:36809|Mycobacterium_abscessus	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
taxid:36894|Pyramimonas_parkeae	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
taxid:36911|Candida_lusitaniae	0	2	0	1	0	1	1	1	0	2	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0
taxid:36914|Lodderomyces_elongisporus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
taxid:369723|Salinispora_tropica_CNB-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:370553|Streptococcus_pyogenes_MGAS2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
taxid:370554|Streptococcus_pyogenes_MGAS10750	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:371731|Rhodobacter_sp._SW_2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
taxid:373153|Streptococcus_pneumoniae_D39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
taxid:373384|Shigella_flexneri_5_str._8401	0	0	15	0	0	93	0	0	0	0	0	0	28	4	0	174	0	0	0	0	0	0	300	0	0
taxid:373665|Yersinia_pestis_IP275	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:373903|Halothermothrix_orenii_H_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
taxid:374833|Neisseria_meningitidis_053442	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:374930|Haemophilus_influenzae_PittEE	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:374931|Haemophilus_influenzae_PittGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
taxid:375063|Haemophilus_influenzae_22.4-21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:375286|Janthinobacterium_sp._Marseille	0	0	0	19	173	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
taxid:37637|Corynebacterium_pseudodiphtheriticum_4b10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0
taxid:37637|Corynebacterium_pseudodiphtheriticum_9d03	0	0	0	0	1	0	0	43	0	0	0	0	0	0	1	0	0	1	0	1	0	1	4	0	0
taxid:376686|Flavobacterium_johnsoniae_UW101	2	0	0	23	1	1	4	0	0	1	1	0	0	0	3	0	1	4	0	0	0	0	1	2	0
taxid:376758|Propionibacterium_phage_PA6	1	3	2	0	3	3	1	1	1	0	2	9	2	2	5	1	8	7	1	0	6	3	0	0	1
taxid:378753|Kocuria_rhizophila_DC2201	0	1	20	0	0	1	0	0	0	7	1	0	0	2	2	0	4	2	0	1	0	0	0	3	0
taxid:378806|Stigmatella_aurantiaca_DW4/3-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:379066|Gemmatimonas_aurantiaca_T-27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
taxid:379731|Pseudomonas_stutzeri_A1501	0	52	30	0	50	56	52	30	29	58	21	29	51	1	15	8	38	1	0	22	29	48	33	25	25
taxid:38033|Chaetomium_globosum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:380358|Xanthomonas_albilineans_GPE_PC73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:380703|Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
taxid:380704|Aspergillus_niger_ATCC_1015	0	0	1	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0
taxid:381666|Ralstonia_eutropha_H16	0	0	0	0	9	0	0	111	0	0	0	0	0	0	0	0	13	0	0	1	0	6	1	3	16
taxid:381754|Pseudomonas_aeruginosa_PA7	0	17	0	0	2	2	74	0	13	2	1	15	3	1	115	1	2	2	0	0	19	3	0	2	58
taxid:381764|Fervidobacterium_nodosum_Rt17-B1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
taxid:382245|Aeromonas_salmonicida_subsp._salmonicida_A449	0	0	0	0	0	0	1	11	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
taxid:38286|Corynebacterium_afermentans	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
taxid:38287|Corynebacterium_fastidiosum	0	5	0	0	0	0	1	25	2	0	4	0	3	2	6	0	0	0	0	0	0	0	1	0	0
taxid:38301|Corynebacterium_minutissimum	0	5	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0
taxid:383372|Roseiflexus_castenholzii_DSM_13941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:383631|Methylophilales_bacterium_HTCC2181	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:384676|Pseudomonas_entomophila_L48	1	26	6	0	44	4	85	10	9	11	8	5	17	4	18	19	63	27	12	1	6	9	6	5	6
taxid:384765|Labrenzia_aggregata_IAM_12614	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:385025|Cycloclasticus_sp._P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:386415|Clostridium_novyi_NT	0	0	0	0	532	1	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	2	5	0	0
taxid:386585|Escherichia_coli_O157:H7_str._Sakai	3	0	0	0	329	0	0	59	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
taxid:387092|Nitratiruptor_sp._SB155-2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:387344|Lactobacillus_brevis_ATCC_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
taxid:388396|Vibrio_fischeri_MJ11	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388399|Sagittula_stellata_E-37	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388400|Bacillus_sp._B14905	0	0	0	5	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388739|Roseobacter_sp._SK209-2-6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:388919|Streptococcus_sanguinis_SK36	5	6	0	29	44	4	7	40	8	0	70	13	19	3	1541	1	3	4	920	4	11	220	28	0	9
taxid:390235|Pseudomonas_putida_W619	0	5	5	10	11	14	14	11	2	5	10	15	10	1	3	4	4	3	4	2	5	6	5	5	4
taxid:391008|Stenotrophomonas_maltophilia_R551-3	1	0	0	0	0	1	0	0	1	0	0	1	0	0	11	0	0	1	0	1	0	0	0	0	9
taxid:391037|Salinispora_arenicola_CNS-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:391038|Burkholderia_phymatum_STM815	0	0	1	0	265	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391296|Streptococcus_suis_98HAH33	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391589|Roseobacter_sp._GAI101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391591|Vibrio_shilonii_AK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
taxid:391592|Caminibacter_mediatlanticus_TB-2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391596|Pedobacter_sp._BAL39	0	0	0	1	0	14	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	19	0	10
taxid:391597|Limnobacter_sp._MED105	0	0	0	8	537	76	0	31	0	1	0	0	3	0	0	0	2	0	0	0	0	0	18	0	0
taxid:391598|Flavobacteria_bacterium_BAL38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
taxid:391600|Brevundimonas_sp._BAL3	0	0	1	2	0	5	1	0	0	0	0	0	3	0	0	0	3	8	0	1	3	1	1	28	0
taxid:391601|Stenotrophomonas_sp._SKA14	0	1	0	1	6	7	7	1	1	1	10	6	9	0	230	13	0	44	0	17	13	28	0	21	0
taxid:391606|Carboxydibrachium_pacificum_DSM_12653	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0
taxid:391612|Cyanothece_sp._CCY0110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
taxid:391613|Roseovarius_sp._TM1035	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391615|gamma_proteobacterium_HTCC5015	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391625|Plesiocystis_pacifica_SIR-1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391735|Verminephrobacter_eiseniae_EF01-2	0	0	0	0	4784	36	1	544	0	1	0	0	0	0	0	0	0	1	0	0	0	0	17	1	2
taxid:391774|Desulfovibrio_vulgaris_DP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
taxid:391896|Rickettsia_bellii_OSU_85-389	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391904|Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222	0	1642	0	1406	574	789	0	56	0	0	0	4	0	265	0	0	0	0	0	21	0	0	1299	0	0
taxid:392423|Hydrogenivirga_sp._128-5-R1-1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:392499|Sphingomonas_wittichii_RW1	0	131	50	54	4	10	34	8	21	14	32	52	98	11	6	5	52	10	25	29	3	49	12	40	15
taxid:393127|Listeria_monocytogenes_Finland_1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
taxid:393130|Listeria_monocytogenes_J0161	0	0	0	13	6	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	17	0	0
taxid:393133|Listeria_monocytogenes_10403S	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:394104|Endoriftia_persephone_'Hot96_1+Hot96_2'	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:394221|Maricaulis_maris_MCS10	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:394503|Clostridium_cellulolyticum_H10	0	0	0	23	58	3	0	0	0	0	0	0	3	0	47	0	0	0	0	8	0	0	1	0	0
taxid:394|Sinorhizobium_fredii_NGR234	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	8	0	0	0
taxid:395019|Burkholderia_multivorans_ATCC_17616	0	0	0	9	3550	206	8	1	0	1	0	1	79	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395491|Rhizobium_leguminosarum_bv._trifolii_WSM1325	0	0	1	1	0	0	1	16	0	0	2	0	2	0	9	0	0	0	0	0	0	0	0	1	9
taxid:395492|Rhizobium_leguminosarum_bv._trifolii_WSM2304	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:395494|Gallionella_capsiferriformans_ES-2	0	0	0	0	1589	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395495|Leptothrix_cholodnii_SP-6	0	0	0	0	3670	149	11	357	0	0	0	0	0	0	0	0	22	7	0	7	0	1	0	0	0
taxid:395960|Rhodopseudomonas_palustris_TIE-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395965|Methylocella_silvestris_BL2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:396513|Staphylococcus_carnosus_subsp._carnosus_TM300	0	0	0	0	2	15	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:396588|Thioalkalivibrio_sulfidophilus_HL-EbGr7	0	1	0	0	10	1	0	3	1	0	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0
taxid:396595|Thioalkalivibrio_sp._K90mix	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:396596|Burkholderia_ambifaria_IOP40-10	0	4	0	0	0	0	15	2	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
taxid:396597|Burkholderia_ambifaria_MEX-5	0	1	0	0	21	0	3	33	10	1	2	0	0	1	2	0	0	0	0	0	3	0	1	0	0
taxid:396598|Burkholderia_graminis_C4D1M	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
taxid:396776|Coccidioides_immitis_H538.4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1
taxid:39717|Paulinella_chromatophora	0	0	0	0	23	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0
taxid:397945|Acidovorax_citrulli_AAC00-1	0	0	0	0	0	1	0	0	0	0	4	8	0	0	0	1	1	1	0	0	0	0	0	0	0
taxid:398511|Bacillus_pseudofirmus_OF4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:398527|Burkholderia_phytofirmans_PsJN	0	0	0	0	6	0	34	8	0	0	0	0	1	0	0	0	0	0	1	8	0	0	2	1	0
taxid:398577|Burkholderia_ambifaria_MC40-6	0	15	1	2	35	1	7	89	20	0	2	69	91	1	5	3	23	2	0	0	0	3	73	10	0
taxid:398578|Delftia_acidovorans_SPH-1	1	3	14	0	4728	13	0	450	0	0	0	16	48	0	25	1	40	1	3	23	0	9	74	0	8
taxid:398580|Dinoroseobacter_shibae_DFL_12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:398767|Geobacter_lovleyi_SZ	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:399183|Escherichia_phage_rv5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:399726|Thermoanaerobacter_sp._X514	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:399739|Pseudomonas_mendocina_str._ymp	1	2	1	0	17	1	11	12	0	8	3	5	4	0	8	1	4	4	2	9	3	4	3	12	1
taxid:399741|Serratia_proteamaculans_568	0	0	0	0	1	0	1	0	1	0	0	0	1	0	18	0	0	0	0	0	0	1	0	1	0
taxid:399742|Enterobacter_sp._638	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
taxid:399795|Comamonas_testosteroni_KF-1	0	7	0	72	1	174	0	0	10	1	0	0	2	0	0	0	0	0	0	0	0	0	37	8	0
taxid:40041|Streptococcus_equi_subsp._zooepidemicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
taxid:400667|Acinetobacter_baumannii_ATCC_17978	4	7	0	0	0	0	0	1	6	4	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0
taxid:400668|Marinomonas_sp._MWYL1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:400673|Legionella_pneumophila_'Corby'	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:401053|Terriglobus_saanensis_SP1PR4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
taxid:401526|Thermosinus_carboxydivorans_Nor1	0	0	0	3	6	156	0	0	0	0	0	0	0	0	232	0	0	0	0	101	0	0	103	0	0
taxid:402626|Ralstonia_pickettii_12J	0	0	1	0	0	0	6	0	0	1	3	3	2	0	3	1	9	1	0	3	1	13	0	0	61
taxid:402676|Schizosaccharomyces_japonicus_yFS275	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
taxid:402881|Parvibaculum_lavamentivorans_DS-1	0	1	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:403673|Batrachochytrium_dendrobatidis_JEL423	0	4	2	0	5	5	2	2	7	6	2	4	3	0	2	0	3	3	1	1	4	0	0	3	1
taxid:403677|Phytophthora_infestans_T30-4	0	2	2	0	2	4	4	1	3	32	0	0	27	1	3	1	3	2	1	1	3	0	23	1	1
taxid:404380|Geobacter_bemidjiensis_Bem	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:404589|Anaeromyxobacter_sp._Fw109-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:404692|Coccidioides_immitis_RMSCC_2394	0	142	15	83	136	95	11	27	29	7	22	31	31	3	123	24	2	10	31	73	1	8	234	1	2
taxid:405416|Acinetobacter_baumannii_ACICU	0	0	0	0	0	0	26	51	0	1	0	23	0	0	0	1	0	19	0	20	5	0	0	4	0
taxid:405536|Bacillus_anthracis_Tsiankovskii-I	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:405566|Lactobacillus_helveticus_DPC_4571	0	0	0	12	92	11	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
taxid:405948|Saccharopolyspora_erythraea_NRRL_2338	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
taxid:405955|Escherichia_coli_APEC_O1	0	5	0	1349	27855	1022	66	877	0	3	0	0	197	39	5	675	307	116	77	144	0	0	18245	0	0
taxid:406425|Burkholderia_cenocepacia_MC0-3	0	2	0	2	2	0	2	5	0	8	0	0	0	0	3	1	4	13	0	0	1	1	1	27	3
taxid:406818|Xenorhabdus_bovienii_SS-2004	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
taxid:407976|Shewanella_baltica_OS223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:409438|Escherichia_coli_SE11	0	383	233	58	106	95	0	9	0	0	0	26	380	0	3	208	7	0	86	0	0	173	108	0	0
taxid:411461|Dorea_formicigenerans_ATCC_27755	0	380	162	41559	513063	8927	1794	4775	0	190	0	48	1786	0	3824	0	1365	457	148	337	41	4653	27405	1520	422
taxid:411467|Pseudoflavonifractor_capillosus_ATCC_29799	0	33	24	4462	1929	912	53	9	1	0	5	231	340	15	120	1	3	19	33	0	2	226	1906	42	37
taxid:411469|Eubacterium_hallii_DSM_3353	37	3	2	1200	1954	869	7	16	1	0	8	16	122	7	44	0	13	5	17	3	20	106	1748	11	5
taxid:411470|Ruminococcus_gnavus_ATCC_29149	0	579	776	323	3932	64586	4	57	58	0	100	487	11129	216	37	242	7	1	0	0	0	5	145	16	0
taxid:411901|Bacteroides_caccae_ATCC_43185	0	0	15	12536	907	253	1	19	0	1	0	0	4	0	0	18	4	1	21	0	0	0	72	0	0
taxid:411903|Collinsella_aerofaciens_ATCC_25986	0	0	41	388	2877	535	9	28	1	1	0	70	1175	0	368	1	69	4	0	0	24	98	1699	67	0
taxid:412965|Candidatus_Vesicomyosocius_okutanii_HA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:413404|Candidatus_Ruthia_magnifica_str._'Calyptogena_magnifica'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:413997|Escherichia_coli_B_(REL606_strain)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
taxid:413999|Clostridium_botulinum_A_str._ATCC_3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
taxid:414684|Rhodospirillum_centenum_SW	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	1	0	0	1	0
taxid:416269|Actinobacillus_pleuropneumoniae_serovar_5b_str._L20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:416344|Burkholderia_sp._KJ006	0	0	0	0	17	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	71	0	0
taxid:416870|Lactococcus_lactis_subsp._cremoris_MG1363	0	0	16	6	0	30	0	38	0	0	0	0	127	0	56	0	0	0	0	0	0	12	0	0	10
taxid:417400|Vibrio_cholerae_B33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:41880|Pycnococcus_provasolii	0	0	0	24	157	35	0	9	0	0	0	1	10	0	1	2	1	0	0	0	0	0	10	0	1
taxid:420246|Geobacillus_thermodenitrificans_NG80-2	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
taxid:420662|Methylibium_petroleiphilum_PM1	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0
taxid:420889|Lactococcus_garvieae_ATCC_49156	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
