kegg_pathways,SRR317085,SRR317086,SRR317087,SRR317088,SRR317089,SRR317090,SRR317091,SRR317092,SRR317093,SRR317094,SRR317095,SRR317096,SRR317097,SRR317098,SRR317099,SRR317100,SRR317101,SRR317102,SRR317103,SRR317104,SRR317105,SRR317106,SRR317107,SRR317108,SRR317109
ko05131: Shigellosis,0,0,0,0,2.20E-07,0,0,0,1.76E-07,2.45E-07,8.66E-07,0,0,0,0,7.00E-07,0,0,0,0,0,0,0,0,0
ko05140: Leishmaniasis,0,1.21E-05,0.00399135,0.000885633,8.16E-07,1.57E-05,0,1.19E-05,0.00196455,1.47E-05,1.02E-06,9.44E-07,1.82E-05,6.12E-05,0.000148932,3.58E-06,1.51E-05,1.73E-06,1.41E-06,7.77E-05,0.000116918,2.72E-05,1.78E-05,4.07E-05,1.99E-06
ko05142: Chagas disease (American trypanosomiasis),0,0.000203849,0.106134,0.0430621,0.000100476,6.68E-05,4.66E-07,0.000143401,0.0472596,8.45E-05,3.82E-05,5.78E-05,0.000295302,6.49E-05,0.0552182,0.000612054,0.000232683,4.98E-05,0.000434999,0.000134902,6.51E-05,5.61E-05,1.87E-05,0.00020043,6.09E-05
ko05143: African trypanosomiasis,1.21E-06,6.24E-07,0.00473742,0.000954361,5.24E-05,4.15E-07,0.000258765,1.91E-05,0.00191885,0.000158789,0.000279598,0.000130948,6.16E-05,5.42E-06,0.000125672,0.000153278,1.09E-06,4.08E-06,0.00011151,3.26E-05,6.31E-05,2.76E-07,1.55E-06,1.35E-05,0.00031784
ko05144: Malaria,2.13E-06,0.00170161,0.139292,0.0567492,0.00109178,0.00238207,0.00181488,0.00134095,0.0619716,0.00194536,0.00150193,0.00234374,0.00139646,0.00133471,0.0729147,0.00179024,0.0013972,0.00189845,0.00115684,0.00136008,0.00305071,0.0021807,0.000818921,0.00197756,0.00139512
ko05145: Toxoplasmosis,4.81E-06,0.000147105,0.00101124,0.000285432,0.000113256,0.000219948,0.000322436,0.000131173,0.000619606,0.000142989,0.000131771,0.000127975,0.000126808,0.000107296,6.91E-05,0.000140598,0.000177428,0.000107001,0.000160406,0.000195115,0.000343564,0.000201304,0.000119506,0.000201551,0.000202011
ko05146: Amoebiasis,0,0.000538777,0.00294576,0.000635641,0.000523237,0.000594476,0.000450424,0.000735241,0.00120772,0.00028952,0.000694176,0.000322754,0.000521397,0.000225826,0.00023487,0.000182558,0.000313807,0.000319724,0.000195124,0.000147823,0.000132307,0.000602564,0.000170569,9.12E-05,0.00103325
ko05150: Staphylococcus aureus infection,2.31E-05,0.000372349,0.132583,0.0536897,0.000299772,0.000607733,0.000821666,0.00100632,0.0589276,0.000382633,0.000445771,0.000576008,0.000303626,0.00156991,0.0685316,0.00151408,0.00126788,0.00144374,0.000885836,0.00190373,0.0044871,0.000830235,0.000390591,0.00223953,0.00132842
ko05160: Hepatitis C,0,0.000120515,5.10E-05,0.00037446,0.000175619,0.000217445,0.000242267,0.000185795,0.000831056,0.00011862,7.52E-05,0.000158142,0.000194044,0.000274177,0.000114447,0.000380159,0.000234191,0.000220926,0.000242098,0.000156756,0.000209762,0.000114031,6.14E-05,0.00022066,0.000210389
ko05200: Pathways in cancer,1.30E-07,0.000168025,7.30E-05,0.000229818,0.000194659,0.000275148,0.000352011,0.000206463,0.000461535,0.000314094,0.000209631,0.00026302,0.000208564,0.000235685,0.000109023,0.000287546,0.000215659,0.000335142,0.000266942,0.000191262,0.000416957,0.000344948,0.000161906,0.000264769,0.000242665
ko05210: Colorectal cancer,0,0,0,0.000288693,0,0,0,0,0.000743787,0,0,0,0,0,0.000110569,0,0,0,0,0,0,0,0,0,0
ko05211: Renal cell carcinoma,0,1.32E-05,0,0.000203253,0,1.59E-05,0,3.00E-05,0.000554277,3.54E-05,2.04E-05,1.60E-05,1.02E-05,0,8.52E-05,2.57E-05,0,2.52E-05,4.25E-05,0,2.12E-05,3.98E-05,0,2.51E-05,0
ko05212: Pancreatic cancer,0,0,0,0.000203664,0,0,0,0,0.00047619,0,0,0,0,0,7.58E-05,0,0,0,0,0,0,0,0,0,0
ko05213: Endometrial cancer,0,0,0,0.000309714,0,0,0,0,0.0006493,0,0,0,0,0,0.000109074,0,0,0,0,0,0,0,0,0,0
ko05214: Glioma,0,0,0,0.000207704,0,0,0,0,0.000456315,0,0,0,0,0,7.52E-05,0,0,0,0,0,0,0,0,0,0
ko05215: Prostate cancer,0,1.11E-05,5.54E-06,0.000220793,1.70E-05,1.69E-05,4.78E-07,9.84E-06,0.000402603,3.80E-06,1.10E-05,1.59E-05,2.92E-05,3.29E-05,7.69E-05,1.04E-05,1.64E-06,1.02E-06,2.34E-06,5.71E-07,1.43E-05,1.66E-05,4.41E-06,4.74E-07,3.66E-05
ko05216: Thyroid cancer,0,0.000150048,8.43E-05,0.000351876,0.000342393,0.000469851,0.000842154,0.000324213,0.000635859,0.000427972,0.000531251,0.000394714,0.000510623,0.000249644,0.000124119,0.000294141,0.000374869,0.000214701,0.000498588,0.000235833,0.000854561,0.000340959,0.000403835,0.000406036,0.000146147
ko05218: Melanoma,0,0,0,0.000201689,0,0,0,0,0.000438132,0,0,0,0,0,8.10E-05,0,0,0,0,0,0,0,0,0,0
ko05219: Bladder cancer,0,0,0,0.000185598,0,0,0,0,0.000468133,0,0,0,0,0,0.00018984,0,0,0,0,0,0,0,0,0,0
ko05220: Chronic myeloid leukemia,0,0,0,0.000188255,0,0,0,0,0.000445599,0,0,0,0,0,6.74E-05,0,0,0,0,0,0,0,0,0,0
ko05221: Acute myeloid leukemia,0,0.000191056,4.74E-05,0.000192103,0.000214073,0.000375453,0.000321838,0.000268334,0.000443349,0.000222791,0.000355299,0.000215839,0.000242351,0.000538307,7.13E-05,0.000640318,0.000490201,0.000461903,0.000490869,0.0004804,0.000650061,0.0004016,0.000311714,0.000538631,0.000283086
ko05222: Small cell lung cancer,0,0,0,0.000235726,0,0,0,0,0.000397135,0,0,0,0,0,0.000131335,0,0,0,0,0,0,0,0,0,0
ko05223: Non-small cell lung cancer,0,0,0,0.000167131,0,0,0,0,0.000415989,0,0,0,0,0,5.87E-05,0,0,0,0,0,0,0,0,0,0
ko05310: Asthma,0,0,0,0.176953,0,1.47E-05,0,0,0,0,1.18E-05,0,0,0.000149944,0,0,0,0,0,0,0,0,0,0,0
ko05320: Autoimmune thyroid disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60E-06,9.48E-06,0,1.54E-05,0,7.94E-06,0,0,0,0
ko05322: Systemic lupus erythematosus,1.29E-06,0.000201872,0.000166793,0.0771079,0.000125324,0.00033012,0.00115499,0.000234235,0.0847563,0.000340814,0.000336265,0.000455727,0.000300468,0.000177031,0.0983448,0.000434777,0.000327504,0.000340299,0.000246412,0.000278874,0.000472217,0.000589059,0.000163665,0.000586947,0.000166428
ko05340: Primary immunodeficiency,0,0.000234452,0.000251856,0.0010257,0.000210613,0.000417928,0.000299273,0.000363462,0.00212878,0.000304501,0.000286168,0.000554655,0.000448942,0.000425809,0,0.000743734,0.000529781,0.00051968,0.000266819,0,0.00070709,0,0,0.000373821,0.000420635
ko05410: Hypertrophic cardiomyopathy (HCM),0,0,0,0.00042433,0,0,0,0,0.000477795,0,0,0,0,0,0.000103984,0,0,0,0,0,0,0,0,0,0
ko05412: Arrhythmogenic right ventricular cardiomyopathy (ARVC),1.53E-07,0.000211924,0.000107006,0.000421835,0.00046363,0.000474138,0.000608243,0.000433818,0.000559535,0.000607057,0.000572095,0.000229831,0.000493257,0.000303226,0.000119611,0.000376547,0.00025662,0.000235969,0.000321491,0.000294322,0.000267337,0.000527456,0.000341725,0.000133909,0.000275938
ko05414: Dilated cardiomyopathy,0,0.00044191,0.000489321,0.000765115,0.000156084,0.000377938,0.00622273,0.000218218,0.00118487,0.000267733,0.000609435,0.00145096,0.000803688,0.000700687,0.000151457,0.00062323,0.000560371,0.00115691,0.000980756,0.000738372,0.00101179,0.000476226,0.000263829,0.00282782,0.000725097
ko05416: Viral myocarditis,0,0.000445772,0.000131288,0.0933863,0.000105132,0.000459175,0.000746328,0.000322882,0.103089,0.00113723,0.000870355,0.000285967,0.000343142,0.000743975,0.119064,0.000435683,0.000804461,0.000460902,0.000508821,0.00112763,0.000613042,0.000990295,0.000603743,0.000422258,0.00518489
"M00001: Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0.0758946,0.0351206,0.023186,0.0321615,0.0339693,0.0392619,0.024573,0.0345886,0.0417607,0.0304546,0.0260696,0.0298063,0.0333837,0.0471392,0.0258408,0.0387181,0.0424314,0.0323164,0.0562383,0.0626729,0.0426803,0.0439572,0.0617651,0.0398161,0.0490389
"M00002: Glycolysis, core module involving three-carbon compounds",0.072248,0.0335808,0.021536,0.0320519,0.0444494,0.037396,0.0262891,0.0323925,0.0431576,0.0244398,0.0234739,0.0294731,0.0330253,0.0392778,0.0260489,0.0323478,0.0476882,0.0396799,0.0472779,0.0517928,0.039554,0.0493576,0.0624659,0.0446507,0.0469145
"M00003: Gluconeogenesis, oxaloacetate => fructose-6P",0.0681858,0.0246552,0.0219823,0.0160541,0.0298112,0.0369328,0.0205129,0.029749,0.0398185,0.0279976,0.0286661,0.0261686,0.0260924,0.0255792,0.0204892,0.0297186,0.0274483,0.0319939,0.0291887,0.050374,0.0309516,0.0314079,0.0304166,0.0384251,0.0346327
M00004: Pentose phosphate pathway (Pentose phosphate cycle),0,0.0252839,0.0337623,0,0.0206151,0.0306292,0.0212619,0.0291094,0,0,0.0326587,0.0435848,0.0186024,0.0522366,0.0230442,0.0220037,0.0332281,0.0322311,0,0.0554526,0.0399925,0.0222529,0.0230482,0.0350338,0.0273676
"M00006: Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",0,0.0407391,0.0450348,0.000215233,0.0187327,0.0330596,0.0202263,0.0409525,0.00671437,0.0217232,0.0480807,0.040332,0.0275704,0.0607381,0.0304141,0.014109,0.0353076,0.0470389,0.0683273,0.0653142,0.0332508,0.0142352,0.0197208,0.0633593,0.0268851
"M00007: Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",7.45E-05,0.0178934,0.0267256,0,0.0228992,0.0284977,0.0223875,0.0225338,0,0,0.0242844,0.0473461,0.0136332,0.0456704,0.0184014,0.042574,0.0313603,0.0241074,0,0.0480575,0.0496573,0.0446966,0.0275784,0.0236794,0.0278646
"M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",0,0.0249163,0.0213489,0,9.85E-05,0.00857044,0.0149208,0.0173479,0.0129981,0.00897822,0.0103206,0.0137437,0.0185651,0,0.0198537,0.0158683,0.0281758,0,0,0,0.0111218,0,0,0,0
"M00009: Citrate cycle (TCA cycle, Krebs cycle)",0,0.040684,0,0.0348255,7.72E-05,0,0.0300533,0.0295608,0.0469807,0.0485231,0,0,0,0,0,0.0356865,0.0260201,0.0379876,0,0,0,0,0.00863229,0.0277581,0
"M00011: Citrate cycle, second carbon oxidation",0,0.0410947,0,0.031972,0.0149538,0,0.03452,0.0280248,0.0495616,0.0452671,0,0,0.0362204,0,0,0.0331761,0.0217488,0.0303862,0,0,0.0190111,0.0248617,0.00587759,0.0299732,0.0401439
M00012: Glyoxylate cycle,0,0.0275596,0.0270256,0.00919649,0.00737114,0.0105288,0.0205583,0.0112692,0.0170307,0.012025,0.0155051,0.0275836,0.018815,0.0385524,0.0215667,0.0168283,0.0226989,0.0270194,0.0117058,0.0133411,3.34E-06,3.69E-05,0.00393695,0.0200929,0.01732
"M00013: Malonate semialdehyde pathway, propanoyl-CoA => Acetyl-CoA",0,0,0,0,7.20E-06,0.000288226,0,1.83E-05,0.000105473,6.96E-05,0,0.00040593,9.09E-05,0,0,0,0,0,0.000504342,0,6.00E-06,0,0,0,0
M00014: Glucuronate pathway (uronate pathway),0,0,0.00852028,0,0.000794762,0.0121013,0.0026104,0.00101794,0.0302014,0.00181553,0.00150927,0.00244902,0.000860822,0.00902723,0.00126808,0.00613656,0,0.00681792,0.022988,0.00176074,0.0163025,0.00235107,0.0063201,0.00799046,0.0165651
"M00016: Lysine biosynthesis, aspartate => lysine",0,0,0,0.0108399,0.00641522,0,0,0.0161599,0,0.00125558,0.00972907,0.0167374,0.00833712,0,0.0118325,0.0131415,0.013239,0.00950397,0.00669913,0,0.00716361,0.0140387,0,0,0.0110896
"M00017: Methionine biosynthesis, apartate => homoserine => methionine",0,0,0,0,0.00747823,0,0,0,0,0,0,0,0,0,0,0,0.0122582,0,0,0,0,0,0.00933329,0,0
"M00018: Threonine biosynthesis, apartate => homoserine => threonine",0,0.022624,0.0175637,0.014663,0.0118074,0.00569693,0.0144865,0.0192281,0,0.00871773,0.0195133,0.0251533,0.0197,0,0.0178491,0.0118046,0.0159974,0.0175833,0,0.0157221,0.0140992,0.0165924,0.00830502,0.0189153,0
"M00019: Leucine biosynthesis, pyruvate => 2-oxoisovalerate => leucine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00022: Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",0.0264527,0.000209254,0.0108467,0,0,0.00784084,0.0124495,0.020748,0.00120286,0,0,0.00218495,0,0.000965258,0.0219514,0,0.00744218,0.0138964,0,0.00384678,0,0.0125582,0.00859441,0.00618223,0.000485595
"M00025: Tyrosine biosynthesis, chorismate => tyrosine",0.000116864,0.00951419,0.0159294,0.00621308,0.00614557,1.58E-05,0.00424482,0.00709299,0.00772955,0.0021012,0.011459,0.0125327,0.00858314,0,0.0130877,0.0123858,0.00448852,0,0.000982146,0.0134755,0,0.00505652,0.00435353,0.00177059,0.0064489
"M00026: Histidine biosynthesis, PRPP => histidine",0,0,0,0.00191689,0.00503366,0.000280213,0,2.80E-05,0,0.00239836,3.16E-06,0.00249993,0,0,0.00500191,0,0,0.014692,0,0,0.00198517,0,0,0.00294812,0
"M00028: Ornithine biosynthesis, glutamate => ornithine",0,0,0.000424983,0.00249485,0.00594505,0.00842586,0.0215389,0.0143335,0.0205138,3.60E-06,0.0171154,0.0273552,0.00784096,0,0.019626,0,0.0151514,0.0062946,0,0.000645159,0.000447368,0,0,0.00411744,0.00375333
M00029: Urea cycle,5.42E-05,0.000173748,1.32E-05,0,1.21E-05,6.26E-05,8.50E-06,4.86E-05,0,8.74E-06,0.00169526,0,5.73E-06,0,0.000203445,0,0.000145918,0,0.000849009,0,0.00563993,0.000732898,0.0056713,0,0
"M00030: Lysine biosynthesis, 2-oxoglutarate => 2-aminoadipate => lysine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00031: Lysine biosynthesis, archaea, 2-aminoadipate => lysine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00032: Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",0,0,0,0.00577735,0,0,0.00432995,0,0,0,0,0.00556789,0,0,0,0,0,0,0.0120245,0,0,0,0,0.00518507,0
M00033: Ectoine biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00034: Methionine salvage pathway,0,0,0,0,0,0.00806746,0,0,0,0,0,0.00880472,0.0102458,0,0,0,0,0,0,0,0,0,0,0,0
M00035: Methionine degradation,0,0.00966678,0.0136519,0.00789436,0.00718636,0.00658164,0.0105226,0.0039721,0.00185153,0.0102442,0.0190103,0.00906033,0.00437968,0.0194655,0.0122142,0.00910354,0.012252,0.0139297,0.0164037,0.0105549,0.0109774,0.0154325,0.00348571,0.00538305,0.0041206
"M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA",4.71E-11,0.0253151,0.0221499,0.0177878,0.0145139,0.0273949,0.0137175,0.014487,0.0214749,0.0236448,0.0164715,0.0251368,0.0288631,0.0367102,0.00883083,0.0203693,0.0142116,0.0123519,0.022564,0.0350914,0.0227362,0.00988908,0.00957712,0.00995739,0.0271022
"M00037: Melatonin biosynthesis, tryptophan => serotonin => melatonin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00038: Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00039: Lignin biosynthesis, cinnamate => lignin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00042: Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00044: Tyrosine degradation, tyrosine => homogentisate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00045: Histidine degradation, histidine => N-formiminoglutamate => glutamate",0.0678451,0.0110508,0,0.0169242,0.00118825,0.0135531,0.0047747,0.0254043,0,0,0.00980372,0.0121309,0.014152,0,0.0249269,0,0,0.00956078,0.00737849,0,0.00659928,0.014609,0.0123793,0.00588071,0
"M00046: beta-Alanine biosynthesis, cytosine / uracil => beta-alanine",0,0.00502639,0,0,0.00774071,0.0117337,0.0213054,0.00482596,0.0121591,0.00789094,0.0120305,0.0226119,0.00706449,0.012859,0.0212252,0.00345464,0,0.0170996,0.00416195,0,0.00909191,0.00367615,0.00277971,0.0156432,3.89E-05
"M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",0.00144487,0.00939161,0.0211228,0.0015299,0.0138322,0.0149855,0.0141988,0.0300324,0.016764,0.00741159,0.00806759,0.0198807,0.0214418,0.0142318,0.0278349,0.0147762,0.000841691,0.00464705,0.00111589,0,0.00929024,0.0215965,0.0125238,0,0
"M00049: Adenine nucleotide biosynthesis, IMP => ADP/dADP,ATP/dATP",0.000629188,0.00763105,0.0230303,0.0201311,0.0245886,0.012201,0,0.0226303,0,0,0,0.0166923,0.0112977,0,0.0337367,0.0112886,0.0276596,0.0106089,0.0122167,0.0207173,0,0.0197382,0.0241389,0.00631762,0.00813058
"M00050: Guanine nucleotide biosynthesis, IMP => GDP/dGDP,GTP/dGTP",0.00062802,0.00847827,0.0245767,0.0186841,0.0274964,0.0135006,0,0.023286,0,0,0,0.0180087,0.0124102,0,0.040314,0.020328,0.0273829,0.0154554,0.0158546,0.027698,0,0.0224211,0.0328402,0.00972111,0.0158955
"M00051: Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",0.00632535,0.00144482,0.00198418,0.00997641,0.0106018,0.00177573,0.00105495,0.00530736,0.00617833,0.00309054,0.0053255,0.00174809,0.00150757,0.0132337,0.00423786,0.00729609,0.0072188,0.00624063,0.00746289,0,0.0045096,0.00780486,0.01943,0.00447944,0.00618214
"M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",0,0.0103088,0,0,0.0158519,0.0114284,0,0.0170359,0,0,0,0,0.0121184,0,0,0,0.0163933,0,0.0149826,0,0,0,0.0228289,0.00958193,0.00324297
M00055: N-glycan precursor biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00056: O-glycan biosynthesis, mucin type core",0,0.00144988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00057: Glycosaminoglycan biosynthesis, linkage tetrasaccharide",0,2.79E-05,0,0,0,4.76E-05,0,0,0,0,0,0,1.58E-05,0,0,0,0,0,0,0,0,0,0,0,0
"M00059: Glycosaminoglycan biosynthesis, heparan sulfate backbone",0,0,0,0,0,0,0.000555855,0,0,0.000815974,0,0,0.00296614,0.00148421,0,0.00248658,0.00191015,0,0.00370151,0,0,0,0.00127414,0,0
"M00060: Lipopolysaccharide biosynthesis, KDO2-lipid A",0,0,0,0,0,0,0.00278635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00061: Uronic acid metabolism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00064: ADP-L-glycero-D-manno-heptose biosynthesis,0.0269587,0,0,0,0.00369085,0,0,0,0,0,0,0,0,0,0.0110283,0,0,0,0,0,0,0,0,0,0.00988126
"M00065: GPI-anchor biosynthesis, core oligosaccharide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00072: Oligosaccharyltransferase,0,0.0663076,0.103391,0.0776835,0.0400753,0.0799776,0.0602049,0.0433594,0.127871,0.151266,0.123451,0.0724975,0.10417,0.143422,0.0162969,0.1359,0.0890402,0.0920018,0.151526,0.156089,0.109921,0.044969,0.057825,0.0896078,0.14259
"M00074: N-glycan biosynthesis, high-mannose type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00075: N-glycan biosynthesis, complex type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625183,0,0,0,0
M00076: Dermatan sulfate degradation,0,0,0,0,0,0,7.62E-06,0,0,0.000250814,0,0,0,0,0,0.0028632,0,0,0,0,0.00245929,0,0,0.0029987,0.00132255
M00077: Chondroitin sulfate degradation,0,0,2.51E-05,0.00147673,0.000503008,3.47E-05,1.94E-06,0.000306435,5.33E-05,3.04E-05,0.000746635,2.99E-05,0.000654784,0.0004178,0,0.00222478,0.000586723,0,0.0040093,0.000261989,0.00319405,0.000357517,0.000582287,0.002553,0.000231614
M00078: Heparan sulfate degradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00079: Keratan sulfate degradation,0,0,0.00312841,0.0125348,0.0038722,4.43E-05,1.20E-05,0.000928489,0.00772011,6.51E-05,0.0124177,0.000416987,0.0184431,0.0360156,0,0.0167491,0.00116662,0,0.0303515,0.0277498,0.00942195,0.00745689,0.00268576,0.0082214,0.00045689
"M00080: Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00082: Fatty acid biosynthesis, initiation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00088: Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00089: Triacylglycerol biosynthesis,0,0.0310448,0.0320034,0.0322288,0.0270662,0.0466221,0.0101355,0.022738,0.0423411,0.0442714,0.0438076,0.0325513,0.0320423,0.0333628,0.0165066,0.027692,0.0170273,0.046977,0.0442175,0.0346157,0.0363795,0.018929,0.0136159,0.0194749,0.0377143
M00094: Ceramide biosynthesis,0,0,2.38E-06,0.000117163,0.00108332,0.00208664,1.09E-05,3.29E-05,0,0,0.00518688,0,0,0,0,9.62E-06,0,0.00612746,0,0,0,1.93E-06,0,1.74E-06,0.0109849
"M00095: C5 isoprenoid biosynthesis, mevalonate pathway",0,0,0.0169249,0,0.00363461,0.0143449,0,0.0186844,0.0179545,0.00994574,0.0132231,0,0,0.0199876,0,0,0.0172613,0,0.0213502,0,0,0,0.00538404,0,0.0125465
"M00096: C5 isoprenoid biosynthesis, non-mevalonate pathway",1.63E-06,0.00963172,0.0187111,0,0.0121036,0.0118366,0.00150648,0.0111982,0.000986543,3.50E-05,0.00901006,0.000755178,0.00798417,0,0.0143292,0,0,0,0,0,0,0.00955942,0.00910885,0.00975785,0.0107432
M00099: Sphingosine biosynthesis,0,0,3.66E-06,0.000172506,0.00148464,0.00288538,1.68E-05,4.99E-05,0,0,0.00676283,0,0,0,0,1.47E-05,0,0.00768426,0,0,0,2.97E-06,0,2.69E-06,0.0140608
"M00101: Cholesterol biosynthesis, FPP => cholesterol",0,0,0,0,9.04E-05,6.53E-05,6.35E-06,0,0,0,0,6.30E-05,0,0,0,0,0,0,0,0,0,0,0,0.00017845,0
M00102: Ergocalciferol biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00104: Bile acid biosynthesis, cholesterol => cholate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114857,0,0,0,0,0,0
"M00105: Bile acid biosynthesis, cholesterol => chenodeoxycholate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141152,0,0,0,0,0,0
"M00109: C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00113: Jasmonic acid biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00114: Ascorbate biosynthesis, plants, glucose-6P => ascorbate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00115: NAD biosynthesis, aspartate => NAD",0.036821,0.0292143,0.0120793,0.00553815,0.0131731,0.0087722,0.00622233,0.00282411,0,0.00320464,0.00521032,0.014384,0.00124744,0,1.82E-05,0,0,0.000170787,0,9.45E-06,0.0152845,0.0176229,0.00793663,0.0070745,0.00645314
"M00116: Menaquinone biosynthesis, chorismate => menaquinone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00117: Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone",0,0.00456342,0,0,0,0,0,0,0,0.00078972,0,0,0.0040872,0,0,0,0,0,0,0,0.00118189,0,0,0,0
"M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate",0,0,0,0,0.0135089,0,0,0.0127729,0,0,0,0,0,0,0,0,0.0077105,0.00960851,0,0,0,0,0.0123732,0,0
"M00121: Heme biosynthesis, glutamate => protoheme/siroheme",0,0,0.0151721,0,0.00628442,0.0111652,0.000554607,0.0175448,0,0,0,0.0159899,0.0162695,0,0.0112229,0.0121308,0.0133831,0.0107021,0,0.0178997,0,0.0138052,0.00928557,0,0
"M00122: Cobalamin biosynthesis, cobinamide => cobalamin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00123: Biotin biosynthesis, pimeloyl-CoA => biotin",0.0453945,0.00734418,0,0,0.00458192,0.0102311,0.0103084,0.00159779,0,0,0,0.00706128,0,0,0.0135662,0.00548385,0,0.010032,0,0,0.00562444,0.0218726,0.00688047,0,0.00785505
"M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P",0,0.00628834,0,0,0.0057883,0.00541531,0.00711528,0,0,0,0.00853455,0,0.00941315,0,0.00890664,0,0.000108749,0.000271616,0.00038694,0,0,0.0128734,0.00492375,0.0068137,0
"M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD",0.0830393,0.015611,0.000677994,0.0144924,0.0106967,0,0.0199046,0.0168994,0.00894034,0,0.00231182,0.0164628,0.0186461,0,0.0126659,0.0054658,0.00702922,0.0173449,0.00593227,0,0.0012829,0.00868403,0.000970446,0,0.00856973
"M00126: Tetrahydrofolate biosynthesis, GTP => THF",0,0.0107974,0.0334621,3.94E-05,0.00594666,0.0149289,0.018141,0.0126612,0.0203722,0.00183532,0.000362267,0.0239678,0.0179089,0,0.0218591,0,0,0,0.011795,0,0,0.0318317,0,0.00016043,0.00843951
"M00127: Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P",0,0.00603782,0,0,3.08E-05,0.000285556,5.66E-06,0.00486086,5.57E-05,3.84E-05,0,0,2.41E-05,0,5.44E-05,0,7.31E-05,0,0,6.65E-05,0.000171082,3.54E-06,0.00810624,0,0.00438024
