PercentCoverage	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:702113|Novosphingobium_sp._PP1Y	0.0017	0	0	0	0	0	0	0	0	0	0.0017	0.0017	0	0	0.0017	0	0	0	0	0	0	0	0	0.0017	0	0	0	0.0028	0	0	0	0.0017	0	0	0	0	0	0	0.00329999999999	0	0	0.0017	0	0.0017	0	0	0	0.0034	0	0	0	0	0	0	0.0016	0.00329999999999	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0.0034	0	0.0015	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0
taxid:702459|Bifidobacterium_bifidum_PRL2010	0.0199	0.004	5.9499	0.0979	0.0882	0.1127	0.0251	0.021	0.0808	0.0714	0.021	0.0407	0.0501	0	0.0545	0.2308	0.0228	0.0303	0.0749	0.0725	0.0236	0.0376	0.0313	0.0908	0.026	0.0122	0.004	0.1421	0.0775	0.0121	0.0156	0	0	0.0461	0.0121	0.039	0.0684	0.0824	0.0191	0.021	0.0714	0.0578	0.0477	0.0224	0.0241	0.0613	0.2822	0.013	0.0682	0.0077	0	0.0041	0	0	0.0151	0.0322	0.0263	0.0741	0.0871	0.1394	0.0321	0.0078	0.0797	11.5651	0.0041	0.0254	0.069	0.004	0	0.0893	0.004	0.0039	0.0285	0.0565	0.1117	0.0416	0.0334	0.3076	0.0764	0.0345	0.0116	0.0113	0.0116	0.0273	0.0588	0.0994	0.0768	0	2.7158
taxid:703339|Staphylococcus_aureus_04-02981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:703613|Bifidobacterium_animalis_subsp._animalis_ATCC_25527	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0.0042	0.0046	0	0	0	0	0.0046	0	0.0046	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0.0049	0	0	0	0	0.0047	0.0047	0	0	0	0	0.0091	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0.0745	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0.0046
taxid:706191|Pantoea_ananatis_LMG_20103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792	0
taxid:706587|Desulfomonile_tiedjei_DSM_6799	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.0012	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0.0012
taxid:707241|Sinorhizobium_meliloti_SM11	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:709032|Sulfuricurvum_kujiense_DSM_16994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0
taxid:709986|Deinococcus_maricopensis_DSM_21211	0	0	0.0049	0	0.00250000000001	0	0.0027	0	0	0	0	0	0.0073	0	0	0.00250000000001	0.0024	0.00250000000001	0	0.00250000000001	0	0	0.0026	0	0	0.0026	0	0	0	0	0.0023	0.00250000000001	0	0	0	0	0	0	0.00250000000001	0	0.0026	0	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0	0	0	0.0026	0.0127	0.00250000000001	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0.00250000000001	0	0.0049	0.00250000000001	0	0	0	0.0081	0
taxid:709991|Odoribacter_splanchnicus_DSM_220712	6.0242	14.8783	6.9985	5.701	1.5262	5.1124	8.0984	12.2452	18.1829	6.4578	15.1417	4.5708	11.0209	0.9654	8.641	8.109	11.5874	10.6519	1.8677	16.7061	4.8238	5.0561	7.5669	0.8563	4.7506	9.8438	11.4209	7.9116	0.3474	16.8812	10.0797	5.7289	9.9288	6.6487	3.5075	7.8767	0.2711	4.5001	2.322	10.3959	1.3982	1.4743	4.7691	0.2685	11.3155	7.8656	14.8317	17.7024	3.3863	1.8415	18.2467	0.2435	11.7751	0.0271	3.7824	24.0682	16.1812	10.6016	3.6297	3.2526	9.5309	0.0266	2.6282	4.5581	11.4156	5.372	12.6913	6.4942	2.6472	3.9904	11.3899	0.1062	4.0578	1.5635	5.2987	7.4574	6.1932	12.4725	0.2147	13.3986	3.9251	0.4145	3.7691	13.2974	10.9223	0.4956	0.3855	1.4155	29.3778
taxid:710421|Mycobacterium_chubuense_NBB4	0	0	0.0013	0.0013	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026
taxid:710685|Mycobacterium_rhodesiae_NBB3	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0.0014	0.0014	0	0	0	0	0	0	0.0014	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0
taxid:710696|Intrasporangium_calvum_DSM_43043	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0.0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0.0023	0	0.0041	0	0	0	0	0.0101	0	0	0	0	0	0	0.0022	0	0
taxid:712898|Pantoea_vagans_C9-1	0	0	0	0.0017	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0.0018	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2154	0
taxid:712938|Lactobacillus_fermentum_CECT_5716	0	0	0	0	0	0	0.0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0.0043	0	0	0	0.0085	0	0	0	0	0	0	0	0	0.0282	0	0	0	0.004	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:712961|Lactobacillus_salivarius_CECT_5713	0	0	0.0272	0	0	0	0	0	0.0564	0.1205	0.1007	0.0589	0	0	0	0.038	0	0	0.2578	0	0.0284	0	0	0	0	0	0	0	0	0	0	0	0	0.0911	0	1.2822	0.0574	0	0.0777	0	0	0	0	0.0042	0	0	0	0	0	0.0806	0	0.0042	0.0042	0	0.1268	0	0	0.0239	0	0	0	0	0	0	0.0084	0.0042	0.0296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421	0	0
taxid:71421|Haemophilus_influenzae_KW20	0.0195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714	0	0	0	0	0	0.0372	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0
taxid:714313|Lactobacillus_sanfranciscensis_TMW_1.1304	0.0192	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0.0062	0.0192	0	0.0065	0.0065	0	0	0.0065	0	0	0	0	0	0.194	0	0.1479	0	0	0.0065	0.0603	0.385	0.0262	0	0	0	0.1682	0	0.0764	0	0	0	0.0247	0.0065	0	0	0	0	0.0512	0	0.0865	0	0.0129	0	0	0	0	0	0	0	0.8581	0	0	0	0	0	0	0	0.0129	0	0	0.0392	0.0065	0.0617	0	0.0063	0	0	0.0573	0	0	0
taxid:714359|Bacillus_thuringiensis_BMB171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:714962|Escherichia_coli_IHE3034	0.5082	0	1.2837	0	0.1713	0.1183	0.1144	0.0018	0	0	0.0211	3.5314	0	0	0.0139	0	0.1888	0	0.005	1.3089	0.1178	0	0.0018	0	0	0	0	0.0738	0.0335	3.5288	15.5683	0	0	0	0.00520000000001	0.1242	0	0	0.0017	0.0018	0	0	0.0506	1.2334	0	0	0.0139	0.4451	0.0082	0	0	0.0123	0	0	0.0983	0	0.0297	0	1.5097	0	0	0.0099	0	0	0	0	0	0	0.0018	0	0.2289	0.046	0	0	0	0	0	0.0034	0.1303	0	0	0	0	0.3141	0.2384	0	0.0088	0.0092	0.0204
taxid:715451|Alteromonas_sp._SN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:716541|Enterobacter_cloacae_subsp._cloacae_ATCC_13047	0	0.0032	0.0015	0.0075	0	0.0226	0	0.0133	0	0.1451	0	0.0352	0.0016	0	0	0	0	0	0.0185	0	0	0	0.0337	0	0	0.0894	0	0	0	0.0151	0	0	0	0	5.28	0	0	0.0295	0.4371	0	0	0.0208	0.0112	0.0732	0.0016	0.249	0.0111	0.0077	0	0	0.0773	0	0	0.2035	0.0015	1.3245	0.0544	0.1272	0	0.0424	0	0	0.013	0.0059	0.0016	0	0	0	0.0706	0	0.0048	0.0028	0	0.0035	0	0.0075	0	0	0.1131	0	0	0.00289999999999	0.0767	0	0	0	0	1.4737	0.022
taxid:716544|Waddlia_chondrophila_WSU_86-1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717773|Thioalkalimicrobium_cyclicum_ALM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869999999999	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717774|Marinomonas_mediterranea_MMB-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717785|Hyphomicrobium_sp._MC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0.0037	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0.0019	0.0019	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:718251|Edwardsiella_tarda_FL6-60	0	0	0	0	0.0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0.0024	0.0049	0	0	0.0024	0	0	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0	0.0072	0.0024	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0.282	0	0.0048	0.0048	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0.0071	0	0	0	0.0885	0
taxid:718271|Campylobacter_jejuni_subsp._jejuni_S3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:718274|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_T000240	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0.0018	0	0	0	0.0068	0	0	0	0.0488	0	0	0	0	0	0	0	0	0	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0.0046	0	0	0.0228	0.0036	0.0017	0	0.0017	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113	0	0	0	0.0115	0	0	0.0163	0	0	0	0	0	0	0	0
taxid:720554|Clostridium_clariflavum_DSM_19732	0.0236	0.0018	0.0035	0.0488	0	0	0.0942	0.0171	0.0018	0	0	0.0184	0.0527	0	0	0.0314	0.0368	0.0252	0.0685	0.0018	0	0.1132	0	0.0072	0.0019	0	0.037	0.0037	0.0018	0.0423	0.0055	0.0073	0.0331	0.0145	0.0018	0	0	0.0294	0.0197	0.0018	0.0018	0.1137	0.0018	0	0	0.0317	0.0379	0.0464	0	0.035	0	0	0.0477	0.029	0.042	0.0717	0	0.0017	0.0018	0.0301	0.0397	0	0.0663	0.0034	0.0018	0	0.0017	0	0.0019	0	0.0018	0.0589	0.1019	0.0187	0.0436	0.0034	0.0164	0.0017	0	0.0018	0.0322	0.0183	0.0383	0.00329999999999	0	0	0	0.0478	0.0019
taxid:720555|Bacillus_atrophaeus_1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:72638|Streptococcus_phage_Sfi19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:741091|Rahnella_sp._Y9602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0.0455	0	0	0	0	0	0	0.0038	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:741093|Escherichia_coli_Xuzhou21	0	0	0.2108	0	0.0167	0.032	0.3696	0.0101	0	0	0	0	0	0.0061	0	0.0064	0	0.1256	0.0159	0	0.0173	0	0.3279	0	0	0.0065	0	0	0	0.0355	0.0732	0	0	0.00329999999999	0.0948	0.0017	2.0481	0.0147	1.9352	2.8249	0	0	0	0.0752	0.0048	0	1.2448	0	0.0061	0.0046	0	0	0	0	0	0.0113	5.6683	0.2433	0	0.1318	0.0154	5.6277	0.0017	0.0948	0	0	0	0	0.0051	0.665	0.029	0	0	0.0032	2.0127	0	0	1.6535	0	0	0.0016	0	0	0	1.0681	0	0	0.0153	0.0226
taxid:742013|Delftia_sp._Cs1-4	0	0.0066	0	0	0.0013	0	0.0028	0	0.0013	0	0.0168	0.0356	0.0038	0.0013	0.0067	0.0013	0	0.0027	0	0	0	0	0	0.0136	0.0054	0.0013	0	0	0.0164	0.0066	0	0	0	0	0	0	0.0107	0.0317	0.0027	0	0	0.0013	0.0078	0.0947	0	0.0185	0.0102	0	0	0.0102	0	0.0012	0	0	0	0.008	0	0.0094	0.0269	0.0137	0	0.0013	0.0098	0.0075	0.0121	0	0	0.0156	0	0.0012	0.00790000000001	0.0063	0	0.0039	0	0	0.004	0.0013	0.0207	0.0141	0	0.0013	0	0.0013	0.0353	0	0.0027	0.0126	0
taxid:743299|Acidithiobacillus_ferrivorans_SS3	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:743525|Thermus_scotoductus_SA-01	0	0	0.0072	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0.0076	0	0	0	0.0038	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0.0037	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0
taxid:743718|Isoptericola_variabilis_225	0.0027	0	0	0.00250000000001	0	0.0027	0	0	0	0.0027	0.0106	0	0	0.00250000000001	0	0.0027	0.0051	0	0.0203	0	0	0.0027	0	0	0	0	0	0.0027	0	0	0	0	0	0	0.00250000000001	0	0	0.0054	0	0.0027	0	0	0	0.0372	0	0	0	0.0027	0	0.0026	0	0	0	0	0.00250000000001	0.0161	0	0	0.0117	0.0213	0	0	0.0214	0.0127	0	0.0106	0	0	0	0	0.005	0	0	0.0027	0	0	0.0027	0.0051	0	0.0023	0	0.00250000000001	0	0.0027	0.0027	0	0	0	0.0027
taxid:743720|Pseudomonas_fulva_12-X	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0.0018	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0035	0	0	0	0	0	0	0	0.0017	0	0	0	0	0.0017	0	0	0	0.0038	0.0036	0	0	0.0018	0.0017	0.0037	0	0	0	0	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0.0018	0.0017	0	0	0	0	0	0.0019	0
taxid:743721|Pseudoxanthomonas_suwonensis_11-1	0	0	0	0.00250000000001	0	0.0026	0	0.0133	0	0	0	0	0.0099	0.0026	0	0	0.00250000000001	0	0.0219	0.0024	0	0.0163	0	0	0	0	0	0.021	0	0	0.0106	0.00520000000001	0	0	0	0	0	0.0105	0	0.0026	0.0026	0.0244	0	0.0026	0.0074	0.0075	0	0.00289999999999	0	0.0173	0.0026	0.0026	0.0134	0	0	0.00520000000001	0	0	0	0	0	0.0031	0.0282	0.00250000000001	0.0127	0.0053	0	0	0	0	0	0	0.0026	0	0.0194	0	0	0.0075	0	0	0.0022	0.00250000000001	0.0185	0.0026	0	0.0023	0	0.0233	0.0156
taxid:743722|Sphingobacterium_sp._21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0.0013	0.0014	0	0	0	0.0014	0	0
taxid:743965|Mycoplasma_putrefaciens_KS1	0.0107	0	0	0	0	0	0	0	0.0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:744872|Treponema_caldaria_DSM_7334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0.0028
taxid:745277|Rahnella_aquatilis_ATCC_33071_=_CIP_78.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0.0066	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0.0291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0
taxid:74547|Prochlorococcus_marinus_str._MIT_9313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:745776|Deinococcus_gobiensis_I-0	0	0	0	0	0	0.002	0.002	0	0	0.002	0	0	0.002	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.002	0	0	0	0.002	0	0	0	0.0023	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0.002	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018
taxid:746361|Lactococcus_lactis_subsp._cremoris_NZ9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0
taxid:746697|Aequorivita_sublithincola_DSM_14238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:747365|Thermodesulfobium_narugense_DSM_14796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0.0095	0	0	0	0.0046	0	0	0	0	0	0	0	0.0078	0	0	0	0	0	0	0	0
taxid:747725|Mucor_circinelloides_f._lusitanicus_CBS_277.49	0.000199999999995	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:748280|Pseudogulbenkiania_sp._NH8B	0	0	0	0	0.002	0	0	0	0.0021	0	0	0.002	0.002	0.00599999999999	0	0.0123	0	0.0449	0.0058	0	0.0039	0.0082	0.0226	0.00790000000001	0.0332	0.0042	0	0.0289	0	0	0	0.0452	0	0.0021	0	0	0	0.0299	0.0018	0	0	0	0.0266	0.1829	0	0.0021	0	0	0	0	0.0122	0	0	0	0.0133	0	0	0	0.0021	0	0.0061	0	0.0021	0.0019	0	0.0021	0	0	0	0	0	0	0.0285	0.0264	0	0.0156	0.0333	0	0	0	0.002	0	0	0	0.002	0	0	0	0
