kegg_modules	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
M00152: Complex III (Cytochrome bc1 complex)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00154: Complex IV (Cytochrome c oxidase), cytochrome c oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00155: Complex IV (Cytochrome c oxidase), cytochrome o ubiquinol oxidase/cytochrome c oxidase/quinol oxidase polypeptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00156: Complex IV (Cytochrome c oxidase), cytochrome c oxidase, cbb3-type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00157: F-type ATPase, bacteria	0.0326605	0.0307434	0.0339081	0.0308522	0.0357511	0.033349	0.0158601	0.0343933	0.027282	0.02666	0.0355048	0.0238137	0.0337046	0.0325711	0.030004	0.0308055	0.0366567	0.0299723	0.03129	0.0337731	0.0393072	0.0281757	0.0275818	0.0426265	0.0322796	0.0272158	0.0333784	0.0275122	0.0320973	0.0261218	0.0256095	0.0296009	0.0310631	0.0342902	0.0357637	0.0244259	0.0269915	0.0321311	0.0281994	0.0221249	0.0386898	0.0252516	0.0312629	0.0255763	0.0332812	0.0381424	0.0305678	0.0308819	0.0330344	0.0333557	0.0293513	0.0342939	0.0300615	0.0279444	0.035055	0.0293842	0.0229736	0.0349829	0.0354571	0.0311954	0.0342023	0.0290255	0.0386612	0.0332514	0.0311484	0.0339367	0.0250157	0.031171	0.0253155	0.0314951	0.0273397	0.0269437	0.0324551	0.0347492	0.0323707	0.0426288	0.0309038	0.0165152	0.0353476	0.0317454	0.0362045	0.0266892	0.0297773	0.0340448	0.0368751	0.0266004	0.0297402	0.0271565	0.0281518
M00158: F-type ATPase, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00159: V-type ATPase, prokaryotes	0.00562691	0.0113124	0.00752499	0.00800468	0.00812363	0.00958354	0.0179291	0.0101528	0.0115842	0.0114909	0.0073991	0.00734987	0.00723471	0.015897	0.0107527	0.0116823	0.00809785	0.0144365	0.00714622	0.00663632	0.0065236	0.00489424	0.00571662	0.00872968	0.0114486	0.0108694	0.0122594	0.00908334	0.010585	0.0084573	0.00364429	0.0082106	0.0134088	0.00842475	0.0108381	0.0170379	0.0107702	0.0079916	0.0036138	0.0164728	0.0108151	0.00680185	0.00732255	0.00135068	0.00873435	0.00583531	0.00790896	0.00665136	0.0109925	0.00742487	0.00943241	0.0101511	0.010369	0.0185703	0.0105749	0.0081225	0.00838935	0.00716274	0.00770727	0.00204267	0.00801788	0.0200347	0.00555456	0.00891913	0.0100891	0.00511733	0.0151952	0.00969908	0.00825482	0.0134533	0.0195655	0.012473	0.00411712	0.00975169	0.00627245	0.00771062	0.00800935	0.0161738	0.0123198	0.00527608	0.00688733	0.00669559	0.00794285	0.0103394	0.00663155	0.0161493	0.00804356	0.00333363	0.00738754
M00160: V-type ATPase, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00161: Photosystem II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00162: Cytochrome b6f complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00163: Photosystem I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00164: ATP synthase	0.0326605	0.0307434	0.0339081	0.0308522	0.0357511	0.033349	0.0158601	0.0343933	0.027282	0.02666	0.0355048	0.0238137	0.0337046	0.0325711	0.030004	0.0308055	0.0366567	0.0299723	0.03129	0.0337731	0.0393072	0.0281757	0.0275818	0.0426265	0.0322796	0.0272158	0.0333784	0.0275122	0.0320973	0.0261218	0.0256095	0.0296009	0.0310631	0.0342902	0.0357637	0.0244259	0.0269915	0.0321311	0.0281994	0.0221249	0.0386898	0.0252516	0.0312629	0.0255763	0.0332812	0.0381424	0.0305678	0.0308819	0.0330344	0.0333557	0.0293513	0.0342939	0.0300615	0.0279444	0.035055	0.0293842	0.0229736	0.0349829	0.0354571	0.0311954	0.0342023	0.0290255	0.0386612	0.0332514	0.0311484	0.0339367	0.0250157	0.031171	0.0253155	0.0314951	0.0273397	0.0269437	0.0324551	0.0347492	0.0323707	0.0426288	0.0309038	0.0165152	0.0353476	0.0317454	0.0362045	0.0266892	0.0297773	0.0340448	0.0368751	0.0266004	0.0297402	0.0271565	0.0281518
M00165: Reductive pentose phosphate cycle (Calvin cycle)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000896064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00166: Reductive pentose phosphate cycle, RuBP + CO2 => glyceraldehyde-3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00167: Reductive pentose phosphate cycle, glyceraldehyde-3P => RuBP	0	4.20522e-06	5.24966e-07	0	0	1.18481e-05	6.20981e-05	4.96031e-07	2.61734e-05	6.88534e-05	2.47435e-06	6.00829e-05	7.89798e-05	0.00013566	2.11489e-05	3.82015e-05	0	0.000368106	1.15012e-05	6.13973e-08	2.43458e-05	2.14302e-05	5.06483e-05	4.88293e-05	3.17964e-05	8.53174e-07	9.50028e-05	0.00016158	5.18074e-05	1.15068e-06	3.81246e-06	1.80823e-05	0.000142306	7.39767e-07	9.70393e-05	2.82974e-05	1.57881e-05	0.000360248	1.78209e-06	0.000176762	2.34386e-05	3.49395e-05	2.06098e-05	0.00135946	0.000128031	4.11347e-06	0.000469721	0.000186674	1.20636e-05	1.80478e-05	0	0.000150387	1.66183e-05	1.53405e-05	3.89129e-06	0.000122042	3.82603e-05	3.74235e-05	0.000460262	5.75067e-06	9.29378e-05	1.935e-05	2.87288e-05	0.000113131	7.15517e-05	0	4.16637e-06	0	0	3.70898e-05	0.000724792	5.76738e-05	9.40331e-05	7.82541e-05	0.000204365	3.18355e-05	2.07909e-05	4.54478e-05	3.70146e-06	1.74258e-05	2.47065e-05	2.8675e-05	2.42807e-06	6.85764e-07	3.85162e-06	0.000243593	1.53243e-06	1.81914e-05	0.000144282
M00171: C4-dicarboxylic acid cycle, NAD+ -malic enzyme type	4.56689e-05	0.000122147	0.000435515	4.3442e-05	2.64396e-05	8.25034e-05	0.000112287	7.1557e-06	3.71626e-07	1.54942e-05	2.4736e-05	0.000463381	1.32906e-05	4.35329e-06	0.000108616	0.000137529	1.08894e-05	0.000216753	0.00047505	0.000140527	6.41893e-05	0.000346889	5.49375e-09	3.22673e-05	0.000120276	5.67011e-05	0.000292611	0.000131103	6.06441e-05	1.72863e-08	1.50126e-09	0.000180813	4.49694e-06	0.000211474	6.20296e-05	0.000256653	1.68999e-05	9.56336e-05	6.83569e-05	1.50081e-05	2.36303e-05	0.00010421	0.000162237	5.0879e-06	5.55476e-05	7.57255e-05	8.84898e-05	0.000128882	7.56918e-05	0.000273605	2.46504e-05	0	9.18479e-05	6.81508e-06	5.74637e-06	0.000138965	3.10091e-05	2.66263e-05	0.00010396	0.000206246	0.000296412	7.26708e-07	0.00019007	0.000233664	0.000320169	1.19684e-05	0	0.000141488	2.8189e-05	1.23192e-05	0.000103107	0.000211932	0.000933008	0.000303534	1.49966e-06	3.25986e-06	5.62556e-06	4.90104e-05	8.68817e-07	2.35055e-05	5.45561e-05	1.34708e-05	0.000526781	0	7.15304e-06	1.79518e-07	7.24781e-06	0.000210031	0.000175365
M00172: C4-dicarboxylic acid cycle, NADP+ -malic enzyme type	0.000636588	7.89218e-06	2.35609e-05	5.39315e-06	0	0	1.55473e-06	3.71791e-06	1.47621e-05	6.60236e-06	0	3.70455e-05	0	1.84537e-05	0	1.00249e-05	0	0	1.91935e-05	6.85114e-06	0	0	9.04962e-08	9.01621e-06	0	8.48131e-05	0	0.00037057	3.77751e-06	5.31102e-09	3.50976e-10	5.55633e-06	7.51475e-06	3.11353e-05	0	2.30103e-05	0	3.1896e-06	1.64201e-06	7.10118e-05	8.11765e-06	3.41787e-06	8.50411e-06	9.09775e-07	1.55502e-05	0	0.000662341	0	0	8.32444e-06	0	0	2.30736e-05	3.66233e-06	0	6.59695e-06	1.83784e-08	0	0	5.33694e-05	0	2.17524e-05	6.8085e-05	5.8172e-06	0	0.000508883	0	0.00010294	0.000123538	0	0	9.31902e-06	0.000454463	0	0	1.76521e-05	0	2.85471e-05	0	0	1.36861e-05	3.73244e-06	1.97363e-05	0	4.90045e-08	9.38197e-06	3.28861e-05	0.000865949	4.61323e-05
M00173: Reductive citric acid cycle (Arnon-Buchanan cycle)	0	0	0	0	0	9.55949e-08	6.52254e-08	0	0	1.94375e-07	0	0	0	5.18923e-08	3.5716e-06	0	0	0	0	8.02693e-05	0	0	2.06946e-13	0	0	0	0	0	0	2.05098e-10	4.79716e-15	0	0	0	1.81666e-06	0	0	0	3.55068e-11	0	0	0	0	4.36028e-08	0	0	0	0	2.82525e-08	0	0	0	0	1.69542e-06	7.92506e-09	0	1.2679e-12	0	0	2.13157e-09	1.02171e-06	0	0	0	0	0	0	0	0	0	3.34438e-08	0	0	0	2.56378e-08	0	0	1.08916e-08	0	0	0	0	0	0	2.67476e-10	1.06752e-06	0	7.54097e-08	0
M00174: Methane oxidation, methylotroph, methane => CO2	2.1061e-05	3.21025e-05	8.69292e-05	9.81987e-05	6.48044e-05	1.02127e-06	0.000228704	7.31956e-05	0.000168391	0.000595534	1.60419e-05	0.000154495	7.01612e-05	6.08598e-05	1.1052e-05	6.8198e-07	5.55295e-06	0.000256035	0.000161481	3.29075e-05	0.00016415	7.29786e-06	1.25696e-05	0.000103828	9.11861e-05	0.0003014	1.66449e-06	0.000177999	0.000189436	7.14663e-06	7.44898e-06	7.71092e-05	0.000362509	3.82031e-05	0.00021932	0.000443697	1.27619e-05	0.000347851	7.68497e-07	0.000312825	0.000224453	0.000813822	2.21028e-05	0.000706359	6.69863e-05	4.56731e-05	2.77401e-05	3.8548e-05	0.000101592	5.23757e-05	0.000285161	8.7585e-05	8.24105e-05	6.97954e-05	4.04747e-05	9.97692e-05	2.6388e-07	3.15778e-05	1.64088e-05	0.00026666	2.24869e-06	0.000634741	6.11156e-05	0.000287628	2.75819e-05	0.000226467	9.12019e-05	3.69244e-05	0.000136384	5.26179e-05	8.84163e-06	0.000198086	0.000412036	9.29271e-07	0.000144004	7.86761e-05	6.44103e-06	0.00017658	0.000225285	1.52659e-05	0.000215106	1.75949e-07	0.000147274	0.000125978	1.65325e-05	1.25189e-06	1.50018e-05	0.000372975	1.04242e-06
M00176: Sulfur reduction, sulfate => H2S	0.000749199	1.29836e-05	0.000339929	0.00011717	1.86539e-05	9.56219e-06	2.49766e-06	4.63113e-06	0	0	0.000311803	0.000823447	0.000166557	5.06147e-06	3.85183e-05	3.5064e-07	0.000346807	0.000805424	4.35093e-05	0	0.000815429	0.000119756	1.5294e-11	0.000159039	0.000880288	0	0	0.000526394	6.38037e-06	5.94568e-07	0	0.00055041	0	7.7963e-05	0.00100838	0.000615686	0	0.000518776	5.61169e-08	0	0.000110604	0.00135437	0.000694453	0	0.000604232	4.93381e-05	0.00128774	0.000545065	7.65173e-05	0.000887766	1.51854e-05	1.20299e-05	0.00029402	0	0	0	0.000199415	0.000256265	0.000705304	2.93314e-07	0	0.000435691	0.000522858	0.000368661	0.000520207	0.000324922	0.000273823	0.000181285	0.000329789	1.382e-06	0	0.000104852	0.00030388	0.000467545	3.87375e-06	4.3723e-07	9.46489e-06	0	0	6.15339e-07	0.000198496	0	2.66398e-05	0.000230726	0.00107341	0.000463233	2.70759e-05	0.00197093	0.000301376
M00177: Ribosome, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00178: Ribosome, bacteria	0.0487253	0.0496165	0.0481778	0.0472845	0.0419237	0.0436268	0.045948	0.0416748	0.0385772	0.0468863	0.0471996	0.0526226	0.0531599	0.0457127	0.0541761	0.0491616	0.0453621	0.0471918	0.053702	0.0436869	0.0553697	0.0578541	0.038318	0.0444535	0.0458002	0.0551548	0.0422441	0.0618645	0.0445045	0.0347545	0.0223217	0.0446279	0.0452738	0.0453302	0.0395681	0.045155	0.04078	0.0414818	0.039076	0.0438463	0.0390701	0.0441942	0.0519812	0.0295282	0.0503225	0.0440438	0.0499398	0.0440768	0.0433009	0.0535704	0.0390617	0.0375968	0.0439921	0.0398056	0.0418363	0.0493514	0.0400741	0.0406988	0.046532	0.0328526	0.0482977	0.0409132	0.0315059	0.0458098	0.0502371	0.045038	0.0418468	0.0451873	0.047261	0.0477486	0.0406892	0.050868	0.039517	0.0476772	0.0518966	0.0476894	0.0438515	0.0438886	0.0421987	0.0501389	0.0531025	0.0483786	0.0552921	0.0487057	0.0421068	0.0472017	0.0431607	0.0262393	0.0636711
M00179: Ribosome, archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514506	0	0	0	0	0	0	0	0	0	0	0
M00180: RNA polymerase II, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00181: RNA polymerase III, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00182: RNA polymerase I, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00184: RNA polymerase, archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277867	0	0	0	0	0	0	0	0	0	0	0
M00185: Sulfate transport system	0.00917022	0.00482229	0.00768531	0.00976138	0.0102428	0.00937501	0.00346467	0.00623681	0.00321555	0.00409713	0.00581893	0.00498172	0.00517422	0.00483183	0.00519252	0.00649737	0.0111419	0.000725018	0.00679158	0.0108165	0.00436274	0.0041844	0.00628421	0.011917	0.00900255	0.00365172	0.00987684	0.00353301	0.00671161	0.00479752	0.00781407	0.00431558	0.00091711	0.00691544	0.0103412	0.0030574	0.000581897	0.00632857	0.00724446	0.00199132	0.0134982	0.00264479	0.00675981	0.00626907	0.0101998	0.00413692	0.00463513	0.00156525	0.0049471	0.00922528	0.00333895	0.00640308	0.00485521	0.00178923	0.00718536	0.0097775	0.00254314	0.00461712	0.0058421	0.00656876	0.0106735	0.00791706	0.00358265	0.00539978	0.00759017	0.00506524	0.00227635	0.00494169	0.00341172	0.00321553	0.00134978	0.00722481	0.00337156	0.00966761	0.00750972	0.0150552	0.00354106	0.00442979	0.00582738	0.00460135	0.00740146	0.00562496	0.0037972	0.00498441	0.00751687	0	0.00424227	0.00425008	0.00791654
M00193: Putative spermidine/putrescine transport system	0.000897938	0.00115371	0.0026031	0.000469494	0.00125293	0.00150353	0.0036624	0.00153847	0.00144201	0.00130888	0.00158552	0.00159285	0.00175976	0.00230883	0.000699771	0.00210313	0.000646562	0.00405625	0.000888186	0.00176792	0.000896255	0.0014688	0.00274326	0.00209219	0.0014996	0.00160729	0.00141424	0.00169701	0.000573859	0.00111017	0.00383058	0.00125518	0.00180387	0.00188663	0.00130288	0.00151723	0.00159418	0.00147111	0.00350385	0.00183809	0.00164003	0.00189284	0.00133999	0.0032415	0.00123623	0.00145277	0.0017077	0.00234924	0.00105401	0.00107775	0.000727657	0.00143314	0.00122733	0.00307758	0.00109994	0.00203746	0.00170621	0.00126569	0.00136012	0.00196594	0.00105642	0.00717228	0.00211174	0.00567108	0.00139072	0.000861574	0.00152494	0.00110829	0.00129633	0.00145601	0.00160916	0.00232998	0.00174519	0.00150889	0.00156979	0.00354513	0.0012365	0.00234274	0.000949963	0.000704475	0.00128787	0.00161626	0.00145654	0.00160062	0.00182107	0.00206409	0.000910784	0.00221258	0.00139705
M00194: Maltose/maltodextrin transport system	0.013323	0.0106708	0.0126716	0.00780605	0.0115333	0.00977476	0.00943387	0.0117729	0.00578336	0.00939052	0.00776054	0.00712971	0.010671	0.00789529	0.00703697	0.00852418	0.0147647	0.00393475	0.00901041	0.0116916	0.0052482	0.00870213	0.00926613	0.0138734	0.0106162	0.00835789	0.0096659	0.00904792	0.00927087	0.00644815	0.00885549	0.00604775	0.00611134	0.010604	0.0102484	0.00552692	0.00356452	0.00684128	0.0126956	0.00772103	0.0143379	0.010947	0.0111694	0.0155506	0.0130528	0.00621064	0.00990982	0.00643252	0.00869926	0.0125631	0.00362655	0.0078193	0.00604393	0.0139214	0.00876302	0.0136928	0.00330164	0.00516008	0.00875374	0.00951849	0.0148267	0.0119889	0.00433618	0.0134122	0.012608	0.00807037	0.00492575	0.00473214	0.00593878	0.00763323	0.00631524	0.010512	0.00562442	0.0118461	0.0123191	0.0157917	0.0129725	0.00873242	0.00723852	0.00555125	0.0145067	0.00484289	0.0125932	0.00942439	0.0127947	0.00572244	0.00554207	0.00839932	0.0133295
M00197: Putative sugar transport system	0.0144108	0.0123443	0.0143783	0.00950473	0.0124406	0.0112947	0.0107752	0.0124447	0.00658978	0.0112482	0.00894917	0.00864197	0.0131334	0.00934819	0.00839996	0.00995207	0.0154572	0.00502066	0.0109148	0.0132334	0.00612469	0.0099336	0.00986333	0.015899	0.012478	0.00977422	0.0109811	0.0108609	0.0102662	0.00755869	0.00936255	0.00755413	0.00709539	0.0117217	0.0122476	0.00698521	0.00428587	0.00829987	0.0140551	0.00931923	0.0155421	0.0131042	0.0129806	0.015216	0.0136538	0.0077274	0.0110912	0.00726772	0.00990381	0.0138755	0.00450948	0.00896685	0.00751441	0.0156719	0.00974074	0.0155525	0.00432503	0.00628569	0.00926854	0.0107284	0.0162189	0.014395	0.00573031	0.0140568	0.0145492	0.00940748	0.00611743	0.00602315	0.00690382	0.00914926	0.00783226	0.0125112	0.00718679	0.0139634	0.0143245	0.0168464	0.0141703	0.0101755	0.00826151	0.00690632	0.0153979	0.00629343	0.0151962	0.0104992	0.0139193	0.00698457	0.0069438	0.00978356	0.0147156
M00198: sn-Glycerol 3-phosphate transport system	0.00371572	0.00377742	0.00415839	0.00288394	0.00349437	0.00386308	0.00512592	0.00280987	0.00328104	0.00325867	0.00316974	0.00445088	0.003816	0.00516455	0.00284915	0.00402737	0.00286072	0.00401632	0.00374887	0.00405107	0.00159034	0.00347877	0.00411514	0.00428141	0.00360367	0.00461467	0.00395606	0.00365816	0.00339253	0.00393845	0.00575144	0.00325428	0.00448081	0.00298534	0.00366722	0.00398234	0.00261934	0.00355087	0.00556006	0.00557709	0.00508309	0.00745531	0.0038019	0.00853181	0.00293629	0.00317551	0.00349509	0.00294056	0.0031595	0.00378884	0.00212192	0.00312421	0.00340136	0.00775281	0.00343718	0.00403205	0.00313743	0.00242137	0.00175271	0.006491	0.00348948	0.0129909	0.00350182	0.00344079	0.00403606	0.00239109	0.00338642	0.00314137	0.00304417	0.00332236	0.00415647	0.00420278	0.00364695	0.00453648	0.00552937	0.0042155	0.0036611	0.00409682	0.00278323	0.00300701	0.00390656	0.00377347	0.00394536	0.0033527	0.00388193	0.00418938	0.00314733	0.00737869	0.00493819
M00199: Lactose/L-arabinose transport system	0.000484683	0.000424184	0.00046354	0.000372554	0.000308235	0.000360625	0.000292793	0.000278387	0.000196896	0.000320343	0.000316317	0.000435374	0.000578798	0.000310832	0.000277843	0.000362929	0.0003768	0.000268718	0.000439772	0.00044419	0.000170493	0.000404708	9.77612e-06	0.000520256	0.000486937	0.000397682	0.00038539	0.000550308	0.000291937	3.10327e-05	2.7456e-06	0.000390841	0.000317539	0.0003857	0.000324086	0.000359051	0.000106406	0.000368354	9.32893e-05	0.000333409	0.000433663	0.000755478	0.000450114	0.000116562	0.000301562	0.000389736	0.000249527	0.000281479	0.000321678	0.000504543	0.000152949	0.000442101	0.0003472	0.000488541	0.00026683	0.000494869	2.37583e-05	0.000424018	0.000267007	0.000201541	0.000549351	0.000697802	0.000466405	0.000456522	0.00049378	0.000324998	0.000284676	0.000319442	0.000270295	0.00036422	0.000254471	0.000534326	0.00048308	0.000532233	0.000424161	0.000454405	0.000371096	0.000193718	0.000248248	0.000299415	0.000423832	0.000363821	0.000740911	0.000336936	0.000250792	0.000425346	0.000294245	0.000464241	0.0005104
M00200: Sorbitol/mannitol transport system	0.00011451	2.52109e-06	8.81771e-06	2.74022e-05	0.000220828	4.46663e-06	0.00024841	5.74087e-05	8.54533e-06	0.000105829	0	0.000145354	6.76183e-07	0	0	2.50306e-05	0	4.43996e-06	2.78352e-05	2.97252e-06	5.20384e-06	0	1.22363e-15	0.000104169	8.75577e-05	4.90827e-05	1.9305e-06	8.1949e-05	8.82928e-05	2.13627e-07	6.16339e-11	6.72446e-07	0.000158542	0	8.41487e-06	0.00035575	2.42327e-06	1.02931e-05	2.3384e-09	6.57067e-05	1.02307e-05	8.78145e-05	7.45917e-06	2.41147e-08	8.58314e-05	4.85753e-05	1.76893e-05	1.80986e-06	0	4.45944e-06	1.19373e-05	5.01895e-06	1.76629e-05	0.000280024	0	5.56116e-06	1.73434e-08	3.96083e-06	5.56566e-07	1.97817e-08	0.000121321	0.000139025	2.0175e-05	0.000158324	9.81478e-05	1.10046e-06	7.84304e-07	5.92607e-05	8.97247e-05	0.000285315	0.000320326	0.000111254	5.65586e-05	4.31911e-06	3.05481e-06	2.29854e-06	0	0.000218368	0	5.76313e-06	6.97609e-05	1.03593e-05	0.000103712	1.49905e-05	2.0583e-08	9.96557e-06	8.37941e-05	5.64086e-06	0
