kegg_pathways	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
ko04710: Circadian rhythm - mammal	0	0	0	0	0	2.32181e-05	4.77827e-05	0	0	6.73904e-06	0	0	0	0	0	0	2.12857e-05	2.32369e-05	1.74852e-05	2.63843e-06	0	2.92818e-05	4.1211e-06	2.45438e-05	0	0	5.05407e-05	1.89371e-05	0	5.94814e-06	3.63594e-06	1.06936e-05	1.22591e-05	1.38048e-05	5.33995e-06	0	0	4.03146e-06	4.56482e-06	0	0	1.35834e-05	0	9.74658e-06	0	3.59147e-06	0	0	1.16317e-05	0	0	1.64521e-05	0	0	9.34642e-07	1.5605e-05	1.93475e-06	0	0	2.37529e-05	6.66479e-06	1.60853e-05	2.21725e-05	0	0	3.7579e-06	0	2.7306e-05	8.29806e-06	0	3.3773e-05	0	2.31575e-05	0	2.84437e-06	0	0	3.74089e-05	1.64867e-05	1.77681e-05	0	3.2217e-05	0	0	1.36534e-05	5.22296e-05	0	3.42753e-05	0
ko04711: Circadian rhythm - fly	2.67979e-05	9.82795e-06	1.88702e-05	1.35713e-05	6.67842e-06	5.50628e-06	1.98093e-06	3.80365e-05	1.31508e-05	3.84909e-06	5.83812e-06	1.38492e-05	1.66348e-05	1.91388e-05	3.1204e-05	9.61744e-06	6.31615e-06	1.61557e-05	1.67949e-05	1.7252e-05	1.61765e-05	3.48394e-06	3.91229e-06	3.28921e-06	2.01465e-05	1.76415e-05	1.68889e-05	1.56607e-05	8.50292e-06	3.84204e-06	1.50013e-05	1.16814e-06	2.73946e-06	2.41953e-06	6.00984e-07	4.02058e-05	3.20812e-06	4.60017e-06	1.18967e-05	1.5595e-05	3.64922e-05	2.13491e-05	1.5533e-05	0.000215361	3.00704e-05	5.44773e-07	1.17839e-05	4.95526e-06	3.81448e-06	1.38094e-05	6.12361e-05	2.1918e-06	6.41324e-06	6.19484e-05	6.8245e-07	7.87055e-06	9.75716e-06	1.39044e-05	4.09941e-05	1.26474e-06	2.94576e-06	2.54577e-06	3.00687e-05	5.54923e-05	1.54308e-05	3.87316e-06	1.33439e-05	1.14807e-05	5.00165e-06	1.4943e-05	9.79817e-06	1.89274e-05	5.16085e-05	1.01805e-05	6.12296e-06	7.12542e-06	2.83677e-06	9.42409e-06	1.06711e-05	2.74237e-05	1.34342e-05	1.69923e-06	1.94214e-05	2.8325e-05	7.04027e-05	8.95152e-06	3.02e-05	3.71933e-05	1.85858e-05
ko04712: Circadian rhythm - plant	6.54091e-08	3.21576e-07	9.57162e-08	0	3.81663e-08	4.0067e-06	1.39591e-06	8.84507e-09	0	5.78005e-07	2.12186e-07	6.52728e-09	1.2923e-08	0	2.71853e-06	4.08182e-07	0	6.90819e-09	2.68783e-07	0	0	0	9.64796e-07	4.4266e-09	5.95467e-08	2.38089e-07	6.30634e-07	0	5.94404e-06	5.72117e-07	1.6244e-06	1.00885e-08	8.53012e-09	1.02527e-07	3.27267e-07	2.32866e-07	0	2.90926e-08	7.42786e-07	7.23929e-08	3.07723e-08	4.12423e-06	8.66396e-06	6.44929e-06	0	2.4915e-08	3.14436e-07	6.72077e-07	1.70046e-06	0	3.2393e-07	1.34138e-07	5.83116e-07	1.83523e-07	0	1.02206e-08	9.28248e-07	0	2.24647e-07	3.56437e-07	0	1.36541e-08	2.7223e-08	1.00096e-07	4.53822e-08	6.25975e-06	3.42157e-07	3.01871e-06	5.80259e-07	2.69506e-07	6.12105e-06	1.1238e-06	1.00284e-07	2.35204e-06	3.34803e-07	3.40226e-07	4.32745e-07	2.20785e-07	2.62198e-07	0	0	1.26385e-07	9.90783e-07	1.06145e-08	6.15832e-07	7.13764e-07	7.78719e-07	1.23775e-06	2.10251e-06
ko04722: Neurotrophin signaling pathway	7.24633e-08	1.91553e-06	9.5764e-07	0	1.04391e-07	2.12238e-07	6.53099e-07	0	2.56722e-07	0	0	1.28009e-06	1.89312e-06	1.36306e-07	2.1448e-09	1.11107e-06	1.01992e-06	8.83077e-07	3.45461e-07	0	3.11108e-09	2.08784e-06	2.20798e-08	1.66496e-06	1.6817e-06	2.4851e-07	6.70528e-07	5.51501e-09	2.07386e-06	3.39221e-09	2.7679e-09	1.1481e-06	5.17797e-09	9.74235e-09	2.12598e-07	3.88431e-07	2.33866e-06	0	0	6.55757e-09	4.40607e-07	1.54293e-06	3.40093e-09	6.06107e-07	5.23289e-09	6.11075e-07	1.40241e-09	1.24939e-09	3.53528e-06	4.0151e-08	1.72211e-07	4.96151e-07	3.08841e-07	0	0	2.32117e-06	0	0	0	5.53038e-08	1.96017e-07	4.56593e-08	6.30088e-07	7.56385e-07	1.55192e-09	3.77395e-06	1.70113e-07	8.52934e-07	2.71822e-07	1.24438e-08	1.60648e-06	2.99946e-09	2.21427e-07	8.24e-07	2.61327e-07	1.35862e-06	6.68965e-07	3.50925e-07	1.6158e-06	0	4.40291e-09	8.33462e-07	4.23357e-07	8.38917e-07	2.48268e-06	5.27264e-09	1.03399e-06	2.03917e-08	1.19616e-06
ko04730: Long-term depression	0	0	0	0	0	0	1.51781e-09	0	0	0	0	0	0	0	0	0	0	0	1.11327e-08	0	0	0	1.5662e-09	0	0	0	0	0	0	0	0	0	2.54572e-09	0	0	0	0	0	1.7179e-07	6.71374e-10	0	0	0	6.46325e-09	0	0	2.90398e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02891e-09	0	0	0	0	3.29671e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04740: Olfactory transduction	2.88324e-05	6.8708e-06	6.82486e-06	2.21664e-06	5.53474e-06	1.75955e-05	1.41971e-05	2.70509e-06	2.97675e-06	3.4443e-05	8.00037e-06	2.03144e-06	1.76006e-06	4.58456e-06	1.00039e-05	2.96399e-07	9.29103e-07	2.5127e-05	1.90384e-05	6.64348e-06	6.81367e-06	8.00459e-06	4.01183e-06	7.91538e-07	7.79874e-06	3.45688e-05	1.12081e-05	1.47618e-05	1.19632e-05	0	1.96803e-06	5.11216e-06	5.34652e-06	7.59813e-06	1.57679e-05	1.3125e-05	2.31375e-05	2.75231e-06	1.11966e-05	2.95591e-05	1.14866e-05	4.75083e-06	3.09409e-05	3.17196e-06	2.0333e-05	1.23516e-06	3.90811e-06	2.90937e-06	1.71425e-05	1.10377e-05	1.33383e-05	7.04733e-06	1.67539e-05	0	1.44254e-06	3.81488e-06	5.6143e-06	4.21888e-06	8.2429e-06	2.0938e-05	1.87937e-05	4.70203e-06	5.74438e-09	2.033e-06	1.72314e-05	5.14e-06	9.99765e-06	4.78255e-06	1.61183e-05	5.40835e-06	2.8212e-05	1.35942e-05	7.2423e-06	3.01303e-06	8.46957e-06	7.34092e-09	5.63518e-05	5.92438e-06	2.90563e-05	4.36663e-06	9.38969e-06	8.84627e-08	1.02803e-05	3.37135e-06	8.54037e-06	3.46387e-06	1.49662e-05	2.3616e-06	1.63583e-05
ko04742: Taste transduction	5.62181e-07	4.96726e-06	9.66759e-07	6.26976e-06	1.26548e-05	1.71423e-06	9.9414e-07	4.31433e-06	3.56541e-06	3.45923e-06	2.009e-06	1.51384e-06	3.55739e-06	0	2.01361e-06	1.65175e-06	5.7136e-07	1.13124e-06	3.14403e-06	7.50516e-07	1.65254e-06	1.53256e-06	2.58156e-07	2.08722e-06	1.01262e-06	5.56266e-06	6.58385e-07	1.19814e-06	2.92664e-06	1.91404e-06	1.10996e-06	2.91918e-06	2.16528e-06	3.21345e-06	2.89361e-06	3.59902e-06	4.75305e-06	8.37694e-07	3.86313e-06	5.30888e-06	3.10581e-06	6.90594e-07	1.23129e-06	4.24065e-07	2.49711e-06	1.59977e-06	4.19817e-07	2.21682e-06	1.33227e-05	6.23536e-07	3.55143e-06	1.00594e-06	5.40637e-06	1.02539e-06	5.11167e-06	3.30487e-06	1.73499e-06	5.96075e-07	1.00329e-06	9.83277e-07	1.26791e-06	2.29949e-06	9.94407e-07	1.42511e-07	1.24406e-06	3.87903e-06	1.90602e-06	1.05285e-06	2.93462e-06	1.66607e-06	2.55274e-06	1.59133e-06	5.66806e-06	8.98821e-07	1.4989e-06	2.38955e-06	2.48855e-06	1.29415e-06	4.22867e-06	6.74752e-06	9.66899e-07	3.83315e-07	1.10357e-06	1.38988e-06	4.5127e-06	1.00867e-06	8.31832e-06	3.42352e-07	3.81423e-06
ko04744: Phototransduction	5.22149e-06	6.17878e-06	8.05058e-06	2.55358e-05	1.02625e-05	3.06748e-06	2.77288e-06	4.4194e-06	5.40164e-06	3.20969e-05	8.04679e-06	9.83051e-06	3.48322e-06	3.10255e-06	6.05399e-06	7.45208e-06	2.72141e-06	1.37443e-05	4.47339e-06	6.30225e-06	3.50906e-06	6.11192e-06	2.33775e-05	6.31589e-06	6.72124e-06	1.09148e-05	3.08498e-06	1.52889e-05	2.14868e-05	1.04939e-05	3.44744e-06	2.57581e-06	4.76256e-06	9.6012e-06	4.50243e-06	8.48635e-06	1.34699e-05	2.23359e-05	2.5585e-06	1.05046e-05	1.10067e-05	7.70848e-06	8.70961e-06	3.28633e-06	1.19514e-05	1.48838e-06	1.31269e-05	2.34006e-06	9.30742e-06	1.51559e-05	7.56465e-06	1.06315e-05	8.27843e-06	3.31161e-06	1.3662e-05	7.83922e-06	1.4795e-05	1.98665e-05	7.39776e-06	2.43981e-05	2.86867e-06	9.79419e-07	3.67942e-06	5.55946e-06	8.15492e-06	1.59582e-05	7.00261e-06	3.89226e-06	1.82303e-05	5.59668e-06	6.17356e-06	1.26217e-05	7.23527e-06	5.59838e-06	2.89727e-06	7.10888e-06	6.63725e-06	2.12005e-05	9.574e-06	8.55598e-06	1.19979e-05	2.86635e-06	6.41256e-06	1.04479e-05	1.14532e-05	5.09622e-06	1.47139e-05	2.97223e-05	1.21939e-05
ko04745: Phototransduction - fly	2.28949e-07	1.0968e-06	2.84193e-06	1.21561e-06	2.16934e-07	4.53593e-06	2.12045e-06	1.47036e-06	9.24023e-07	2.41884e-06	3.87404e-07	1.52338e-06	3.8642e-07	7.71252e-08	2.86318e-07	3.73814e-07	1.63495e-07	1.0484e-07	2.4616e-07	3.94974e-07	1.44684e-06	1.56914e-07	6.46604e-07	2.20227e-07	4.88759e-07	3.41932e-07	7.47338e-07	2.17759e-07	4.08255e-07	2.41806e-06	1.50098e-07	4.80516e-07	2.08995e-07	3.12992e-06	8.9418e-08	2.36838e-06	5.71987e-08	5.04374e-07	6.14187e-08	1.83892e-07	6.26379e-07	3.88013e-07	4.07645e-06	3.01264e-07	3.23026e-07	1.14281e-06	3.78303e-07	7.09132e-08	2.23705e-07	4.26227e-06	5.3574e-07	1.28115e-07	6.15525e-07	2.0626e-07	1.26178e-07	2.53787e-07	7.85347e-08	1.38895e-06	2.15732e-07	1.04056e-06	1.15066e-06	2.61319e-07	2.59562e-06	2.26357e-07	4.43066e-07	6.94836e-07	1.82092e-07	4.26427e-07	2.18132e-07	8.61085e-07	4.16135e-07	4.23163e-06	4.51726e-07	2.08716e-07	3.64267e-07	6.36279e-07	2.36319e-06	1.14778e-05	3.41692e-06	1.99405e-07	4.91197e-07	2.16372e-07	2.62685e-07	5.47181e-07	1.68641e-06	2.95905e-07	2.08928e-06	5.17003e-07	1.64049e-06
ko04810: Regulation of actin cytoskeleton	1.15698e-06	1.89734e-06	1.71815e-06	9.0704e-07	9.1611e-07	2.15745e-06	6.17482e-06	7.60562e-07	1.39207e-06	1.92294e-06	2.34221e-06	2.48958e-06	7.68299e-07	8.7477e-07	1.08792e-06	1.59174e-06	1.24853e-06	1.3185e-06	2.32271e-06	2.02972e-06	8.26784e-06	1.52355e-06	1.3982e-06	2.05571e-06	8.73604e-07	2.0234e-06	1.42359e-06	8.86863e-07	1.56594e-06	2.0225e-06	2.17854e-06	1.79658e-06	1.22051e-06	3.78787e-06	1.22834e-06	2.68566e-06	2.02405e-07	4.60913e-06	3.24137e-06	2.16773e-06	1.10848e-06	3.62527e-06	1.07137e-06	3.37772e-06	1.46197e-06	5.61031e-06	1.64873e-06	3.14681e-06	0	4.69767e-07	2.35946e-06	4.4213e-07	6.26521e-07	2.89414e-06	1.69731e-06	2.38507e-06	2.12599e-06	7.54966e-06	1.27777e-06	2.97705e-06	2.1753e-06	2.0323e-06	2.94347e-06	1.17526e-06	1.14279e-06	2.19001e-06	7.56055e-07	1.81704e-06	1.6034e-06	2.71159e-06	1.45914e-06	1.35674e-06	4.29587e-06	2.23463e-06	3.95306e-07	1.8343e-06	2.98615e-06	2.54627e-06	5.58833e-07	2.96114e-06	2.14128e-06	2.3187e-07	8.83154e-07	1.36828e-06	1.30912e-06	3.68748e-07	4.58406e-07	2.07468e-06	9.11542e-07
ko04910: Insulin signaling pathway	0.000331175	0.000347444	0.00037709	0.000328266	0.000502537	0.000325948	0.000219696	0.000256399	0.000370795	0.000410754	0.000229156	0.000304581	0.000359345	0.000300745	0.000321329	0.000290469	0.000289263	0.000282965	0.000351156	0.000443225	0.000189501	0.000349342	0.000204523	0.000385193	0.000371828	0.000265872	0.000222422	0.000151275	0.000463344	0.000393376	0.000372109	0.000274943	0.000168124	0.000236255	0.000476217	0.000440712	0.000485641	0.000257166	0.000293189	0.0003719	0.000383979	0.00026116	0.000299199	9.70931e-05	0.000458715	0.000195156	0.000186215	0.000255895	0.000370212	0.000347023	0.000377842	0.00039359	0.000329005	0.000285144	0.00050001	0.000290837	0.000378782	0.000159064	0.00061758	0.000260759	0.000304067	0.00015474	0.000164882	0.000197415	0.000256436	0.000385944	0.000371391	0.000278161	0.000429759	0.000339925	0.0002824	0.000382152	0.000310835	0.000329368	0.000197206	0.000201196	0.00038714	0.000145991	0.000453651	0.00031358	0.00025014	0.000175978	0.000327903	0.000341776	0.000351878	0.000244131	0.000358739	0.000291751	0.00035048
ko04912: GnRH signaling pathway	1.20148e-08	0	1.67783e-07	0	3.20149e-07	0	0	0	0	0	0	0	0	0	1.23168e-07	0	9.62904e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96951e-07	2.43554e-07	0	0	1.21267e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67505e-07	0	0	0	0	0	0	0	0	3.75211e-07	2.74227e-06	0	0	0	0	0	0	0	0	0	0	4.7245e-07	0	0	0	1.70027e-07	2.11725e-07
ko04914: Progesterone-mediated oocyte maturation	0	6.71213e-06	0	0	0	0	3.3148e-06	3.24581e-06	0	7.04347e-06	0	0	0	0	8.19257e-06	0	0	8.13016e-06	1.08185e-05	0	0	0	0	0	0	6.95327e-06	0	9.0661e-06	0	0	0	0	2.14024e-06	0	0	2.90613e-06	0	3.4545e-06	4.54924e-06	8.37821e-06	0	5.77663e-06	5.22661e-06	2.25348e-06	7.02095e-06	3.77881e-06	3.84886e-06	5.78001e-06	0	7.63092e-06	0	3.85452e-06	0	0	0	5.45778e-06	0	0	3.72712e-06	4.65473e-06	3.76411e-06	0	3.25988e-06	0	7.00061e-06	0	1.86862e-06	0	0	0	0	0	4.09873e-06	0	0	0	0	0	5.57762e-06	0	0	0	0	3.29276e-06	1.93739e-06	8.43165e-06	0	3.42244e-06	4.74798e-06
ko04916: Melanogenesis	0	0	0	0	1.05176e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04920: Adipocytokine signaling pathway	7.43485e-06	1.58519e-05	9.76701e-06	5.74244e-06	4.64548e-06	7.10708e-06	1.18672e-05	5.36277e-06	6.70577e-06	8.35783e-06	7.18847e-06	7.63198e-06	1.31891e-05	1.41602e-05	6.33139e-06	7.72161e-06	5.85257e-06	5.13873e-06	7.13915e-06	6.2395e-06	6.79705e-06	1.44679e-05	4.91835e-06	9.5216e-06	9.03511e-06	7.46223e-06	9.52391e-06	1.35005e-05	5.36923e-06	1.20989e-05	1.18724e-05	1.09537e-05	5.76819e-06	3.98105e-06	1.46315e-05	8.55716e-06	9.54751e-06	7.90491e-06	3.34565e-06	1.09276e-05	9.99732e-06	6.66956e-06	8.27947e-06	6.20447e-06	7.52361e-06	3.80905e-06	6.52007e-06	4.79994e-05	3.9487e-06	8.66754e-06	8.72915e-06	9.90468e-06	7.08557e-06	1.71078e-05	4.70122e-06	1.33099e-05	8.4283e-06	6.82872e-06	1.02508e-05	4.98725e-06	5.58947e-06	5.57765e-06	4.97402e-06	4.30682e-06	6.65427e-06	5.80023e-06	9.83796e-06	3.35714e-06	1.32026e-05	7.08801e-06	7.11734e-06	8.73979e-06	1.02082e-05	9.44843e-06	7.2227e-06	1.03848e-05	1.08123e-05	1.04934e-05	3.05193e-06	7.18948e-06	7.49903e-06	7.629e-06	6.83509e-06	6.42002e-06	7.5053e-06	2.10388e-05	2.34624e-05	1.78172e-05	9.50823e-06
ko04930: Type II diabetes mellitus	0	1.58212e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63149e-06	0	0	0	0	0	0	0	0	5.1764e-06	0	0	0	0	0	2.39476e-06	0	0	0	0	3.49654e-06	0	0	0	7.84709e-08	5.60826e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76291e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69657e-06
ko04940: Type I diabetes mellitus	0	0	0	8.32478e-06	0	0	0	2.80784e-09	0	0	0	0	6.89989e-06	0	0	0	0	0	0	0	0	0	0	0	3.3553e-06	0	0	0	0	0	2.25741e-06	0	0	2.0059e-06	0	0	0	0	0	0	0	0	0	0	0	8.57221e-09	0	0	0	0	0	0	0	0	5.86461e-09	0	0	0	0	0	9.73004e-09	3.52465e-07	1.35769e-05	0	4.58154e-09	0	0	0	0	0	2.78542e-06	0	0	0	0	0	0	0	0	0	0	0	0	6.42282e-09	0	3.22464e-09	8.43422e-09	2.38052e-07	0
ko04950: Maturity onset diabetes of the young	1.76047e-07	4.03194e-07	2.20343e-06	3.61511e-08	2.61308e-08	4.72731e-06	1.89628e-05	6.77813e-06	1.35216e-06	4.94859e-06	2.66119e-06	1.17423e-06	2.81202e-06	1.01381e-05	6.09645e-08	1.70791e-05	7.02534e-07	9.13896e-07	1.67604e-05	3.32464e-06	0	2.26779e-05	1.24209e-07	1.38994e-06	1.28139e-05	1.51007e-06	1.27919e-05	1.01544e-07	8.61514e-08	6.30662e-06	7.4301e-06	1.82649e-05	8.68072e-07	3.67598e-07	3.77486e-06	2.13717e-06	0	2.24886e-05	5.99203e-06	5.98222e-08	1.34886e-06	4.1777e-06	4.06988e-06	2.82639e-06	2.71042e-06	1.04588e-06	3.25635e-06	7.30967e-07	2.99192e-07	8.36574e-08	4.41523e-07	9.15124e-06	1.7178e-07	2.14468e-06	1.5412e-05	9.70169e-07	5.96673e-07	9.61566e-06	1.61428e-05	4.75893e-07	1.10126e-05	1.02205e-05	5.63879e-08	3.76328e-08	4.54993e-07	2.60782e-06	9.52832e-07	1.02588e-05	7.09042e-06	8.23646e-08	5.12699e-06	8.68293e-08	4.09017e-05	4.82733e-07	2.33471e-06	2.05766e-06	6.6198e-06	1.86409e-06	7.10043e-06	1.08422e-06	1.57907e-06	1.39214e-05	4.63488e-06	1.10714e-06	3.40129e-06	5.09835e-06	2.44129e-05	6.70059e-07	1.15062e-06
ko04960: Aldosterone-regulated sodium reabsorption	4.78687e-07	1.29918e-08	6.08259e-07	8.2657e-06	5.70158e-08	4.10403e-08	5.08757e-07	3.77506e-07	1.01351e-08	5.93747e-08	7.78274e-08	1.54126e-08	4.1816e-07	0	1.14613e-07	1.32755e-07	7.79626e-07	1.76147e-06	5.03527e-08	8.57637e-09	9.45167e-08	7.49116e-08	3.81211e-07	2.61291e-07	1.73706e-06	5.15728e-08	2.39343e-06	1.26795e-07	2.51424e-07	2.08432e-06	4.33407e-08	4.91939e-06	0	1.31932e-08	9.1855e-08	3.50179e-07	4.96989e-09	1.49796e-08	1.93011e-08	2.48721e-06	1.25181e-06	5.78407e-06	2.2153e-07	8.70628e-09	2.05248e-06	4.65711e-08	1.51658e-07	6.2332e-09	0	2.93962e-08	4.52891e-08	8.77551e-07	1.03941e-08	1.29218e-06	6.16826e-08	1.77343e-08	1.50404e-06	1.07387e-07	6.66007e-07	1.81594e-07	2.11884e-08	5.96437e-07	1.31241e-06	7.93411e-08	3.68866e-08	0	4.37975e-06	3.93715e-06	1.42578e-08	2.84081e-08	0	3.99673e-07	2.02805e-06	3.32709e-06	4.17899e-08	7.64271e-06	2.10462e-08	1.71392e-05	5.67803e-08	4.74146e-08	1.35805e-07	1.00702e-07	3.82455e-06	7.47014e-08	1.03836e-07	5.91675e-09	5.653e-08	2.16988e-06	3.78008e-06
ko04962: Vasopressin-regulated water reabsorption	4.68061e-05	3.71599e-05	1.85686e-05	7.01034e-06	2.35122e-05	2.68524e-05	5.36247e-05	6.75186e-05	1.96748e-05	2.98442e-05	2.23034e-05	2.79503e-05	8.06626e-05	2.95131e-05	8.04933e-05	4.23378e-05	2.06307e-05	3.81469e-05	4.99385e-05	5.86451e-05	1.39657e-05	2.9131e-05	4.02963e-05	5.39712e-05	4.48833e-05	2.71008e-05	4.89421e-05	2.26192e-05	9.06717e-06	3.3743e-05	2.00177e-05	5.79511e-05	2.82502e-05	5.58053e-05	4.23549e-05	3.91158e-05	4.52012e-05	1.97214e-05	2.81428e-05	6.07542e-05	3.58448e-05	5.03184e-05	3.76455e-05	1.48054e-05	4.78961e-05	2.50124e-05	3.31026e-05	3.08335e-05	1.34528e-05	3.7794e-05	1.37205e-05	1.58815e-05	2.32335e-05	3.122e-05	3.32152e-05	4.5235e-05	0.00010152	1.7341e-05	4.0339e-05	4.82345e-05	3.41298e-05	5.13509e-05	3.38526e-05	3.16886e-05	4.51988e-05	2.04638e-05	2.4938e-05	2.99135e-05	4.97157e-05	5.58884e-05	3.57867e-05	3.83793e-05	1.22456e-05	3.60492e-05	4.34259e-05	1.78361e-05	1.48919e-05	3.79462e-05	8.53013e-06	4.43698e-05	9.79564e-06	6.36523e-05	3.91661e-05	4.42067e-05	5.82665e-05	2.7354e-05	5.28553e-05	3.80321e-05	2.48184e-05
ko04964: Proximal tubule bicarbonate reclamation	1.42917e-06	2.15747e-06	0	1.64493e-06	0	2.15821e-06	4.98171e-06	2.97176e-06	8.36147e-07	1.64143e-06	0	0	4.51032e-07	0	1.20641e-06	1.89523e-06	5.09616e-07	3.18386e-06	1.86767e-06	9.14148e-07	3.35503e-07	1.68507e-06	3.03748e-07	2.43655e-06	0	2.57062e-06	2.9224e-06	2.5457e-06	2.94398e-06	1.29342e-06	9.05239e-07	9.96062e-07	4.44227e-06	1.69533e-06	9.19932e-07	3.6105e-06	1.80339e-06	0	0	0	1.0157e-06	4.00852e-07	7.75235e-06	1.73813e-06	6.55901e-07	0	5.22847e-06	1.69661e-06	1.07668e-06	7.17381e-07	3.80942e-07	0	6.68909e-06	2.10449e-06	1.32522e-06	1.34779e-06	1.60166e-06	7.14223e-07	3.73235e-06	1.55072e-06	1.74355e-06	8.57621e-07	2.59414e-06	2.74576e-06	5.96767e-07	1.04784e-06	4.27953e-06	1.95457e-06	1.51807e-06	8.06937e-07	3.50032e-06	0	1.00254e-06	0	6.54838e-06	0	5.46435e-06	1.91351e-06	2.17678e-06	8.0397e-06	5.58065e-07	4.89032e-07	7.68065e-06	5.12159e-07	1.98195e-07	4.16463e-06	4.06812e-06	0	8.91956e-07
ko04966: Collecting duct acid secretion	0	5.50304e-07	0	0	0	2.15413e-07	0	0	7.78117e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51067e-08	0	0	0	0	4.86794e-06	0	0	8.82329e-07	6.45748e-08	0	0	0	3.66354e-08	0	0	0	0	0	2.95592e-07	9.1917e-08	2.34154e-08	0	0	0	0	0	0	0	0	4.73787e-08	0	0	2.59469e-07	0	0	0	4.5168e-08	0	0	0	0	0	0	0	6.54744e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42513e-06	0	0	0	0	4.08358e-06	0
ko04970: Salivary secretion	9.3136e-07	1.41073e-05	1.83462e-05	2.17977e-06	2.9648e-06	1.5867e-05	2.27098e-05	1.82975e-05	1.09095e-05	1.28947e-06	7.19521e-06	4.16313e-05	1.05364e-05	1.63855e-05	1.74976e-05	1.59384e-05	1.34512e-05	9.7082e-06	1.62146e-05	2.75436e-05	9.41397e-06	4.00071e-05	4.36225e-05	6.32499e-06	1.54349e-05	3.28248e-05	2.2681e-06	2.72538e-05	2.18163e-05	1.33151e-05	2.49284e-06	1.63225e-05	2.46754e-05	1.40232e-05	2.52071e-06	6.51698e-06	3.44584e-06	2.50214e-05	3.22596e-05	3.31608e-05	2.21246e-06	9.92652e-06	4.40245e-06	3.67145e-06	1.09888e-05	0	4.39077e-05	1.1083e-05	1.01884e-05	2.95071e-06	7.22147e-06	1.42317e-05	7.91294e-06	1.80073e-05	1.86045e-05	2.22667e-05	3.48374e-06	8.71295e-06	3.56417e-07	5.61354e-06	2.787e-05	2.54351e-05	1.33691e-05	1.69345e-05	1.67111e-05	3.64333e-05	1.57994e-05	2.15505e-05	1.4335e-05	7.16323e-06	1.73009e-05	4.0897e-06	4.26338e-05	1.69604e-05	1.61729e-05	1.87694e-06	1.65029e-06	2.13893e-05	1.13167e-05	1.45301e-05	1.47809e-05	1.23387e-05	2.95798e-05	1.54192e-05	1.31026e-05	1.05397e-05	4.65192e-06	4.58286e-05	3.06989e-05
