NormalizedPercentage	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:1004952|Streptococcus_suis_D12	0	0	0.00103675896254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241833656795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111315521035	0	0	0	0	0	0	0	0	0.000282825525991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000334025775644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000986697021247	0	0	0	0	0	0	0	0	0	0.00287415713098	0	0	0	0	0	0	0.00210313390106	0	0	0	0	0	0.000589376344971	0.00241522335847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000770895440228	0	0	0	0	0	0.000142293948008	0	0	0	0.000369144276258	0.000516636759385	0	0	0	0	0.00396280710859	0	0	0	0	0	0	0	0.00201991450323	0	0.000163659482221	0	0	0	0	0	0.000112507469181	0	0	0.00302809786336	0	0	0.000484748315265	0	0	0	0	0	0	0.000709755116456	0	0	0	0	0	0	0	0	0	0.000243818827791	0.00303625893719	0	0	0	0	0	0	0	0.000307074307219	0.00119088065595	0	0	0.000891573114853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177860369926	0	0	0	0	0	0	0.00044034154649	0	0	0	0	0	0	0	0	0	0	0	0.000624681937916	0	0	0	0	0.000518051826532	0.000258140776155	0	0	0	0	0	0.00116829967774	0.000381008738535	0	0.000480410357564	0	0	0	0	0	0	0	0	0	0	0	0.000830128795119	0	0	0	0	0	0	0	0.000627124387082
taxid:1005041|Streptococcus_suis_SS12	0.00108590324023	0.00074055509738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000881479170937	0.00178399115463	0	0	0	0	0.000212756729048	0.00069498455577	0	0	0	0	0	0.000489385162418	0	0.000490331881886	0	0	0	0	0	0	0	0.000442032690936	0	0	0	0	0	0	0	0	0	0	0	0	0.000519937550475	0.000531789861097	0	0	0	0	0	0	0.00103562837891	0.000519303481616	0	0	0	0	0.00176526436599	0	0	0	0	0	0	0	0.000793629262401	0	0.0021690928026	0	0	0.000534510004415	0.000843333735112	0	0.000339252972659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155840428372	0	0	0	0	0	0	0	0	0.00142761185493	0	0	0	0	0.00234997555883	0	0.000624381822812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000844139091742	0	0	0	0	0	0	0	0	0	0.00151028216903	0.000613603031512	0.000419083773095	0	0.000513527951697	0	0	0	0.00020987277176	0.000989406600734	0	0	0	0	0	0	0	0	0	0	0.000840603599997	0.00613105022807	0	0	0	0	0	0	0	0	0	0	0	0	0.00107574687873	0	0.000322833456625	0	0	0	0	0	0	0	0	0	0	0	0	0.000340773617006	0	0	0	0	0	0	0	0	0.000788142434172	0	0.000670002185112	0	0	0	0	0.00144740451906	0	0	0	0	0	0	0.000354534264925	0	0	0.000497973983692	0	0	0	0.00028736966151	0.00104642636531	0	0	0	0	0	0	0	0	0	0.00127406739822	0.000309407263433	0	0.000574511783257	0	0	0.00251248035331	0	0	0	0.00084476037081	0	0	0	0	0	0	0	0	0	0	0	0	0.000824943583077	0	0	0	0	0.00124537745567	0.00205588357341	0	0	0	0	0.000430240292524	0	0	0	0	0	0.00113419656682	0	0.00107869334748	0	0	0.000538077908744	0	0	0.000651838186161	0	0	0	0	0	0	0	0	0	0	0.00222843112923	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1005042|Streptococcus_suis_D9	0	0.00213924256837	0	0	0	0	0	0	0.000375058603853	0.0034649632816	0	0	0	0	0	0.00113306351101	0.00155736239765	0.000636212863815	0	0	0	0	0	0.000958166552279	0	0	0.000727364289666	0	0	0	0	0.00280923721773	0	0.00304539346421	0.000471229206073	0	0	0	0	0	0.00273383542098	0	0	0.000216957487022	0	0.000424351281744	0	0	0	0	0	0	0	0	0.00075961011519	0	0	0	0.000512060710635	0	0	0	0	0	0	0.003988828238	0.0030002254193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125317229588	0	0	0	0.0121806968305	0	0	0	0	0	0	0	0.000428289117061	0	0	0	0	0	0	0	0	0	0.000620340731196	0	0.0021761560039	0.00343763466566	0	0	0	0	0	0	0.00246967849067	0	0	0.00090511703412	0	0.000601217554688	0.00098309903871	0.00122131543373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002976918763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148455695744	0	0	0.00256747962471	0.000304088212577	0	0	0	0	0.000310856489206	0	0	0	0.00110618050698	0	0	0	0	0.000299364726443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00362363690275	0.000313050240958	0	0	0	0.000516869238362	0	0	0	0.000462733220208	0.000958998772339	0	0	0	0	0.000503802222879	0	0	0.00742455879181	0	0	0	0	0	0	0	0.00059585680277	0.00137868166332	0	0	0	0.000483853705868	0	0	0	0.00040671008178	0	0.00150153508766	0	0.00400772846315	0	0	0	0	0.00028640278768	0.00148429670067	0	0	0	0.000346141011687	0	0	0	0	0	0	0	0.00221741649735	0	0	0	0	0	0	0	0	0	0	0.000517562502666	0	0	0	0	0	0	0	0	0.00144480692282	0	0.00275460995993	0	0	0	0	0.00214575739613	0	0	0	0	0	0	0	0	0.000691805657016	0	0	0.00217593538522	0
taxid:1005048|Collimonas_fungivorans_Ter331	0	0	0.00109087646606	0	0	0	0	0	0	0	0	0	0	0	0.000264499055362	0	0	0	0	0	0	0	0	0	0	0	0.000305375044887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000357727295918	0.000713629385048	0.000867913773048	0	0.000341446844629	0	0	0	0	0	0	0	0	0	0.000216082108212	0	0	0	0	0	0	0	0	0	0	0.00049742664648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192376429984	0	0	0.00036991557872	0	0	0	0	0	0	0	0	0.00195495741003	0	0	0	0	0.000388741766382	0	0.00262277814032	0	0	0	0	0	0	0.000741444159388	0.00113999181283	0.00289639451527	0	0	0	0	0	0	0	0.000496112834405	0.000169419663728	0	0	0.000128835036673	0	0	0	0	0	0	0	0.000166494097495	0	0	0	0	0.000257386247873	0	0	0	0.000403979924797	0	0	0	0	0	0	0	0	0.000127667735253	0	0.000155365255801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141690098639	0	0	0	0.000128305790461	0	0	0	0	0	0	0	0	0	0	0.000124710921284	0	0	0	0	0	0.000149360686751	0	0	0	0	0.000249826655335	9.71364554871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018251449643	0	0	0	0	0	0	0	0.000120242724844	0	0	0	0	0	0	0	0	0	0	0	0	0.000186191066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737570063899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304513330012	0
taxid:1005057|Buchnera_aphidicola_str._Ua_(Uroleucon_ambrosiae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251528312217	0
taxid:1005058|Gallibacterium_anatis_UMN179	0	0	0	0	0	0.000217882331183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307696603149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000987181760912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000955142503245	0	0	0	0	0	0	0	0	0	0	0.00126782404796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521467081649	0	0	0.000311361055248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447146277497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209171295413	0	0	0.00121765507699	0	0	0	0	0.000204568159468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1005090|Buchnera_aphidicola_str._Ak_(Acyrthosiphon_kondoi)	0	0	0	0.00211062589317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522898644529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1006007|Bacillus_megaterium_WSH-002	0	0	0	0	0	0.00393241921578	0.00185845913219	0	0	0	0	0	0	0	0	0.000486163567921	0	0	0.00464317410366	0	0	0.00036418462998	0	0.00041112052872	0	0	0.000312090200423	0	0	0	0	0.000602679715498	0	0	0.000202190318466	0	0	0	0	0.00834823748041	0	0	0	0.000372359801382	0	0.000546229221523	0	0.000159602181283	0	0.000714276951016	0.000295578686408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252148857471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220833724263	0	0	0	0.00064696505707	0	0	0	0.000329407856546	0.000183766014199	0	0	0	0.00274836864224	0	0	0.000204087612193	0	0	0.000266169601506	0	0.000466861635263	0	0	0.000228048411719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482660876174	0.000670113168366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316821869405	0	0	0	0	0	0	0.000577576279641	0	0.00140701248565	0	0.000211087825661	0	0.000331588782923	0	0	0	0	0	0	0	0.000652375656585	0	0	0	0	0	0	0	0	0	0.000200772421402	0	0.000160413371504	0	0	0	0	0	0	0.000496804407281	0.00367156208361	0	0	0	0	0	0	0	0	0.0130101898922	0	0	0	0	0	0	0	0	0.000208465245903	0.00155241161189	0	0	0	0	0.000411477609387	0.000970826866726	0	0	0.000118727268091	0	0	0	0	0.000214382051399	0	0.000897044952544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000459023368279	0	0	0	0	0	0.000148518726101	0	0.0023580410594	0.00698917482648	0	0	0	0.00041843698878	0	0	0	0	0	0	0.000763493955804	0.00477603355068	0	0	0.000222832002483	0	0	0	0	0	0	0	0.000163885032004	0	0.00206641105208	0	0	0.00118541939614	0	0	0	0	0	0.0105337881565	0	0	0	0	0	0	0	0.00424823054508	0.0086470281121	0	0.000539495764024
taxid:1006543|Staphylococcus_aureus_subsp._aureus_T0131	0	0	0	0	0	0	0	0	0	0	0	0	0.00386985503538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000458161300771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287458255967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187162424386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273553376871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1006551|Klebsiella_oxytoca_KCTC_1686	0	0	0	0	0	9.8258214882e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125233416279	0.0150184667015	0.00986976345958	0	0	0.000298703857873	0	0.00191470193369	0.00109396040427	0.000512005412239	0	0.00235894860942	0	0	0.091214427704	0	0.000870652406348	0	0.0124565711546	0	0	0.00340062882254	0	0	0	0	0.000402861217987	0.000269694503365	0	0	1.89384187473	0	0	0	0.00382395399347	0.0341263881377	0.00429304483969	0.00196895057971	0.00908621973866	0	0.00119581737045	0	0.000207774895365	0.00127224139654	0	0	0	0	0	0	0.00207225807018	0	0	0	0	0	0.00368587890426	0	0	0	0	0.000236468226655	0	0.00562406860678	0	0	0	0	0	0.000435257866976	0	0.00109282648819	0.000122059703924	0.00367098438631	0.000664066463464	0.000233487138105	0	0.0849196072822	0.00364102714239	0.000588599376049	0	0	0	0	0	0	0	0	0	0	0	0.00420110304683	0	0	0.00659858579766	0	0	0.0351187849073	0	0	0	0	0.0018027942012	0.000494171262649	0.000784748929638	0.00123851423217	0	0.00287030544028	0	0.0394903255217	0	0.134854604867	0	0.059044820117	0	0.00160935933184	0	0	0.0132663402865	0	0	0	0.000723422243749	0.000690680847333	0	0	0	0	0	0	0	0	7.36637177911e-05	0	0	0.000357588503087	0	0	0	0	0	0	0	0	0.00708108851035	0	0	0.000281700623281	0	0	0.000599498420888	0.000270572094158	0	0.00233986754728	0.0410750145485	0.000110844900996	0	0.000809356241659	0	0	0.0676472899672	0	0.00120679115483	0.000241348172134	0.00947567152281	0	0.000581501755219	0.00327069303155	0	0	0	0	0.000480683891346	0	0	0.00423315741666	1.51443339254	0	0	0	0	0.0407873954428	0.00663916539871	0.00917003616608	0.00164615905288	0	0	0.01432225226	0	0.000914450001445	0.000114111700259	0	0	0	0	0	0	0	0	0	0.000412382064079	0.000148838426043	0	0	0	0	0	0.00481132016703	0	0	0	0	0	0	0	0.000108599553648	0.00142389447352	0.00181484268603	0	0	0	0.000307753500065	0.00201295425063	0	0.000148252174483	0	0	0.00324884899138	0	0	0	0.000277340754834	0	0	0.00432839456527	0.00192753082486	0	0.000289548809918	0.00656103774626	0	0	0.0109846344675	0	0	0	0	0.00549632393914	0	0.00166112112341	0.000154319382455	0	0.00479369694474	0	0.0363549336047	0	0.115085038282	0	0.0405618166995	0	0.000755444717997	0.00329474942436	0	0.00434701296398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1007064|Streptococcus_suis_ST3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728836765598	0	0	0	0.000518826186721	0	0.00197903759718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577692977626	0	0	0.000455483183433	0	0.00119778466758	0	0.000397075228594	0	0	0.000265745204684	0	0	0	0	0.000268688710335	0	0	0	0	0	0	0.00122364027511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000459709912192	0.000359420635076	0	0	0	0	0.00260475835104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000359561708284	0	0	0	0	0	0	0	0	0	0	0.0038243262583	0	0	0.000306204328341	0.00130558877108	0	0	0	0	0	0.000558834678769	0	0	0	0	0	0	0	0	0	0	0	0.00211322356508	0	0.00492042681019	0.000235264870345	0	0	0	0	0	0	0	0	0	0	0	0	0.000598381483628	0	0.000690431628797	0	0	0	0	0	0	0	0.000514677146654	0	0	0	0	0.000540762924892	0	0	0.00132820842054	0	0	0	0	0	0	0	0.000319785476175	0	0	0	0	0	0	0.000348670880329	0	0.00261928657817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260074593131	0	0	0	0	0	0	0.0036636736816	0.000952037586464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005169343458	0	0.000739174457367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003932990104	0	0
taxid:1007105|Pusillimonas_sp._T7-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373170216498	0	0	0	0	0	0.000102628175619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241895709641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000589792885596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000752197682878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300781451631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125540619824	0	0	0	0	0	0.000288729541123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00090205807399	0	0	0	0	0	0.00030125938929	0	0	0	0	0	0	0	0	0	0	0.00139430350558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239257004992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1008297|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271731987486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00658137734604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022666842881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1008459|Taylorella_asinigenitalis_MCE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000645702842117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059173382582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919414399992	0	0	0	0
