family	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	5	0	9	1	2	7	4	1	1	5	4	4	4	2	2	3	2	1	6	13	4	4	1	8	4	9	0	1	7	2	1	3	0	7	1	1	2	10	1	8	9	2	5	3	0	6	3	5	4	0	6	4	2	3	3	2	0	3	0	9	8	3	1	1	3	1	5	2	6	6	5	7	1	7	9	2	4	5	0	1	7	2	2	0	7	2	0	6	8	0	1	4	7	0	2	1	3	3	1	2	5	5	0	4	6	10	13	4	6	4	2	5	1	4	9	4	3	4	9	17	1	12	6	2	8	4	0	3	6	5	1	3	1	6	7	1	0	1	0	3	0	7	2	1	3	0	1	5	9	0	8	4	4	0	1	8	6	4	11	4	2	10	6	4	11	19	6	9	12	5	4	5	1	0	8	0	2	4	0	6	0	9	1	3	1	12	2	5	1	0	0	4	1	5	2	0	5	5	0	4	5	1	0	8	0	5	6	3	4	0	9	3	1	0	17	3	2	11	5	7	4	14	6	3	3	7	5	1	7	5	0	6	8	1	3	1	2	0	3	1	1	3	0	11	7	2	0	5	5	7	1	2	7	6	2	3	4	8	18	8	1	5	4	16	6	23	15	3	4	15	0	2	6	6	10	2	1	6	10	3	1	2	0	3	2	1	3	2	1	0	5	0	2	0	2	1	4	3	0	0	7	4	2	2	5	10	3	6	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae	0	0	0	0	1	4	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	3	0	0	0	1	1	1	0	0	0	2	0	0	0	3	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	2	1	0	1	7	0	0	2	2	0	2	2	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	2	1	0	0	0	4	0	0	1	2	1	0	0	1	3	0	0	0	0	1	0	0	0	3	1	0	0	0	0	2	0	0	2	2	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	113	458	414	59	142	2099	3565	53	123212	278	570	32448	2625	54	34	182	41	505	183	7639	1047	922	654	755	1163	55	30938	57771	813	440597	689	1432	240	1560	118	3934	96715	298	73350	4715	17295	734	300	228993	17187	119	1422	155	1686	3040	234	677	223769	159	27471	438065	9278	85148	3074	22030	4469	118	18837	837	7968	71026	2123	62	2277	546	1272	49	93202	1245	284	102775	3834	1064	52238	32	1544	79	104	241	279	4598	214	1639	174	268	261129	858	524	6813	1406	28251	316	41	212	11545	2069	257	5780	70	938	427	690	47739	27545	716	651	15568	296	2810	609	29	95029	422	165	31751	302	1527	219	316	5958	2254	130552	305222	1288	2215	388	6604	119	657002	2720	61177	2391	14270	1751	897	29089	64	4181	460	2364	3258	13480	263	124	59	199	1776	5207	52	239772	72	1477	71358	2968	80	53	186	62	83	218	15010	1447	1460	1074	183	744	48	48972	76511	816	604626	562	1331	120	403	31	8487	113970	301	149406	4159	46247	826	450	246765	11917	56	1666	66	2063	3130	393	965	245542	209	39710	485304	7587	123859	3095	24054	4259	69	51742	551	10776	119358	3353	74	3399	138	1583	34	139782	1687	241462	9361	678	76527	32	2530	98	59	78	8081	169	1085	95	75	395702	195	434	8247	1329	24920	642	55	40	32201	3006	69	5690	81	1458	233	652	110164	38007	870	699	23579	158	4047	587	46	94522	57	94	34837	75	2336	163	527	10310	1983	163274	404842	415	3886	993	7499	77	796417	5048	86689	3471	21218	1270	95	44870	59	9132	62	2227	1703	24574	363	343	163	24	342	2657	3299	81	903	921	1068	493	40	1031	6710	5644	227	2795
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	0	0	3	0	2	2	1	1	0	0	1	0	0	0	2	1	0	0	1	2	0	0	0	4	2	0	0	1	1	9	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	3	0	0	0	2	0	0	2	1	0	0	5	2	0	0	0	0	0	0	2	2	1	0	1	1	1	0	0	2	1	0	1	0	2	0	0	0	0	1	1	1	5	0	0	1	0	1	1	1	1	1	0	1	0	0	3	0	1	0	0	0	0	1	2	0	0	0	1	0	2	1	0	1	2	0	4	4	0	2	0	0	4	0	0	0	1	2	0	1	1	2	0	0	0	1	9	1	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	1	1	1	1	0	4	0	2	2	0	0	0	0	0	0	1	1	0	4	3	0	1	2	2	1	0	0	0	0	0	2	0	0	0	1	0	6	0	0	1	5	0	0	0	0	0	0	1	0	0	1	2	1	2	1	1	3	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	5	1	2	0	0	1	3	0	2	1	0	2	0	0	2	4	1	2	0	1	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	3	1	3	1	3	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	0	0	0	0	1	0	1	1	0	0	0	2	3	1	0	0	1	1	0	0	1	0	1	2	2	0	0	0	1	1	1	0	1	4	0	1	0	0	0	2	1	1	1	0	1	0	0	1	0	0	2	2	0	0	1	0	0	66	0	3	0	0	1	0	0	0	0	0	2	0	1	1	0	1	1	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	2	0	0	0	0	0	1	1	4	5	0	1	0	0	0	1	0	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	4	0	1	1	0	0	1	1	0	2	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	1	2	5	1	0	0	84	0	0	0	0	2	0	1	0	0	2	2	1	1	1	0	1	1	1	0	0	0	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3	1	0	0	3	0	0	0	0	2	0	1	0	0	1	2	1	2	0	2	2	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	2	2	0	1	2	0	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	0	0	2	1	1	1	0	0	0	0	3	1	1	0	0	1	1	0	1	5	1	0	2	3	2	0	0	1	0	1	1	0	0	1	0	2	0	0	1	8	0	1	2	1	0	0	2	0	1	2	2	3	0	1	3	1	0	1	2	2	1	0	0	0	1	0	0	0	2	5	2	2	2	2	2	0	1	1	0	0	0	2	0	0	8	1	0	3	3	1	2	1	2	0	1	2	0	0	0	1	0	0	0	1	1	7	5	1	3	3	4	0	1	3	0	1	1	0	0	0	0	6	4	1	3	6	0	5	3	1	1	2	1	1	3	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	2	3	1	2	5	0	3	1	1	2	1	0	3	9	4	1	7	6	2	1	0	0	3	1	0	2	1	1	0	3	1	1	1	16	2	1	1	0	0	0	2	1	1	0	2	3	0	3	1	1	0	2	2	0	8	4	8	3	3	3	0	0	5	7	6	3	3	2	0	1	3	0	0	1	6	0	9	4	0	1	4	2	0	2	2	0	2	0	4	0	1	2	3	0	1	1	0	10	2	2	2	8	2	1	1	2	4	0	1	0	2	0	6	5	5	2	2	6	1	3	4	1	5	4	1	0	2	1	1	3	0	1	0	2	1	0	0	0	1	0	2	1	2	1	5	0	2	0	1	1	1	1	3	4	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	4	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	87	16	49	40	11	10	4	3	6	16	18	12	14	17	6	13	18	8	2	16	3	12	18	759	14	26	0	13	12	16	86	13	2	25	13	12	105	13	12	43	15	16	50	9	21	9	15	9	19	2	10	41	1	46	234	1298	3	6	8	9	13	15	18	16	14	35	59	33	16	19	40	21	38	17	14	11	26	12	66	5	9	10	20	2	32	95	3	22	12	15	5	7	13	12	9	21	14	22	6	28	14	18	8	10	4	30	20	5	21	24	25	2	17	41	13	4	9	25	10	18	8	18	13	13	9	105	4	23	18	18	10	80	83	47	22	3519	18	50	12	9	14	5	4	0	985	50	5	18	51	66	16	6	6	3	11	27	27	17	27	21	10	16	11	7	18	22	12	17	13	1174	21	12	4	14	16	20	108	26	2	10	6	20	196	17	40	38	6	15	33	8	13	7	20	9	20	6	11	56	0	30	409	2538	5	1	20	9	23	14	19	33	22	31	107	15	20	17	22	15	28	7	6	61	7	198	8	15	17	6	54	207	5	24	14	27	6	8	6	13	16	17	39	27	6	11	16	10	5	10	12	26	14	10	15	12	63	7	49	32	11	5	4	14	10	33	11	21	15	12	24	186	3	26	12	31	26	106	216	60	16	8179	16	15	35	8	46	5	10	0	2409	77	6	11	4	2	42	11	29	13	13	20	19	8	6	124	18	49	22	33	25
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	3	0	0	1	1	0	0	0	0	1	0	2	1	0	0	1	1	0	2	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	7	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	1	40	0	1	0	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	3	0	6	0	1	0	1	0	3	0	0	0	1	0	0	0	0	2	1	1	0	0	4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	4	0	0	0	2	0	2	1	1	0	0	0	1	0	0	1	1	1	0	2	0	1	3	0	1	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	0	2	0	1	2	0	5	3	0	1	0	2	0	3	3	0	1	0	1	1	2	0	12	1	0	5	0	1	0	0	0	1	0	1	0	0	0	0	2	1	0	7	53	1	2	2	0	1	0	0	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	5	2	15	2	0	0	1	1	1	1	2	2	0	0	1	1	2	0	1	0	2	0	19	5	0	0	3	2	0	0	0	3	0	3	2	0	0	0	2	3	1	2	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	3	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	21	47	48	17	18	103	49	31	64	37	14	23	20	40	35	41	16	45	47	24	14	20	23	51	44	39	54	24	30	14	27	20	19	38	26	12	209	14	37	54	19	31	16	45	30	45	30	25	62	66	25	28	32	19	34	17	21	374	47	56	47	17	9	19	39	117	14	23	28	17	8	21	31	30	86	13	10	29	236	29	21	14	35	24	57	28	21	27	29	32	36	33	23	16	24	31	13	24	17	26	24	26	86	30	47	51	38	21	41	36	26	30	38	16	28	18	35	47	37	34	21	36	20	16	11	23	76	1142	39	15	20	25	5	45	25	59	8	27	7	6	17	20	13	69	15	18	14	43	36	16	21	66	56	36	95	32	25	31	32	41	26	48	20	59	33	47	20	33	17	55	47	51	106	37	28	12	17	37	27	27	10	41	222	11	63	62	39	36	28	43	24	52	22	9	56	60	48	50	22	48	36	21	17	489	69	54	51	34	26	22	23	148	35	14	43	23	19	19	32	52	18	21	34	330	40	42	25	46	66	40	29	45	54	55	39	29	23	31	30	19	31	29	32	48	43	21	64	37	60	48	14	67	59	38	35	25	42	27	27	26	36	32	40	32	35	38	33	26	33	29	60	1524	26	20	35	35	7	41	35	86	16	22	11	8	19	21	21	118	17	15	31	9	10	4	11	9	9	11	10	9	19	19	15	23	22	31	33	26	18
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	1	0	2	0	4	1	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	1	0	2	1	0	2	0	0	0	0	0	2	0	0	3	1	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	2	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	2	6	3	2	0	3	1	0	1	0	1	0	0	1	2	1	1	0	3	2	0	2	0	0	2	0	0	1	1	1	0	0	1	0	1	2	1	0	2	2	2	0	3	0	1	0	4	0	3	2	3	1	2	2	1	0	2	1	0	2	0	1	0	0	4	1	1	0	1	3	0	0	0	0	2	1	0	1	0	2	6	1	5	1	0	1	0	0	2	2	4	0	1	0	1	1	1	0	2	0	1	0	0	1	2	1	3	3	1	4	2	0	0	2	0	1	4	1	0	0	2	1	2	0	1	0	2	1	2	1	4	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	2	0	5	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	0	1	1	0	0	0	1	0	0	3	0	0	4	1	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	2	0	0	1	0	0	1	2	1	0	0	1	0	0	0	1	1	0	9	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	5	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	3	0	0	0	0	3	0	2	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	2	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	1	0	3	0	0	10	0	3	0	3	0	2	1	2	1	1	0	0	1	0	0	0	0	1	2	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	3	0	1	8	0	0	3	1	0	0	0	0	2	0	2	2	2	0	1	0	0	1	7	1	2	1	0	1	1	0	0	6	3	0	0	0	0	0	2	6	1	0	1	1	2	0	0	3	1	4	2	0	3	2	0	0	1	0	0	2	2	0	0	2	1	3	1	0	1	1	0	0	0	2	1	1	1	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	1	6	5	4	3	3	2	0	0	4	3	4	3	3	2	1	2	3	1	0	1	0	2	3	4	1	0	1	4	2	2	0	0	7	2	0	26	3	2	4	2	0	0	4	0	2	10	0	3	0	7	4	1	3	8	6	0	1	2	4	3	1	3	0	3	2	0	3	1	2	5	2	4	3	4	1	2	1	1	2	1	1	0	0	2	3	2	3	0	2	2	2	7	3	1	7	4	4	3	1	2	5	3	3	1	1	5	2	5	2	0	3	2	4	6	1	1	6	2	6	1	5	1	2	5	7	4	5	5	1	2	1	6	4	1	31	0	2	1	0	1	2	1	0	6	1	4	7	6	9	5	4	2	2	3	5	6	3	6	9	6	8	1	3	2	4	6	5	7	11	7	7	0	4	5	1	2	2	2	7	4	6	35	4	3	2	4	5	10	2	1	0	4	4	6	0	7	6	0	15	11	4	0	0	2	6	3	9	7	4	4	3	0	10	9	9	3	6	7	2	6	6	5	3	5	3	2	2	4	7	3	8	4	1	4	4	6	1	0	9	5	15	5	5	4	3	9	5	3	5	2	4	6	2	2	3	9	6	4	2	3	5	3	6	9	7	8	3	5	8	5	2	9	6	5	2	17	8	5	33	4	7	2	3	3	3	0	0	8	2	5	2	2	0	1	4	3	5	2	1	6	7	1	6	7	9	9	13	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	3	1	6	6	3	7	2	5	2	28	3	9	11	9	5	10	3	17	20	34	22	8	24	13	7	3	1	5	22	0	10	0	14	14	3	6	4	2	118	9	13	4	7	6	4	3	6	4	6	35	7	4	4	2	5	7	1	10	2	12	9	1	2	14	18	7	18	8	6	7	6	6	12	12	13	8	8	4	7	5	4	3	1	0	8	4	2	9	6	1	2	11	21	7	8	37	9	7	19	19	4	17	115	6	9	33	17	1	6	7	7	5	6	7	8	5	3	10	5	13	2	14	8	3	5	13	5	10	8	5	4	2	0	8	5	8	2	2	3	1	8	4	6	4	2	7	5	0	8	5	5	5	5	7	4	36	11	18	17	8	6	11	3	7	36	61	45	7	23	12	10	5	2	2	18	2	6	3	3	10	2	6	2	7	180	14	22	10	4	2	1	2	3	2	5	16	11	8	2	3	8	1	5	16	4	8	8	13	8	25	12	8	18	6	7	6	4	3	10	5	7	10	11	6	1	8	8	2	10	6	4	10	6	0	4	7	5	9	4	22	19	8	26	39	14	11	65	11	13	23	6	5	10	7	10	3	7	8	3	7	2	3	8	19	5	20	7	11	5	11	4	8	13	3	3	10	2	2	10	13	3	3	4	5	3	4	8	2	3	3	7	2	1	2	2	2	5	0	2	2	10	3	2	6	6	5	1	3	11
