order	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	227	349	553	320	498	1023	487	357	95	1083	164	420	104	636	624	181	236	570	729	470	160	901	258	870	639	428	189	130	751	208	204	788	181	730	456	215	484	521	390	402	166	619	154	923	1239	533	362	816	537	1285	995	2003	419	61	608	113	187	331	1602	383	700	235	148	374	326	246	396	369	435	252	160	167	419	454	244	96	162	229	293	516	428	1123	549	468	263	2143	290	488	141	307	289	747	775	387	715	2039	479	636	610	222	360	592	986	554	484	384	456	163	455	1212	319	488	591	272	230	794	882	874	425	334	385	283	243	355	354	427	212	495	322	435	246	803	72	18	391	327	1242	73	141	41	53	318	355	36	507	101	397	484	780	600	913	1290	841	484	243	2405	576	900	193	1105	1048	408	656	1528	965	1227	555	1734	622	1115	781	653	493	255	1305	357	324	1915	445	872	443	410	723	597	1362	619	563	1323	511	1199	1061	892	500	1155	1091	1601	2392	3852	603	237	999	193	188	560	2323	551	883	737	480	981	593	515	905	1005	1162	621	253	398	846	705	265	465	341	490	1027	965	2309	1144	371	5422	640	731	403	624	500	1283	1383	561	1096	3157	1510	1104	1232	690	734	829	1270	975	721	550	656	422	861	2041	593	891	1175	560	457	1197	1367	1493	852	414	832	455	500	1115	893	699	254	699	456	1031	780	1124	186	16	928	708	2753	182	280	72	132	502	1107	62	977	189	877	146	70	532	93	165	139	254	113	127	507	229	1651	398	518	496	502	396	411
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	52	219	68	202	55	93	294	42	1000	41	33	44	79	38	17	643	42	50	45	46	39	54	39	399	175	44	18	37	422	514	53	147	178	79	29	127	1054	124	38	81	141	166	31	106	277	53	99	60	35	37	26	195	9	29	23	1232	365	9	80	52	65	17	26	99	125	1781	36	23	255	409	94	38	6930	83	55	23	1100	2929	84	40	45	45	41	11	67	109	31	203	129	14	18	36	152	153	88	125	46	17	12	43	27	41	36	40	69	109	5504	14	24	167	461	505	67	32	202	42	130	829	276	193	39	872	45	42	775	525	48	329	237	267	1375	77	224	303	55	397	22	57	3583	85	1375	45	226	3129	226	31	683	41	85	341	85	41	699	81	2962	72	86	133	90	40	27	1973	91	73	46	90	172	75	43	628	329	106	34	70	837	824	40	435	51	60	25	221	1913	156	91	130	127	38	65	171	329	56	148	74	51	66	45	348	11	77	46	2274	431	16	102	65	53	45	50	212	149	4521	63	33	659	737	102	71	10772	133	24	4094	3945	139	71	61	90	17	70	245	34	76	43	24	20	40	91	228	110	116	48	28	24	102	44	50	40	70	108	136	14686	23	33	103	924	808	174	56	75	63	35	2087	544	223	54	992	79	53	1964	601	72	251	132	700	4926	121	643	444	89	918	62	64	9138	225	3778	41	625	10849	452	23	1760	675	48	79	67	960	109	2583	46	254	1582	75	64	54	3091	314	6519	158	792
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1	10	6	8	10	21	4	6	117	5	10	2	8	4	5	4	2	7	5	5	3	11	2	9	11	6	1	2	6	40	5	23	3	9	4	1	2	6	1	4	4	6	10	9	49	3	11	3	11	1	8	2	0	1	6	10	3	2	8	8	10	8	0	15	119	34	14	2	0	16	24	56	13	7	24	2	44	99	175	4	1	3	5	2	8	4	6	20	4	2	1	3	10	4	9	1	4	9	5	3	5	1	7	1	8	9	7	2	16	3	3	7	1	534	1	5	5	10	2	4	6	6	4	1	10	2	5	9	5	4	4	29	26	7	3	7	0	3	3	0	35	11	24	5	18	9	7	15	10	34	21	18	5	4	508	10	9	10	18	4	13	9	15	8	17	8	19	12	10	17	24	11	1	3	12	134	12	109	1	27	8	8	6	9	3	7	21	35	33	12	67	8	12	12	14	4	12	18	3	25	15	34	1	4	24	10	23	12	13	35	303	108	52	6	5	119	56	188	38	9	2	176	254	705	6	7	10	7	10	19	5	40	12	5	5	5	18	7	12	7	6	8	14	6	6	3	2	13	7	13	20	3	18	3	5	6	10	1573	3	10	8	22	3	4	11	12	12	4	19	15	4	6	12	24	14	55	159	11	7	12	3	7	5	1	194	14	141	17	63	17	16	3	0	3	3	0	7	14	3	4	6	3	3	10	7	19	25	9	35
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	1	0	0	1	3	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	1	1	0	4	0	0	3	0	0	0	0	0	0	8	0	0	2	0	0	0	1	1	0	6	2	0	0	0	1	0	2	0	2	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	8	2	2	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	3	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	8	1	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	1	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	4	2	1	0	0	2	3	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	2	1	0	0	1
d__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales	0	0	1	1	2	0	0	0	0	1	1	0	3	3	0	1	0	0	1	3	0	1	1	1	3	0	0	0	0	0	0	1	1	3	1	0	0	1	0	0	0	1	1	0	0	1	9	2	0	0	0	1	0	0	2	0	0	0	1	1	2	1	0	0	2	0	1	1	0	1	1	1	0	1	0	0	1	1	1	2	0	2	2	3	1	0	0	3	3	0	3	1	2	0	5	0	0	0	1	0	1	0	0	0	1	1	0	1	4	0	0	1	0	3	0	0	1	0	0	2	1	1	1	0	0	1	0	2	0	1	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	3	0	7	1	1	0	0	1	2	7	3	3	3	2	2	1	0	1	0	0	3	4	0	1	1	1	2	1	0	0	1	2	3	1	0	0	17	1	3	0	0	1	1	0	7	1	0	2	0	0	1	1	1	0	2	1	3	2	0	1	1	0	0	1	0	1	3	0	2	1	3	0	0	0	0	2	4	0	1	0	1	0	3	1	0	0	5	1	0	0	0	0	0	4	2	2	5	1	1	0	0	5	2	3	0	1	1	5	3	1	4	1	0	1	0	1	1	1	3	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	3	3	0	0	3	0	0	0
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	3	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	4	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	1	2	0	1	3	0	0	2	2	0	0	5	0	0	1	2	1	0	0	0	1	0	1	1	2	0	0	2	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	1	0	0	2	0	2	3	0	2	0	0	0	2	0	2	0	0	0	4	1	0	0	0	2	0	2	0	0	0	2	1	0	3	0	1	6	1	1	2	0	1	0	1	2	0	0	0	0	0	2	0	0	1	1	0	3	0	3	0	1	0	1	0	0	0	0	4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	1	1	0	0	1	0
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales	0	0	0	3	0	0	0	0	0	0	7	0	2	0	0	8	0	1	5	2	2	0	3	2	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	7	9	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	4	1	2	0	1	0	0	1	6	1	0	3	1	0	2	0	6	1	4	0	0	0	0	0	4	0	0	4	1	0	0	2	1	0	0	4	1	0	0	3	0	1	0	0	2	3	1	0	1	1	0	1	0	1	7	1	0	0	0	15	2	1	1	2	0	2	0	1	2	0	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	3	0	1	0	0	4	5	1	2	0	0	4	0	0	4	4	1	0	3	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0	1	2	0	0	0	0	2	1	0	1	1	1	1	2	0	0	0	1	1	2	0	1	1	4	1	0	1	6	2	0	1	1	1	3	7	1	0	1	0	2	0	3	0	0	2	3	0	0	0	0	0	0	1	0	1	0	4	0	1	1	0	3	4	0	3	0	1	0	0	0	1	1	0	0	0	0	2	0	5	0	3	1	1	1	2	0	1	1	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	2	0	2	3	1	2	0	1	0	1	0	0	0
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	1	7	3	1	12	2	3	8	2	2	2	2	5	5	7	5	5	5	5	5	1	0	2	4	5	11	0	2	2	0	7	1	1	7	1	1	1	4	1	10	2	7	1	2	0	6	4	1	1	0	8	3	6	2	2	0	0	0	5	2	3	1	2	1	4	0	4	9	3	6	2	4	4	4	4	0	2	5	0	5	2	4	5	2	4	1	14	5	2	0	1	4	3	0	6	1	1	8	7	0	5	2	0	3	3	5	0	4	6	1	3	3	4	3	4	1	1	4	1	4	1	3	3	4	3	3	1	4	2	0	2	1	1	0	7	1	1	2	0	0	7	2	7	0	1	3	0	6	3	8	12	1	11	4	6	4	14	7	3	0	5	6	13	5	5	10	4	7	5	3	9	3	0	2	2	1	11	1	2	7	4	7	1	1	2	13	4	7	9	2	0	4	3	3	3	1	7	2	1	7	2	1	0	4	8	3	8	5	0	7	7	2	9	14	6	3	4	8	3	2	3	1	10	0	8	9	3	5	2	2	18	4	11	1	4	2	2	0	5	1	7	11	5	4	12	2	0	7	1	10	0	6	8	8	1	6	4	2	5	2	2	8	0	7	1	4	6	2	5	5	0	1	0	1	3	1	2	1	6	1	2	4	0	1	2	1	5	0	3	0	1	0	2	0	0	0	1	3	0	0	7	3	3	2	2	6	1	3	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	8	4	2	5	6	8	4	0	2	4	2	4	6	6	2	8	6	1	6	11	2	3	6	14	12	7	0	3	2	2	6	0	0	4	2	3	0	0	1	20	7	5	4	5	1	2	6	1	6	0	4	8	0	7	8	4	0	0	5	6	10	1	1	0	5	1	3	3	2	7	3	7	5	20	14	7	3	4	3	4	5	9	2	0	8	6	3	5	5	0	2	8	2	1	5	3	7	2	0	5	6	7	0	5	7	11	7	3	7	11	8	8	7	13	11	3	3	6	2	6	2	8	9	4	1	5	1	4	7	4	2	3	1	0	1	1	1	2	0	1	3	3	1	0	5	3	4	3	5	10	15	1	6	0	1	7	6	14	10	8	0	10	2	3	3	16	3	2	11	9	14	4	1	1	4	3	5	2	0	0	0	9	2	2	6	15	5	3	6	4	0	2	6	0	9	2	12	7	0	10	3	6	1	0	4	3	4	4	8	1	7	3	1	4	10	15	4	8	4	6	6	8	2	0	5	13	6	0	10	8	2	9	13	2	2	5	3	2	4	2	2	5	4	11	5	12	0	4	10	8	3	6	8	18	14	9	16	15	7	2	2	4	5	10	5	10	17	6	6	5	1	4	10	4	6	8	0	0	13	0	0	1	1	6	2	2	4	1	7	2	6	3	3	0	4	4	3	1	2	4	2	3	7	4	2	15	1	4	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	2	2	1	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	1	2	2	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	11	19	32	13	15	25	30	35	13	35	27	45	43	32	12	38	14	27	55	41	16	26	37	54	62	32	17	8	25	16	24	21	26	26	15	28	18	15	14	64	27	25	28	21	18	25	69	16	22	34	37	22	7	24	37	10	12	15	26	53	48	10	19	13	34	19	6	13	21	21	39	43	30	34	58	20	28	34	19	19	33	30	19	11	61	14	14	48	28	23	21	42	37	6	21	43	21	20	9	29	20	40	6	44	36	75	45	26	43	48	32	29	28	22	37	22	15	19	20	82	26	80	42	21	14	56	21	31	36	21	21	21	12	13	25	19	8	15	16	12	19	30	13	1	10	12	13	15	41	32	38	33	60	23	20	41	51	38	86	25	13	48	32	26	47	84	30	47	67	49	63	33	39	19	27	13	27	19	35	18	6	36	6	19	32	63	47	38	34	31	5	31	49	7	37	43	57	37	7	62	40	11	7	21	21	63	48	34	39	23	38	31	11	26	54	28	55	35	39	56	64	33	41	27	31	56	49	19	70	47	18	59	57	18	26	37	16	6	19	34	29	46	25	73	49	43	4	43	48	62	14	53	51	57	50	42	39	26	50	30	27	28	45	77	32	89	56	47	31	59	29	25	40	32	47	32	36	14	36	25	21	28	37	27	19	31	32	3	30	18	17	28	7	6	11	9	17	11	15	12	53	21	16	29	46	42	13	36	33
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	3	8	14	2	2	5	5	1	8	8	6	4	10	7	10	11	3	3	16	11	5	3	7	15	12	13	1	1	9	1	9	2	10	3	3	7	4	4	13	18	12	6	5	5	5	9	10	1	6	7	5	8	0	6	13	8	0	6	3	18	13	4	2	1	6	3	1	1	5	8	10	9	8	14	14	10	8	11	3	6	5	3	3	2	33	2	2	12	8	0	0	14	4	4	11	9	2	6	4	7	9	5	2	11	7	11	17	3	11	5	15	8	9	8	18	11	4	11	12	18	7	19	8	5	6	18	6	9	9	11	2	8	4	2	7	1	3	8	4	0	2	7	6	1	2	8	4	11	16	12	5	6	7	4	4	5	13	11	11	7	4	19	4	3	13	29	5	5	11	14	17	9	1	5	12	1	6	3	6	8	2	8	2	2	7	8	16	8	12	4	3	10	15	9	6	9	10	13	0	14	20	6	1	6	1	13	10	7	6	6	10	10	0	7	15	17	6	11	15	20	13	6	10	3	10	9	9	2	30	11	1	19	7	1	9	12	4	3	7	5	9	7	4	18	11	10	1	16	14	15	8	9	20	10	11	6	7	13	11	8	4	14	9	19	15	34	20	12	6	18	11	6	16	8	15	6	3	10	12	1	11	5	8	3	3	8	10	0	6	10	15	3	1	0	1	6	12	1	10	2	15	9	5	8	9	20	3	8	9
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	5	17	14	10	13	10	14	13	3	10	11	11	21	9	7	7	9	6	20	25	15	11	12	28	35	6	5	4	18	9	11	3	9	14	5	14	7	10	8	48	10	11	9	13	13	13	24	6	8	35	10	12	2	15	10	4	0	1	3	31	26	6	9	4	9	6	4	5	10	23	17	14	14	15	25	11	2	7	12	7	7	13	3	5	32	11	4	20	14	25	10	30	20	4	10	19	2	12	8	11	20	10	3	17	21	37	42	5	12	19	29	12	13	9	10	10	3	8	12	24	10	26	20	0	14	30	7	13	23	8	9	12	8	2	10	5	3	9	10	4	6	26	11	2	5	8	25	13	14	13	16	19	17	14	1	15	23	23	23	10	15	27	16	17	30	27	16	19	17	26	31	6	2	7	14	2	5	5	6	4	6	26	7	7	18	36	13	12	10	6	3	8	32	2	11	23	16	13	1	21	17	4	1	4	6	20	12	9	9	6	17	6	4	11	19	18	12	18	12	18	12	12	22	7	15	20	23	1	27	17	5	15	25	10	9	22	11	4	6	16	8	5	7	23	26	11	0	25	19	26	13	18	11	21	15	28	8	23	26	7	4	9	10	27	21	34	22	8	15	28	10	16	22	10	37	8	9	6	16	10	7	7	11	9	7	19	15	1	7	5	15	11	12	2	4	10	5	6	8	10	17	12	3	17	16	22	4	14	18
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	1	7	1	5	1	3	0	0	0	2	0	0	0	1	1	1	1	0	4	2	1	1	0	1	1	2	0	0	2	1	1	1	0	1	1	3	0	0	1	1	0	2	2	0	0	0	1	3	1	0	1	0	1	1	1	0	1	1	2	1	3	1	0	1	0	2	0	2	1	1	2	2	1	1	0	0	1	0	0	0	1	2	0	0	3	0	3	0	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	1	2	2	1	3	1	0	1	0	0	0	1	0	0	2	0	2	0	1	0	3	1	0	0	3	3	0	0	3	1	0	2	0	0	1	0	0	3	1	0	1	0	0	5	0	13	8	2	1	2	4	5	2	2	3	1	0	0	10	1	4	2	4	3	2	4	5	1	1	1	2	0	1	6	0	2	1	0	0	1	2	0	5	1	3	0	1	1	0	2	6	1	3	0	1	7	0	1	2	0	4	1	3	1	8	1	0	4	0	5	2	7	1	0	2	1	1	0	1	0	1	3	2	0	2	2	2	2	0	3	5	2	7	3	1	0	2	1	1	6	5	0	1	5	2	4	7	1	2	0	4	0	1	0	1	0	2	3	3	1	1	3	4	0	2	0	0	0	1	1	2	3	8	0	1	1	0	2	2	0	2	0	0	2	3	3	2	1	0	0	0	0	3	4	0	0	2	2	0	3	2	6	3	5	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	7	5	10	1	10	14	6	5	12	4	5	8	9	5	3	8	5	14	9	5	7	4	4	18	21	8	1	0	2	2	5	3	1	8	2	13	3	5	3	42	5	0	6	9	2	1	8	1	8	4	10	14	7	3	55	3	0	61	10	16	8	0	5	2	6	7	2	3	4	5	6	5	37	13	9	9	4	14	73	10	5	3	3	3	23	5	4	7	11	1	4	7	10	5	9	12	0	6	2	9	9	4	3	5	9	11	18	4	10	13	8	8	7	7	7	5	1	1	7	21	6	17	11	3	0	9	5	4	4	8	4	9	0	5	7	77	3	4	1	1	5	4	3	1	2	3	9	11	9	8	7	9	2	3	13	10	14	9	10	7	8	5	2	6	12	14	8	10	11	14	15	6	2	5	4	4	2	0	2	7	1	19	3	3	6	15	8	10	9	5	2	4	9	1	10	4	11	10	13	11	67	1	0	80	24	22	13	4	11	4	7	4	7	5	7	10	8	6	81	8	17	2	14	99	6	6	9	2	13	5	4	16	15	0	3	11	4	3	3	14	3	5	3	10	11	11	0	8	19	12	10	20	9	15	19	6	13	18	8	8	3	9	11	18	10	12	10	11	7	7	8	9	14	9	21	11	2	1	4	143	4	2	0	7	8	5	8	3	5	4	29	5	4	1	8	6	4	0	2	2	6	12	8	9	15	9	2	5	5
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	33	47	49	22	50	54	58	20	79	34	37	38	61	35	28	50	23	37	79	54	25	36	60	78	83	34	27	525	64	8	37	20	31	52	12	41	29	28	32	100	41	52	27	40	30	29	94	19	52	40	35	44	14	31	43	14	9	106	34	67	90	14	36	16	74	59	15	22	49	30	56	47	65	66	97	33	28	59	25	26	39	38	23	29	106	43	19	52	43	18	24	59	56	10	21	53	25	21	24	46	50	36	11	63	58	92	56	32	64	35	45	39	26	43	60	35	30	50	46	104	39	97	48	31	26	49	58	80	68	36	41	33	9	31	49	27	17	30	15	13	14	39	23	32	30	27	26	30	64	31	40	36	71	18	62	61	59	80	73	46	29	63	26	25	51	107	47	53	91	72	96	64	37	517	58	12	28	20	25	33	9	71	16	26	49	88	56	61	51	25	11	48	69	10	43	39	49	70	12	64	50	11	7	125	23	65	60	44	54	20	56	62	9	32	71	59	62	57	56	73	55	51	54	32	37	55	69	36	110	54	25	67	89	24	18	56	26	8	25	41	32	27	22	95	74	36	5	61	76	119	38	64	72	63	57	43	51	59	74	35	28	33	74	84	61	90	85	41	51	74	44	85	54	44	89	43	30	30	74	51	28	35	33	34	29	42	28	26	27	37	40	24	13	8	31	22	28	9	15	28	51	48	30	52	59	67	24	41	51
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0	3	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	4	0	0	2	0	1	0	1	1	0	0	0	1	1	3	0	3	1	0	2	3	0	0	0	3	0	3	1	0	2	0	3	0	0	2	6	1	1	1	0	0	0	0	0	1	0	0	4	2	1	1	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	2	0	1	0	1	0	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	2	0	2	0	0	0	0	0	0	1	8	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	4	0	0	1	0	2	0	0	1	2	5	0	0	2	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	3
