kegg_modules	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
M00013: Malonate semialdehyde pathway, propanoyl-CoA => Acetyl-CoA	0	0	0	0	0	0	1.09367e-07	0	0	0	0	0	0	0	0	0	0	0	1.20481e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20093e-09	0	0	1.01452e-09	0	0	0	0	0	0	0	0	0	4.78525e-08	0	0	0	0	0	0	0	0	0	1.54564e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48327e-13	0	0	0	0	0	0	0	0	0	0	4.11699e-08	0	0	0	0	1.62868e-08	0	0	0	0	5.8346e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18026e-07	0	0	0	0	0	0	0	0	1.17692e-09	0	1.5468e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00014: Glucuronate pathway (uronate pathway)	6.88354e-05	0	0.000116428	0	7.3355e-08	1.92861e-06	0	8.84878e-06	0	0	0	0	0.00034812	8.99681e-09	9.88741e-06	1.80462e-05	1.47038e-05	1.28299e-05	2.73528e-06	4.6871e-09	0	6.27258e-06	2.20843e-05	0	0	0.000760261	3.41038e-05	0.000108796	2.5524e-09	0.0001509	0	0	1.12295e-05	0	5.78454e-06	5.7942e-05	6.09014e-06	4.71776e-05	0.000128427	0	1.94239e-05	8.14986e-05	0	0	5.3542e-05	3.05508e-06	0	6.90716e-06	0.000288512	0	4.49194e-06	0	6.42659e-10	0.000600344	5.7694e-06	0	2.47598e-06	3.62692e-09	1.94329e-05	0.00022879	1.19674e-07	9.07334e-06	1.45945e-05	0	5.37323e-06	3.06983e-07	0	0	0	2.02739e-08	0	3.95648e-06	1.3872e-07	0	0	3.10958e-05	1.51322e-05	4.55999e-06	7.99335e-07	0	1.68437e-06	1.40524e-05	2.34018e-05	0	0	0	0	0	6.03348e-07	7.90939e-06	2.21263e-06	6.33896e-07	0	4.46425e-06	0	0	9.85917e-09	1.48579e-05	0	0	2.86524e-05	6.50297e-10	8.8586e-07	0	1.68045e-05	0	7.57127e-05	0	0	0	1.02667e-05	2.74724e-06	1.92166e-05	0	0	8.10941e-05	0	1.80538e-05	2.71946e-06	0.000173154	0	0	0	2.06243e-06	7.25417e-05	3.00994e-05	0	1.20071e-05	5.68368e-05	2.41466e-06	0.000199567	0	3.7926e-05	1.00619e-05	0	0.000471687	0	1.52353e-05	0	7.60097e-10	1.93631e-09	2.22698e-05	0	0.000555622	0	0	0	1.99221e-05	3.35541e-07	0	0	4.88121e-07	0	0	8.7553e-08	0	2.82771e-05	2.96317e-05	0	3.06616e-05	0.000247351	0	0	6.29574e-05	0.0001524	1.05301e-07	0.000104083	7.51872e-06	0	0	6.91741e-05	2.97554e-05	8.42835e-05	5.09909e-07	0	5.60141e-06	3.49225e-07	2.2865e-06	4.15917e-05	1.70247e-05	0.000332993	3.57935e-07	0.00012399	0	3.91162e-07	1.68776e-05	1.23399e-05	1.95595e-05	0.000242273	0.000231442	0	2.05103e-05	3.18525e-06	0.000109859	0	4.87778e-05	0	0	0
M00016: Lysine biosynthesis, aspartate => lysine	0.0211781	0.0062189	0.0151096	0.0122225	0.0158173	0.0144891	0.0158187	0.0194714	0.0165495	0.0206228	0.0184949	0.0177285	0.00851384	0.0181764	0.0118808	0.0185859	0.0212063	0.0195078	0.0213201	0.0206939	0.0119254	0.00719665	0.0201184	0.0147306	0.0159528	0.0191897	0.0169529	0.0157966	0.0235766	0.0175916	0.0143954	0.00960199	0.0247233	0.00767469	0.0166021	0.0107346	0.0168854	0.014318	0.0123678	0.0199081	0.015242	0.021511	0.0159794	0.00811324	0.0297659	0.0145469	0.0146977	0.0271972	0.0146205	0.0120119	0.0157034	0.0163622	0.0161674	0.0170925	0.013716	0.0166593	0.018121	0.0192704	0.0166075	0.0223251	0.0155405	0.0151301	0.0213188	0.0177301	0.0204137	0.0203987	0.0134625	0.0143422	0.0150589	0.0159869	0.0118753	0.015791	0.0153209	0.0142605	0.014884	0.0147592	0.0160963	0.0129311	0.0150149	0.0151984	0.0188993	0.0158938	0.0254737	0.0176716	0.0125288	0.0145654	0.0184768	0.0164939	0.0125163	0.0173744	0.0196664	0.0183116	0.0216107	0.0189568	0.0119674	0.00713597	0.0116187	0.0137667	0.015117	0.0165268	0.0119338	0.0178862	0.0233566	0.0178918	0.016031	0.0172715	0.0191192	0.0163359	0.0182079	0.0150833	0.0168687	0.0141309	0.0163593	0.0147696	0.0152288	0.0162035	0.0141507	0.0149405	0.0214539	0.0168293	0.0119627	0.014846	0.0106363	0.020706	0.0177575	0.0119806	0.0159354	0.00719303	0.0160392	0.0149385	0.0146938	0.0188501	0.0132219	0.0128198	0.0162315	0.0271661	0.0184069	0.0136979	0.0146072	0.0185059	0.0236315	0.0177123	0.0162289	0.01184	0.00832824	0.0149481	0.0196106	0.00887838	0.0152095	0.0170252	0.0168407	0.0199712	0.0167658	0.0090029	0.0160174	0.0162414	0.0194642	0.0163044	0.0199804	0.0153207	0.0177448	0.0140915	0.0227772	0.0166766	0.0186534	0.0166373	0.0154687	0.0189235	0.0112456	0.0187514	0.0115382	0.018812	0.0198823	0.0178716	0.0159336	0.0146553	0.0179734	0.0182039	0.0164957	0.0145058	0.0173447	0.0202463	0.0149113	0.0147495	0.0133377	0.0197549	0.0177018	0.0141579	0.0149229	0.01701	0.0177968	0.0131485	0.012567	0.0132893	0.00946152	0.0155437	0.0152892	0.0185481	0.0134775
M00017: Methionine biosynthesis, apartate => homoserine => methionine	0.0167608	0.011852	0.015869	0.0136807	0.0143585	0.0118895	0.0138168	0.0150687	0.0137717	0.0162818	0.0134733	0.0126352	0.0103876	0.0147743	0.0102684	0.0161385	0.0125913	0.0129102	0.0127307	0.0147889	0.0111828	0.0121899	0.0110799	0.0112717	0.013764	0.0166521	0.0152371	0.0143461	0.0147713	0.0120477	0.0125227	0.0110683	0.018977	0.0131996	0.0128008	0.0160097	0.0151788	0.0137812	0.013801	0.0185627	0.00815868	0.0143706	0.013161	0.0114311	0.0282282	0.0132127	0.0104185	0.0213199	0.0190315	0.0142968	0.0156563	0.00891359	0.0165415	0.0167218	0.0160379	0.0127782	0.0184559	0.00976585	0.0136604	0.0140134	0.012594	0.0122219	0.0136278	0.0118602	0.0183248	0.018653	0.0112108	0.0155091	0.0151471	0.0144328	0.0168927	0.0154575	0.00984234	0.00989376	0.0115194	0.0120697	0.0152918	0.0111149	0.0130012	0.0155246	0.017532	0.0130723	0.0156597	0.0148303	0.0132311	0.0169351	0.0142739	0.0134691	0.0113556	0.00958603	0.0113703	0.0157544	0.0161899	0.0119987	0.0135718	0.0128799	0.0116887	0.019224	0.0147338	0.0144312	0.0123484	0.0125977	0.0178826	0.0148954	0.0153596	0.0132307	0.0170126	0.0127651	0.0115212	0.00878909	0.0151836	0.013575	0.0137994	0.0113971	0.0118233	0.0151157	0.0127173	0.0122113	0.0173655	0.0143947	0.0115845	0.0119101	0.0169133	0.0157533	0.0165156	0.0113437	0.0144304	0.0161633	0.0165438	0.0152108	0.00984435	0.0133969	0.0116559	0.0118375	0.0122343	0.0114563	0.00868458	0.0120595	0.00950883	0.0148665	0.0195183	0.0166822	0.0103958	0.0110127	0.0123392	0.00849466	0.0180661	0.00697112	0.0139535	0.0135754	0.0174483	0.0157366	0.0152638	0.0133206	0.0140154	0.0132248	0.0122958	0.0148808	0.0113858	0.0103341	0.0111143	0.0116918	0.01012	0.0174028	0.0109487	0.0137859	0.0112564	0.0135359	0.0155773	0.0157575	0.0106822	0.0149524	0.0102549	0.0144234	0.0135274	0.0110073	0.012353	0.0145722	0.00994649	0.012202	0.00999191	0.0115775	0.0117879	0.0130249	0.0089284	0.0144416	0.0107694	0.011834	0.0160432	0.00872395	0.0120549	0.00997264	0.0154298	0.00865715	0.0110774	0.0112357	0.0108773	0.0147681	0.0110478
M00018: Threonine biosynthesis, apartate => homoserine => threonine	0.0258391	0.0312796	0.0343513	0.0267192	0.023989	0.0299009	0.0265679	0.0245219	0.0207683	0.0309631	0.0238878	0.020671	0.0265912	0.0188501	0.0324755	0.0317764	0.0255133	0.0266441	0.0301704	0.0235621	0.0225583	0.0147007	0.0209683	0.0287698	0.0208122	0.0212799	0.0292098	0.0184068	0.0255993	0.0293921	0.0347681	0.0340908	0.0282833	0.0329203	0.0231265	0.0367711	0.0285289	0.0283608	0.0276363	0.0329134	0.0139925	0.018205	0.0231912	0.0302417	0.0336027	0.0283785	0.0186202	0.0345893	0.0323728	0.0265989	0.0298033	0.0200642	0.0156969	0.0338924	0.0341125	0.0214064	0.0225491	0.0199482	0.0271029	0.0211441	0.0225801	0.0313845	0.0209824	0.0262969	0.0314037	0.0211519	0.0155616	0.0353127	0.0265847	0.0172817	0.0322987	0.0318764	0.0137082	0.0161893	0.0269202	0.0267206	0.028982	0.0206466	0.0268496	0.0326842	0.0302973	0.0216857	0.0324747	0.0288905	0.0262908	0.0300029	0.0346824	0.0269846	0.019679	0.025016	0.0239334	0.0313469	0.0253149	0.0229395	0.0292612	0.0308523	0.0168062	0.0388506	0.0237371	0.0184143	0.0305622	0.0205379	0.0230944	0.0176996	0.032437	0.0283765	0.02981	0.0226065	0.0250274	0.0220122	0.0308376	0.015797	0.031045	0.0262422	0.0225676	0.0309764	0.021622	0.0260266	0.0299899	0.0330977	0.0263749	0.0276243	0.0327869	0.0226538	0.02803	0.0240204	0.0357288	0.0282562	0.0326138	0.0245891	0.0225082	0.0259425	0.0272456	0.00924201	0.0168701	0.0293677	0.0190545	0.0244568	0.0198526	0.019161	0.0273225	0.0301804	0.0186136	0.027057	0.0269796	0.0176487	0.0200408	0.0215735	0.0342442	0.0258089	0.026344	0.0332158	0.0209701	0.035362	0.0275638	0.0300808	0.0227545	0.0242941	0.0255344	0.0221263	0.0244624	0.0247184	0.0225377	0.025588	0.0249852	0.0273547	0.0264222	0.0313464	0.0295586	0.0287827	0.0215954	0.0317687	0.0235076	0.0248598	0.0312011	0.01853	0.0210797	0.0292743	0.0218631	0.023225	0.0246624	0.0187642	0.0238303	0.0200828	0.0217118	0.0285718	0.0228784	0.0280547	0.0290766	0.0128993	0.0257044	0.0261705	0.0306887	0.019954	0.0208732	0.0249909	0.0205368	0.0252911	0.0261785
M00019: Leucine biosynthesis, pyruvate => 2-oxoisovalerate => leucine	0	0	0	0	0.0202727	0.0150958	0	0	0.00857029	0	0.00663908	0	0	0.0125468	0	0	0	0.00985898	0	0.00813918	0	0	0	0	0.00927948	0.00905968	0	0	0.00885416	0	0.0118622	0	0	0	0.00954564	0	0	0	0.0105656	0.0147724	0	0	0	0	0	0.0160608	0.00969533	0	0	0	0.00931152	0	0.020258	0	0	0.0104082	0.0215268	0	0	0	0	0	0.0131289	0.0097223	0	0.00767539	0.0116544	0	0.00917377	0.0197614	0	0.0155543	0.011105	0	0	0	0.00974038	0	0	0.00861534	0	0	0	0	0	0	0	0.0150632	0.00978589	0	0	0	0.00921411	0.0184264	0	0	0	0	0	0.0206013	0.0117721	0.0211848	0.00854193	0.0126277	0	0	0	0.00863542	0	0	0	0.0148951	0	0	0	0.00964291	0	0.011678	0	0.00898222	0	0.00737544	0	0.01592	0.0157945	0	0	0	0	0.00893656	0.0168924	0	0.0104955	0.0122726	0	0.0224059	0	0	0	0.0181015	0	0	0	0	0.011446	0	0	0	0	0.0186296	0	0.0101126	0.00992576	0	0.0183609	0	0	0	0	0.0100988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094576	0	0	0	0.0221774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00022: Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	0.0272677	0.0266132	0.0302509	0.0269644	0.0252301	0.0249479	0.0301119	0.0275788	0.0166204	0.0276762	0.025191	0.0295133	0.0264016	0.0196696	0.0305873	0.0281069	0.0272915	0.0286743	0.0264508	0.02386	0.0223579	0.02848	0.0252033	0.027351	0.0214983	0.0209184	0.0270834	0.0285268	0.0270523	0.028333	0.0249492	0.0288416	0.0261014	0.0272798	0.0278537	0.0280943	0.0270334	0.0293764	0.027146	0.0297845	0.0238966	0.0264664	0.0258173	0.0241124	0.0300461	0.0291616	0.0277767	0.0345501	0.0299415	0.0289525	0.028072	0.0247685	0.0182465	0.0303341	0.0299935	0.0273498	0.0262751	0.0242515	0.0251167	0.0257452	0.0268471	0.0271993	0.019832	0.026647	0.0298256	0.015586	0.0227712	0.0290522	0.0281767	0.0178382	0.0269463	0.0273397	0.0207855	0.0246067	0.0255926	0.0231467	0.0272488	0.0273219	0.0306197	0.0266555	0.0298208	0.0251461	0.0306361	0.0278193	0.0275426	0.0302099	0.0273304	0.0234936	0.0249712	0.0257634	0.0252792	0.0263993	0.0285917	0.0232449	0.0288783	0.0269977	0.0198437	0.0330795	0.0267664	0.022348	0.0253032	0.0219826	0.0282255	0.0240916	0.0267087	0.0281433	0.0323057	0.0254604	0.025252	0.0256185	0.0308413	0.0193226	0.0280938	0.0289489	0.0296612	0.0260018	0.0251466	0.0277616	0.0273622	0.0263126	0.0216501	0.0273478	0.0270954	0.0236004	0.0281888	0.0261556	0.0316169	0.0293758	0.0297136	0.0234597	0.0230467	0.0283804	0.0291553	0.0221653	0.0276055	0.0264835	0.0254723	0.0238105	0.0264388	0.0217491	0.026931	0.027743	0.0243891	0.0265752	0.0291389	0.025714	0.0268376	0.0204716	0.0294799	0.0248207	0.0274184	0.0283531	0.0294644	0.0295005	0.0257166	0.0288217	0.023957	0.0250481	0.0297789	0.0284773	0.0275359	0.0309621	0.0242352	0.0326613	0.0273915	0.0294177	0.029094	0.0266097	0.0292051	0.0287265	0.0266706	0.0278251	0.0279	0.0276794	0.0232723	0.0298052	0.0245486	0.0270122	0.0277069	0.0239516	0.0278842	0.0246156	0.0266783	0.0234877	0.0262965	0.0256336	0.0242359	0.0277898	0.027226	0.0271341	0.0263831	0.0275322	0.0279432	0.0259031	0.0262761	0.0271333	0.0227938	0.023463	0.0268472
M00025: Tyrosine biosynthesis, chorismate => tyrosine	0.00448657	0.00209167	0.00639598	0.00368329	0.00686165	0.00386111	0.00388204	0.00533299	0.00672319	0.00305751	0.00325459	0.00168456	0.00165857	0.0101694	0.00246264	0.00207008	0.00610054	0.00428705	0.00374077	0.00903451	0.00154068	0.00853195	0.00459795	0.00320258	0.00591208	0.0135574	0.00402323	0.00241472	0.0115192	0.00281556	0.00759023	0.00405502	0.00250864	0.00574619	0.00548073	0.00260072	0.00229132	0.00410321	0.00363078	0.00620649	0.00152113	0.00217406	0.00456011	0.00431346	0.00187662	0.00379046	0.0104017	0.00731758	0.00407372	0.00359499	0.00428739	0.00510335	0.0122092	0.00215368	0.0010235	0.00520784	0.0100707	0.00525249	0.00295731	0.00256317	0.00281404	0.000539419	0.00456419	0.00189756	0.00215673	0.006236	0.0039418	0.00481333	0.00363151	0.00919875	0.00120588	0.00456164	0.0048692	0.00301115	0.00217173	0.00284207	0.00698671	0.00113784	0.00461715	0.00377786	0.00248152	0.00583332	0.00228765	0.00318411	0.00396337	0.00183275	0.00378103	0.00822759	0.00341911	0.00563726	0.00433603	0.00147704	0.00388601	0.00635782	0.00158364	0.00107796	0.00571851	0.00310723	0.00608111	0.00899835	0.00198624	0.00669862	0.00538069	0.00975777	0.00304966	0.00288816	0.00643641	0.00299074	0.00309512	0.00238922	0.00265093	0.00858749	0.00610616	0.00383885	0.00675581	0.00681435	0.00310595	0.00866316	0.00510964	0.00690622	0.00386417	0.0021032	0.0030547	0.00813931	0.00495877	0.0057862	0.00329722	0.00184321	0.00491772	0.00802722	0.00294217	0.00156326	0.00352454	0.00680383	0.00266543	0.0059607	0.00414379	0.00301967	0.00121597	0.00648445	0.00414526	0.00895101	0.00233605	0.00213895	0.00194569	0.00551593	0.00294017	0.00468653	0.0044852	0.00309035	0.00438029	0.00410858	0.00496961	0.00226334	0.00236908	0.00320873	0.00529189	0.00622193	0.00402253	0.00492246	0.00640124	0.00205013	0.0063267	0.00329164	0.00334767	0.00184136	0.00370283	0.00165378	0.00658612	0.00149692	0.00686987	0.00334094	0.00179325	0.00595194	0.00319375	0.00676629	0.003708	0.00266508	0.0027294	0.00487316	0.00206031	0.00374694	0.00247277	0.00660277	0.00254459	0.00517342	0.00296547	0.00324047	0.00538868	0.00300548	0.00329168	0.00269302	0.00189061	0.000514724	0.00279659	0.00286067	0.00246616	0.00354415	0.00161091
M00026: Histidine biosynthesis, PRPP => histidine	0.024475	0.0299537	0.0270831	0.0257396	0.0216277	0.0229807	0.0251598	0.0227765	0.0194682	0.028891	0.0218618	0.0264935	0.0310274	0.0188757	0.0268897	0.0273724	0.0208319	0.0175936	0.026521	0.0255525	0.0195032	0.0173851	0.0225852	0.0285327	0.0173166	0.0201924	0.0256267	0.0226157	0.0207656	0.0257196	0.0280901	0.0291023	0.0210075	0.0270029	0.0218043	0.0312965	0.0284695	0.0265588	0.0246925	0.0265117	0.0183137	0.017421	0.0195512	0.0278514	0.0275895	0.0260091	0.0220105	0.0278171	0.028549	0.0270464	0.0252693	0.0157722	0.0138605	0.0301832	0.0288241	0.0231789	0.0220852	0.018786	0.0251175	0.0231646	0.0227597	0.0295765	0.0169957	0.017934	0.0288372	0.0158307	0.0219988	0.030161	0.0254591	0.00988306	0.0321002	0.0263263	0.0200288	0.0184909	0.0238205	0.0211472	0.0241486	0.0242687	0.028295	0.0293909	0.0289094	0.0188758	0.0291823	0.0256686	0.021098	0.0297275	0.0271201	0.0233968	0.0238694	0.0253243	0.0218463	0.027406	0.0243201	0.0246096	0.0290657	0.0259188	0.0158212	0.0316745	0.0247891	0.0185429	0.0269061	0.0185629	0.0160323	0.0202725	0.0263081	0.0274913	0.0263828	0.0197568	0.0253532	0.0248413	0.0316584	0.0161947	0.0277535	0.0259507	0.0281017	0.0257809	0.0245857	0.0273598	0.0279378	0.0193136	0.0217951	0.0315515	0.0277392	0.0187432	0.0254685	0.0250812	0.0320997	0.0293028	0.0315105	0.020964	0.0229	0.0221637	0.0237608	0.0216919	0.0268477	0.0210838	0.0188187	0.0246438	0.0236427	0.0213447	0.0230177	0.025327	0.0205539	0.0204718	0.0269077	0.0208972	0.0269541	0.0173206	0.0261093	0.0264284	0.0259451	0.0253725	0.0211935	0.0296616	0.0214211	0.0246802	0.020696	0.0237882	0.0282627	0.025198	0.0252084	0.0261658	0.0247673	0.0309894	0.0260495	0.0239926	0.0279392	0.0276864	0.0276994	0.0263697	0.0235556	0.0225836	0.0217134	0.0222008	0.0249905	0.0240985	0.0213884	0.0254618	0.0219268	0.0237038	0.0248965	0.0221522	0.0236762	0.0219793	0.0202943	0.0229089	0.0185143	0.0266423	0.0240766	0.0238545	0.0257357	0.0281207	0.0313683	0.0195915	0.0270851	0.0235428	0.0222826	0.0229053	0.023819
M00028: Ornithine biosynthesis, glutamate => ornithine	0.0114531	0.0171571	0.0127688	0.0201048	0.0177006	0.013526	0.0225185	0.0169747	0.00998389	0.0167939	0.0168836	0.0187519	0.015788	0.0145308	0.0179406	0.0145533	0.0147914	0.014129	0.014547	0.0133353	0.0196212	0.0143033	0.0180562	0.0198304	0.0192057	0.0137587	0.0199163	0.0201043	0.0154848	0.0187956	0.0120809	0.0158731	0.0107033	0.0125937	0.0136168	0.00735099	0.0174027	0.0204452	0.0167195	0.00891184	0.0198975	0.023758	0.0178745	0.0131581	0.00515077	0.0178906	0.0233651	0.00837889	0.0134257	0.0215015	0.016527	0.0127551	0.0135107	0.0149183	0.00983547	0.0190405	0.00831108	0.015537	0.0165493	0.0165559	0.0162815	0.019799	0.0155568	0.0189948	0.0140289	0.00792125	0.0218974	0.00980255	0.0196254	0.0142631	0.0117242	0.0156351	0.017583	0.0201539	0.0163607	0.021288	0.0142287	0.0246874	0.0196917	0.00827545	0.0132131	0.0195249	0.00929936	0.0177612	0.0284829	0.0196069	0.0123786	0.0161681	0.020634	0.0191875	0.0136715	0.0144618	0.0175766	0.014574	0.0195126	0.015388	0.0126392	0.00518065	0.0141078	0.0162943	0.0158018	0.0182109	0.0168609	0.0161827	0.0148562	0.0182216	0.0103574	0.0147358	0.0200281	0.0230865	0.0144369	0.0156544	0.0124394	0.0198538	0.0166453	0.0169847	0.0208896	0.0233824	0.0160843	0.0110776	0.0120668	0.0170147	0.0168655	0.0114603	0.0172226	0.0150112	0.00828832	0.0154191	0.0123313	0.0158199	0.0218251	0.0171925	0.0195068	0.015572	0.01905	0.0230908	0.0216335	0.0175023	0.0225072	0.0184002	0.0102105	0.0157435	0.0217676	0.0150369	0.0196455	0.019047	0.0177702	0.00533163	0.0144524	0.0170276	0.0187224	0.00956786	0.0248274	0.0113487	0.0195609	0.0145292	0.0178134	0.0190076	0.0170411	0.0177854	0.0202133	0.0178369	0.0261913	0.0159817	0.0207262	0.0142419	0.0213497	0.0217535	0.0239969	0.0175856	0.0176539	0.018939	0.0155336	0.0134848	0.0160621	0.0253499	0.0182316	0.0116007	0.0240203	0.0211516	0.0208375	0.0173916	0.019159	0.0180733	0.020972	0.0129182	0.0120756	0.0195208	0.0170098	0.0203237	0.0203836	0.0211928	0.0134682	0.0227526	0.0264417	0.0204392	0.0251139	0.0200544	0.0212214
