PercentCoverage	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
taxid:1004787|Alteromonas_macleodii_str._'Balearic_Sea_AD45'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1004951|Streptococcus_suis_ST1	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869999999999	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0.0043	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0.0047	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1004952|Streptococcus_suis_D12	0	0	0	0	0	0.0042	0	0.0041	0	0	0.0041	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0.0042	0	0	0	0	0	0.0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0.004	0	0	0	0.0076	0	0	0	0	0	0	0.0042	0	0.0042	0	0	0	0	0	0.0035	0	0	0.004	0	0.0165	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0.0041	0	0	0	0	0	0	0	0	0	0	0.0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0.0132	0	0	0	0	0	0	0	0	0	0	0
taxid:1005041|Streptococcus_suis_SS12	0	0	0	0.0038	0.0039	0.0041	0	0	0	0	0	0.0043	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0.0041	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0.0041	0	0	0	0	0	0	0.0043	0.0044	0	0	0	0	0	0	0.0042	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0.0042	0	0	0	0.0088	0.0042	0	0	0
taxid:1005042|Streptococcus_suis_D9	0	0	0	0	0.0116	0.0042	0	0	0	0	0	0	0	0.0041	0	0	0	0.0042	0	0.012	0	0	0	0.0041	0	0	0	0	0	0.00830000000001	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0.0042	0	0.0251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0.0521	0	0.0106	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0.0036	0.00830000000001	0	0	0	0	0.0303	0	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0.0123	0	0	0.0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0.0132	0	0	0	0	0.0041	0	0	0	0	0	0
taxid:1005048|Collimonas_fungivorans_Ter331	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0.0017	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0	0.00869999999999	0	0	0	0.0053	0.0017	0	0	0.0186	0	0	0	0	0	0.0018	0	0	0	0	0	0.0051	0	0	0.0019	0	0	0	0	0	0	0.0031	0	0.0015	0	0.0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0.0018	0	0	0	0.024	0	0.0068	0.0015	0	0.0159	0.0065	0	0	0	0	0	0	0	0	0	0.0311	0	0	0	0.0018	0	0	0
taxid:1005057|Buchnera_aphidicola_str._Ua_(Uroleucon_ambrosiae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142	0	0	0	0	0	0.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0	0	0	0	0.0258	0	0	0	0	0	0	0	0	0.0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1005058|Gallibacterium_anatis_UMN179	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0.0138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0.0035	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0.00329999999999	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1005090|Buchnera_aphidicola_str._Ak_(Acyrthosiphon_kondoi)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142	0	0	0	0	0	0	0	0	0	0
taxid:1006007|Bacillus_megaterium_WSH-002	0	0	0	0	0	0.0084	0	0.017	0.1182	0	0	0	0	0.0232	0	0	0	0.0018	0.0018	0	0	0	0	0	0	0.0109	0.0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0095	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0.0015	0	0.0015	0	0.0111	0	0	0	0	0	0	0.0035	0.00520000000001	0	0	0	0	0	0.0235	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.00869999999999	0	0	0	0	0	0	0	0	0	0	0	0.0165	0	0	0	0	0.0086	0	0	0	0	0	0	0	0	0	0	0.0317	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.0018	0	0	0	0	0	0	0.0192	0	0.0018	0.0053	0	0	0	0	0	0.0018	0.0319	0	0	0	0	0	0	0	0.0191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1006551|Klebsiella_oxytoca_KCTC_1686	0	0	0	0	0	0.0341	0	0	0.0143	0	0	0	0	0	0	0	0.0016	0	0	0	0	0.0016	0	0	0	0.0947	0	0	0	0	0.0027	0	0	0	0.1755	0	0	0	0.0016	0.0973	0	0.0015	0.0074	0	0	0	0.009	0	0	0.0093	0.1013	0	0.6196	0.003	0	0	0.0378	0	0.0107	0.0021	0	0	0	0.0013	0	0.0031	0.003	0	0	0.0106	0	0	0	0	0	0.0665	0	0.1259	0	0	0	0	0.0016	0	0.0824	0	0	0.0046	0	0	0	0	0	0.0104	0	0.0158	0	0.0013	0	0	0.0054	0.0872	0.0015	0.0135	0	0	0	0	0	0	0	0.0076	0	0.0013	0	0	0	0.0151	0	2.4174	0.0018	0	0	0	0	0	0	0.0013	0	0.0268	0	0.2428	0.0014	0	0	0.0174	0	0	0	0	0	0	0	0	0	0	0	0.0064	0	0	0.0014	0	0.0263	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.003	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0.003	0.0119	0
taxid:1007064|Streptococcus_suis_ST3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0.0045	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0.0046	0	0	0	0	0	0	0	0	0.0047	0	0.0038	0	0	0	0	0	0	0.0359	0	0	0	0	0	0	0	0	0	0	0	0.0222	0.0045	0	0	0	0	0	0	0	0	0	0	0	0.0168	0	0	0	0	0.0035	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0.0175	0	0	0	0.0095	0	0	0	0	0.0278	0	0	0	0	0	0
taxid:1007105|Pusillimonas_sp._T7-7	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115	0	0.0385	0	0	0	0	0	0.0068	0	0	0	0.0117	0.0023	0.0073	0	0	0.0023	0.0024	0	0	0	0	0	0	0
taxid:1008297|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1008459|Taylorella_asinigenitalis_MCE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:100901|Wolbachia_endosymbiont_of_Onchocerca_ochengi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1009464|Gardnerella_vaginalis_HMP9231	0	0	0	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0498	0	0	0	0	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0.0053	0.0054	0	0	0	0.1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0722	0	0	0	0	0	0	0	0	0	0	0	0.0868	0	0	0	0	0	0	0.0159	0	0	0	0.00520000000001	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1009846|Burkholderia_cepacia_GG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097	0	0.0042	0	0	0	0	0.0015	0	0	0	0	0	0	0.0014	0	0.0014	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0.0013	0.0066	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0.0073	0	0.0014	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158	0	0.0026	0	0	0	0.0013	0	0	0.0014	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0.0034	0.0028	0	0	0	0.0097	0	0	0	0	0	0.0014	0.0012	0	0	0	0	0	0.0139	0	0.0014	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0
taxid:1010840|Streptococcus_pyogenes_MGAS1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:101510|Rhodococcus_jostii_RHA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0	0	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0.000800000000001	0.000999999999995	0	0	0	0	0	0	0.0026	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0.00559999999999	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800000000001	0	0	0	0	0	0	0	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0.000900000000004	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0.0037	0.000800000000001	0.000800000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0.000800000000001	0
taxid:101570|Enterobacteria_phage_ES18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1016998|Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0	0.0019	0	0.0143	0	0	0	0	0	0	0	0	0.0019	0	0	0.0019	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0.0228	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0.0149	0	0	0	0	0	0	0.0145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0.0093	0	0.0019	0	0.0241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1017264|Bordetella_pertussis_CS	0	0	0	0	0	0	0.0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
